episode,total_done,total_col,step,steps
0.0,0.3333333333333333,3.5555555555555554,291.77777777777777,1
1.1111111111111112,0.5555555555555556,4.777777777777778,309.0,2
2.2222222222222223,0.6666666666666666,4.111111111111111,328.8888888888889,3
3.3333333333333335,1.1111111111111112,2.3333333333333335,277.1111111111111,4
4.444444444444445,1.5555555555555556,4.0,288.3333333333333,5
5.555555555555555,1.8888888888888888,3.3333333333333335,304.44444444444446,6
6.666666666666667,2.2222222222222223,2.111111111111111,286.0,7
7.777777777777778,2.4444444444444446,3.5555555555555554,296.44444444444446,8
8.88888888888889,2.5555555555555554,2.2222222222222223,329.77777777777777,9
10.0,2.6666666666666665,3.0,313.6666666666667,10
11.11111111111111,3.2222222222222223,4.555555555555555,278.77777777777777,11
12.222222222222221,3.888888888888889,2.5555555555555554,237.33333333333334,12
13.333333333333334,4.111111111111111,2.3333333333333335,312.6666666666667,13
14.444444444444445,4.222222222222222,2.4444444444444446,304.6666666666667,14
15.555555555555555,4.777777777777778,4.555555555555555,279.22222222222223,15
16.666666666666668,5.0,4.444444444444445,307.0,16
17.77777777777778,5.222222222222222,3.2222222222222223,303.77777777777777,17
18.88888888888889,5.555555555555555,4.222222222222222,297.3333333333333,18
20.0,5.777777777777778,4.888888888888889,304.22222222222223,19
21.11111111111111,6.111111111111111,3.111111111111111,286.1111111111111,20
22.22222222222222,6.444444444444445,2.3333333333333335,305.77777777777777,21
23.333333333333332,6.777777777777778,2.888888888888889,290.6666666666667,22
24.444444444444443,7.222222222222222,1.8888888888888888,263.44444444444446,23
25.555555555555557,7.555555555555555,4.0,281.0,24
26.666666666666668,7.888888888888889,2.0,286.55555555555554,25
27.77777777777778,8.222222222222221,4.666666666666667,292.77777777777777,26
28.88888888888889,8.777777777777779,3.111111111111111,250.11111111111111,27
30.0,9.0,3.2222222222222223,311.8888888888889,28
31.11111111111111,9.11111111111111,2.111111111111111,316.77777777777777,29
32.22222222222222,9.333333333333334,4.111111111111111,278.6666666666667,30
33.333333333333336,9.666666666666666,6.777777777777778,296.6666666666667,31
34.44444444444444,10.333333333333334,4.888888888888889,211.33333333333334,32
35.55555555555556,10.777777777777779,3.888888888888889,257.6666666666667,33
36.666666666666664,11.222222222222221,5.666666666666667,277.3333333333333,34
37.77777777777778,11.666666666666666,1.1111111111111112,275.0,35
38.888888888888886,11.88888888888889,3.7777777777777777,287.55555555555554,36
40.0,12.444444444444445,2.7777777777777777,264.8888888888889,37
41.111111111111114,12.777777777777779,2.888888888888889,280.44444444444446,38
42.22222222222222,13.666666666666666,3.3333333333333335,211.33333333333334,39
43.333333333333336,14.222222222222221,4.111111111111111,255.77777777777777,40
44.44444444444444,14.555555555555555,2.7777777777777777,271.3333333333333,41
45.55555555555556,15.0,3.3333333333333335,287.55555555555554,42
46.666666666666664,15.444444444444445,2.0,292.6666666666667,43
47.77777777777778,15.88888888888889,2.7777777777777777,310.55555555555554,44
48.888888888888886,16.11111111111111,1.6666666666666667,320.22222222222223,45
50.0,16.444444444444443,3.0,299.6666666666667,46
51.111111111111114,16.77777777777778,2.6666666666666665,308.1111111111111,47
52.22222222222222,17.22222222222222,2.4444444444444446,275.55555555555554,48
53.333333333333336,17.88888888888889,3.2222222222222223,239.33333333333334,49
54.44444444444444,18.22222222222222,3.7777777777777777,277.77777777777777,50
55.55555555555556,18.555555555555557,3.0,277.22222222222223,51
56.666666666666664,18.88888888888889,2.111111111111111,276.1111111111111,52
57.77777777777778,19.333333333333332,3.5555555555555554,293.0,53
58.888888888888886,19.666666666666668,3.111111111111111,260.55555555555554,54
60.0,19.88888888888889,4.555555555555555,306.3333333333333,55
61.111111111111114,20.333333333333332,3.6666666666666665,242.88888888888889,56
62.22222222222222,20.77777777777778,3.0,273.6666666666667,57
63.333333333333336,21.0,4.0,324.55555555555554,58
64.44444444444444,21.22222222222222,3.7777777777777777,289.0,59
65.55555555555556,21.444444444444443,2.4444444444444446,309.22222222222223,60
66.66666666666667,21.666666666666668,1.6666666666666667,311.8888888888889,61
67.77777777777777,22.11111111111111,3.0,271.77777777777777,62
