episode,total_done,total_col,step,steps
0.0,0.5,3.7142857142857144,344.64285714285717,1
1.0,1.0,5.214285714285714,359.92857142857144,2
2.0,1.5714285714285714,4.714285714285714,427.0,3
3.0,2.0,2.0714285714285716,407.0,4
4.0,2.4285714285714284,4.071428571428571,427.7142857142857,5
5.0,2.9285714285714284,2.7857142857142856,379.42857142857144,6
6.0,3.5714285714285716,2.857142857142857,333.85714285714283,7
7.0,4.0,3.2142857142857144,386.57142857142856,8
8.0,4.5,4.428571428571429,389.35714285714283,9
9.0,4.928571428571429,2.4285714285714284,383.14285714285717,10
10.0,5.428571428571429,2.357142857142857,317.2857142857143,11
11.0,5.928571428571429,3.7857142857142856,351.85714285714283,12
12.0,6.5,9.785714285714286,389.2142857142857,13
13.0,7.071428571428571,2.642857142857143,310.57142857142856,14
14.0,7.5,4.214285714285714,374.2857142857143,15
15.0,8.142857142857142,4.071428571428571,340.5,16
16.0,8.714285714285714,3.7857142857142856,348.42857142857144,17
17.0,9.5,2.9285714285714284,270.7857142857143,18
18.0,10.142857142857142,4.714285714285714,270.7857142857143,19
19.0,10.642857142857142,3.0714285714285716,383.14285714285717,20
20.0,11.214285714285714,2.7142857142857144,324.7142857142857,21
21.0,11.928571428571429,3.2142857142857144,270.35714285714283,22
22.0,12.428571428571429,3.2857142857142856,357.14285714285717,23
23.0,13.071428571428571,3.5714285714285716,323.57142857142856,24
24.0,13.5,4.0,385.0,25
25.0,14.142857142857142,5.285714285714286,328.85714285714283,26
26.0,14.928571428571429,4.071428571428571,255.92857142857142,27
27.0,15.642857142857142,3.5714285714285716,308.7857142857143,28
28.0,16.214285714285715,2.642857142857143,342.57142857142856,29
29.0,17.142857142857142,3.0,227.14285714285714,30
30.0,17.928571428571427,3.857142857142857,261.2857142857143,31
31.0,18.857142857142858,3.9285714285714284,227.5,32
32.0,19.857142857142858,4.214285714285714,176.78571428571428,33
33.0,20.5,4.642857142857143,287.14285714285717,34
34.0,21.214285714285715,3.857142857142857,286.5,35
35.0,22.071428571428573,5.428571428571429,241.64285714285714,36
36.0,22.857142857142858,6.0,186.28571428571428,37
37.0,23.714285714285715,2.857142857142857,213.28571428571428,38
38.0,24.642857142857142,5.142857142857143,250.57142857142858,39
39.0,25.428571428571427,4.0,229.85714285714286,40
40.0,26.285714285714285,3.857142857142857,162.57142857142858,41
41.0,27.142857142857142,2.857142857142857,234.64285714285714,42
42.0,28.0,6.142857142857143,203.71428571428572,43
43.0,28.785714285714285,6.285714285714286,210.28571428571428,44
44.0,29.714285714285715,3.357142857142857,174.5,45
45.0,30.5,4.785714285714286,201.57142857142858,46
46.0,31.428571428571427,2.0,180.21428571428572,47
47.0,32.42857142857143,2.9285714285714284,113.92857142857143,48
48.0,33.357142857142854,4.142857142857143,198.42857142857142,49
49.0,34.214285714285715,3.5,217.14285714285714,50
50.0,34.857142857142854,3.5714285714285716,263.07142857142856,51
51.0,35.714285714285715,3.5714285714285716,168.5,52
52.0,36.57142857142857,4.642857142857143,230.28571428571428,53
53.0,37.57142857142857,1.8571428571428572,110.28571428571429,54
54.0,38.285714285714285,3.642857142857143,198.28571428571428,55
55.0,39.07142857142857,3.0714285714285716,204.78571428571428,56
56.0,40.07142857142857,3.642857142857143,155.64285714285714,57
57.0,40.92857142857143,1.4285714285714286,140.78571428571428,58
58.0,41.92857142857143,3.642857142857143,109.92857142857143,59
59.0,42.92857142857143,5.928571428571429,122.28571428571429,60
60.0,43.92857142857143,2.857142857142857,128.14285714285714,61
61.0,44.857142857142854,6.285714285714286,183.64285714285714,62
62.0,45.785714285714285,2.2857142857142856,130.21428571428572,63
63.0,46.714285714285715,3.9285714285714284,148.78571428571428,64
64.0,47.642857142857146,3.2142857142857144,103.21428571428571,65
65.0,48.5,3.357142857142857,172.28571428571428,66
66.0,49.357142857142854,3.142857142857143,153.0,67
67.0,50.285714285714285,3.2142857142857144,107.21428571428571,68
68.0,51.285714285714285,3.7857142857142856,110.5,69
69.0,52.214285714285715,3.2142857142857144,111.0,70
70.0,53.142857142857146,3.2857142857142856,117.35714285714286,71
71.0,54.07142857142857,2.4285714285714284,126.5,72
72.0,55.07142857142857,0.8571428571428571,77.21428571428571,73
73.0,56.0,3.642857142857143,126.42857142857143,74
74.0,57.0,2.2857142857142856,69.78571428571429,75
75.0,58.0,2.2142857142857144,106.64285714285714,76
76.0,59.0,3.7857142857142856,113.92857142857143,77
77.0,60.0,1.9285714285714286,60.42857142857143,78
78.0,60.92857142857143,3.5,87.21428571428571,79
79.0,61.785714285714285,2.7857142857142856,132.78571428571428,80
80.0,62.785714285714285,3.5,87.71428571428571,81
81.0,63.714285714285715,2.4285714285714284,155.5,82
82.0,64.71428571428571,3.5714285714285716,101.28571428571429,83
83.0,65.71428571428571,2.9285714285714284,117.42857142857143,84
