Agent 0,Agent 1,min,max,avg,steps,trend
31.3,20.9,1.5,50.7,26.1,451,27.622872990002072
30.3,35.2,4.7,60.8,32.75,452,27.6483271841996
33.8,41.8,8.1,67.5,37.8,453,27.674696105580168
32.3,34.2,6.1,60.4,33.25,454,27.701991920881593
33.2,34.0,8.5,58.7,33.6,455,27.730226853261954
32.7,28.9,7.3,54.3,30.799999999999997,456,27.75941318229959
28.7,18.0,2.4,44.3,23.349999999999998,457,27.7895632439931
32.7,26.4,6.1,53.0,29.55,458,27.820689430761348
33.3,28.3,6.6,55.0,30.8,459,27.852804191443443
31.6,34.6,6.1,60.1,33.1,460,27.88592003129877
31.7,33.9,7.7,57.9,32.8,461,27.92004951200696
32.0,34.2,6.8,59.4,33.1,462,27.95520525166791
32.3,30.3,6.9,55.7,31.3,463,27.991399924801772
32.0,29.4,6.3,55.1,30.7,464,28.028646262348964
31.4,32.7,8.4,55.7,32.050000000000004,465,28.066957051670162
31.9,29.7,6.6,55.0,30.8,466,28.10634513654629
33.2,23.8,3.9,53.1,28.5,467,28.146823417178553
32.2,38.1,8.2,62.1,35.15,468,28.18840485018839
33.0,29.1,7.3,54.8,31.049999999999997,469,28.231102448617523
33.4,36.6,9.5,60.5,35.0,470,28.274929281927918
33.1,27.2,6.3,54.0,30.15,471,28.3198984760018
33.5,24.1,4.6,53.0,28.8,472,28.366023213141666
33.4,40.7,9.8,64.3,37.05,473,28.413316732070257
41.7,30.7,7.5,64.9,36.2,474,28.46179232793059
34.5,12.7,2.8,44.4,23.599999999999998,475,28.51146335228592
35.1,25.7,3.6,57.2,30.400000000000002,476,28.56234321311978
35.5,26.3,4.7,57.1,30.900000000000002,477,28.614445374835963
35.1,25.6,4.7,56.0,30.35,478,28.6677833582585
35.1,24.0,8.5,50.6,29.55,479,28.722370740631707
32.1,27.3,3.0,56.4,29.7,480,28.77822115562014
33.3,32.6,6.1,59.8,32.949999999999996,481,28.83534829330863
30.3,27.2,2.9,54.6,28.75,482,28.89376590020225
38.5,27.8,7.8,58.5,33.15,483,28.953487779226354
34.3,22.2,4.8,51.7,28.25,484,29.014527789726532
37.9,8.3,3.5,42.7,23.1,485,29.07689984746865
38.4,8.8,5.5,41.7,23.6,486,29.140617924638825
33.9,21.2,7.1,48.0,27.55,487,29.205696049843436
43.5,10.1,4.7,48.9,26.8,488,29.27214830810913
39.1,8.5,5.1,42.5,23.8,489,29.339988840882796
43.8,2.6,2.6,43.8,23.2,490,29.409231846031595
37.1,14.2,6.5,44.8,25.65,491,29.479891577842942
34.4,22.1,5.5,51.0,28.25,492,29.551982347024516
35.0,16.8,5.7,46.1,25.900000000000002,493,29.62551852070425
41.7,12.8,3.1,51.4,27.25,494,29.70051452243034
41.1,18.2,3.2,56.1,29.650000000000002,495,29.776984832171237
37.9,33.1,5.9,65.1,35.5,496,29.85494398631566
34.3,12.9,7.7,39.5,23.6,497,29.934406577672576
31.9,28.7,7.2,53.4,30.3,498,30.01538725547122
44.1,8.4,6.6,45.9,26.25,499,30.097900725361086
36.2,8.0,3.9,40.3,22.099999999999998,500,30.18196174941192
