Agent 0,Agent 1,min,max,avg,steps,trend
40.1,14.1,5.9,48.3,27.099999999999998,159,27.14928526336145
40.8,14.8,6.4,49.2,27.8,160,27.170693108271763
39.8,8.5,4.1,44.2,24.150000000000002,161,27.19203245751994
39.2,14.8,6.3,47.7,27.0,162,27.213300202432045
39.0,11.2,5.9,44.3,25.099999999999998,163,27.23449326410755
40.2,12.1,6.4,45.9,26.15,164,27.255608593419325
39.5,14.5,8.1,45.9,27.0,165,27.27664317101362
39.0,12.4,4.5,46.9,25.7,166,27.2975940073101
39.5,19.9,7.8,51.6,29.7,167,27.318458142501804
39.8,6.2,4.3,41.7,23.0,168,27.339232646555182
48.8,11.3,6.0,54.1,30.05,169,27.35991461921007
38.2,7.0,2.1,43.1,22.6,170,27.380501189979704
38.6,21.7,5.4,54.9,30.15,171,27.40098951815071
38.2,7.0,2.2,43.0,22.6,172,27.421376792783114
38.7,5.9,2.5,42.1,22.3,173,27.441660232710337
38.2,22.1,6.7,53.6,30.150000000000002,174,27.461837086539187
38.2,14.2,5.0,47.4,26.2,175,27.481904632649872
38.5,24.1,7.3,55.3,31.299999999999997,176,27.501860179196
42.9,22.4,11.7,53.6,32.65,177,27.52170106410457
42.9,16.5,9.3,50.1,29.700000000000003,178,27.54142465507597
38.6,13.4,3.7,48.3,26.0,179,27.56102834958399
39.8,18.2,6.2,51.8,29.0,180,27.580509574875812
39.3,25.0,7.8,56.5,32.15,181,27.599865787972018
38.1,17.7,5.0,50.8,27.9,182,27.619094475666575
39.6,16.6,7.4,48.8,28.099999999999998,183,27.638193154526853
41.0,13.7,4.3,50.4,27.349999999999998,184,27.657159370893616
40.6,13.9,5.2,49.3,27.25,185,27.67599070088102
40.8,12.9,6.5,47.2,26.85,186,27.694684750376616
42.4,22.5,9.0,55.9,32.45,187,27.713239155041354
42.7,20.2,8.6,54.3,31.45,188,27.731651580309574
41.8,7.5,5.2,44.1,24.650000000000002,189,27.749919721389016
39.1,6.2,2.5,42.8,22.65,190,27.76804130326081
36.8,14.8,4.9,46.7,25.8,191,27.78601408067948
41.9,3.7,2.4,43.2,22.8,192,27.80383583817295
38.0,23.1,7.8,53.3,30.549999999999997,193,27.82150439004254
38.9,14.9,7.6,46.2,26.900000000000002,194,27.839017580362963
39.9,10.9,6.6,44.2,25.400000000000002,195,27.856373282982315
39.3,17.1,5.6,50.8,28.2,196,27.873569401522108
39.9,21.6,7.0,54.5,30.75,197,27.890603869377234
39.7,6.4,2.9,43.2,23.05,198,27.907474649715983
38.9,5.2,1.9,42.2,22.05,199,27.924179735480045
41.0,13.0,8.6,45.4,27.0,200,27.940717149384497
40.2,20.4,10.5,50.1,30.3,201,27.95708494391782
38.9,17.1,5.4,50.6,28.0,202,27.97328120134188
39.7,12.8,5.1,47.4,26.25,203,27.989304033691944
41.4,9.0,5.4,45.0,25.2,204,28.005151582776676
39.3,10.8,6.1,44.0,25.05,205,28.020822020178127
39.1,7.8,2.9,44.0,23.45,206,28.03631354725175
38.4,15.1,5.1,48.4,26.75,207,28.051624395126392
39.9,10.9,5.0,45.8,25.4,208,28.066752824704288
38.4,19.5,6.4,51.5,28.95,209,28.08169712666108
39.2,17.1,5.7,50.6,28.150000000000002,210,28.096455621445795
38.9,18.5,5.5,51.9,28.7,211,28.111026659280856
40.2,17.0,7.3,49.9,28.599999999999998,212,28.125408620162084
44.9,19.3,9.0,55.2,32.1,213,28.1395999138587
39.2,14.6,6.6,47.2,26.900000000000002,214,28.153598979913305
41.2,9.6,3.8,47.0,25.4,215,28.167404287641908
38.9,14.5,4.1,49.3,26.7,216,28.18101433613391
42.2,12.3,6.9,47.6,27.25,217,28.1944276542521
39.4,7.8,4.2,43.0,23.6,218,28.207642800632673
39.3,3.2,1.7,40.8,21.25,219,28.220658363685214
34.9,6.8,3.4,38.3,20.849999999999998,220,28.233472961592696
37.8,9.7,3.6,43.9,23.75,221,28.246085242311498
36.9,15.5,2.5,49.9,26.2,222,28.25849388357139
35.9,7.1,3.3,39.7,21.5,223,28.270697592875536
45.8,9.3,2.6,52.5,27.55,224,28.282695107500487
39.0,9.1,3.1,45.0,24.05,225,28.294485194496207
38.2,7.1,2.1,43.2,22.650000000000002,226,28.30606665068604
38.6,4.8,3.2,40.2,21.700000000000003,227,28.31743830266673
38.7,12.9,6.2,45.4,25.8,228,28.328599006808417
40.8,7.2,2.2,45.8,24.0,229,28.339547649254634
38.7,10.6,5.2,44.1,24.650000000000002,230,28.350283145922308
39.1,9.1,3.6,44.6,24.1,231,28.360804442501763
39.4,18.4,4.2,53.6,28.900000000000002,232,28.371110514456717
35.6,21.0,5.9,50.7,28.3,233,28.38120036702428
36.3,20.7,2.8,54.2,28.5,234,28.39107303521497
39.6,21.0,3.5,57.1,30.3,235,28.400727583812678
40.0,15.0,6.2,48.8,27.5,236,28.41016310737471
40.0,17.4,6.5,50.9,28.7,237,28.419378730231756
39.7,12.8,5.2,47.3,26.25,238,28.428373606487902
40.4,14.3,6.2,48.5,27.35,239,28.43714692002063
38.4,16.9,7.0,48.3,27.65,240,28.445697884480825
41.8,17.1,6.8,52.1,29.45,241,28.45402574329275
41.3,17.3,5.4,53.2,29.3,242,28.462129769654076
40.6,26.0,8.8,57.8,33.3,243,28.470009266535868
41.4,30.5,9.8,62.1,35.95,244,28.47766356668258
40.3,26.5,6.9,59.9,33.4,245,28.485092032612066
40.5,28.8,7.4,61.9,34.65,246,28.492294056615567
39.8,17.9,5.1,52.6,28.85,247,28.499269060757733
40.6,25.1,7.1,58.6,32.85,248,28.506016496876597
41.4,22.5,7.1,56.8,31.95,249,28.51253584658359
42.4,22.4,7.9,56.9,32.4,250,28.51882662126354
42.2,26.7,7.9,61.0,34.45,251,28.524888362074666
40.9,22.8,5.0,58.7,31.85,252,28.53072063994859
40.9,33.3,9.0,65.2,37.1,253,28.536323055590316
41.4,18.3,4.9,54.8,29.849999999999998,254,28.541695239478255
46.8,23.1,6.9,63.0,34.95,255,28.54683685186421
44.2,23.5,6.6,61.1,33.85,256,28.55174758277337
40.8,23.3,6.8,57.3,32.05,257,28.556427152004332
41.8,16.3,4.7,53.4,29.05,258,28.560875309129077
44.8,15.9,6.2,54.5,30.35,259,28.56509183349299
40.8,22.0,7.0,55.8,31.4,260,28.569076534214847
41.7,22.7,7.4,57.0,32.2,261,28.572829250186814
54.2,18.5,6.7,66.0,36.35,262,28.57634985007446
44.1,25.0,8.7,60.4,34.55,263,28.579638232316746
47.7,19.5,6.8,60.4,33.6,264,28.582694325126024
40.4,20.6,5.7,55.3,30.5,265,28.585518086488047
39.6,21.0,6.5,54.1,30.3,266,28.58810950416196
40.0,20.2,5.4,54.8,30.099999999999998,267,28.590468595680303
43.6,23.6,7.8,59.4,33.6,268,28.59259540834901
41.5,21.4,7.7,55.2,31.450000000000003,269,28.59449001924741
42.4,20.4,6.7,56.1,31.400000000000002,270,28.596152535228228
42.6,24.7,7.8,59.5,33.65,271,28.59758309291759
45.0,18.2,6.7,56.5,31.6,272,28.598781858714997
42.3,20.2,6.5,56.0,31.25,273,28.599749028793372
41.1,25.8,9.4,57.5,33.45,274,28.600484829099013
45.4,12.0,2.3,55.1,28.7,275,28.60098951535162
42.5,27.1,5.2,64.4,34.800000000000004,276,28.601263373044286
42.2,16.7,4.8,54.1,29.45,277,28.601306717443506
41.7,15.3,4.2,52.8,28.5,278,28.601119893589157
44.0,30.0,9.3,64.7,37.0,279,28.60070327629452
41.6,16.1,4.7,53.0,28.85,280,28.600057270146273
41.0,11.6,1.9,50.7,26.3,281,28.599182309504478
43.8,10.8,7.6,47.0,27.3,282,28.598078858502603
42.2,10.5,5.6,47.1,26.35,283,28.596747411047506
42.3,10.2,5.0,47.5,26.25,284,28.595188490819442
46.0,14.9,10.6,50.3,30.45,285,28.593402651272054
45.5,10.2,8.1,47.6,27.85,286,28.59139047563239
42.6,9.2,5.0,46.8,25.9,287,28.58915257690089
43.5,9.0,6.1,46.4,26.25,288,28.586689597851382
42.1,9.4,5.2,46.3,25.75,289,28.584002211031095
41.1,8.1,3.7,45.5,24.6,290,28.581091118760657
42.2,4.3,3.3,43.2,23.25,291,28.577957053134078
40.1,14.4,3.8,50.7,27.25,292,28.574600776018777
40.4,11.5,6.7,45.2,25.950000000000003,293,28.57102307905556
40.6,12.4,5.1,47.9,26.5,294,28.567224783658627
39.8,1.9,1.8,39.9,20.849999999999998,295,28.56320674101558
40.9,11.3,5.1,47.1,26.1,296,28.55896983208741
40.2,15.1,6.0,49.3,27.65,297,28.5545149676085
41.4,14.1,7.1,48.4,27.75,298,28.54984308808664
41.4,12.1,4.9,48.6,26.75,299,28.544955163803
41.3,13.0,6.5,47.8,27.15,300,28.539852194812156
41.2,8.6,5.0,44.8,24.9,301,28.534535210942074
43.9,8.3,5.5,46.7,26.1,302,28.529005271794116
41.0,5.7,2.4,44.3,23.349999999999998,303,28.523263466743035
42.8,10.9,6.2,47.5,26.85,304,28.517310914936992
42.1,5.7,3.2,44.6,23.900000000000002,305,28.511148765297524
44.8,11.4,8.0,48.2,28.1,306,28.504778196519577
42.5,16.5,10.8,48.2,29.5,307,28.498200417071487
44.9,10.3,8.3,46.9,27.6,308,28.491416665194986
41.1,3.6,1.5,43.2,22.35,309,28.4844282089052
49.5,10.7,7.4,52.8,30.099999999999998,310,28.477236345990647
45.6,4.9,3.6,46.9,25.25,311,28.469842404013246
50.6,13.4,8.4,55.6,32.0,312,28.46224774030831
48.7,12.8,8.3,53.2,30.75,313,28.45445374198454
40.6,19.1,7.2,52.5,29.85,314,28.44646182592404
39.8,21.3,7.7,53.4,30.55,315,28.438273438782307
41.2,17.8,6.1,52.9,29.5,316,28.429890056988228
40.3,13.8,6.0,48.1,27.05,317,28.421313186744086
44.0,14.2,2.8,55.4,29.099999999999998,318,28.41254436402557
46.2,5.2,4.3,47.1,25.7,319,28.40358515458175
48.9,6.6,4.8,50.7,27.75,320,28.394437153935097
41.8,17.2,3.7,55.3,29.5,321,28.38510198738148
48.1,16.8,7.4,57.5,32.45,322,28.37558130999015
50.5,13.9,9.3,55.1,32.2,323,28.36587680660377
50.2,15.4,8.8,56.8,32.8,324,28.355990191838384
40.3,15.7,5.9,50.1,28.0,325,28.345923210083445
41.2,6.1,2.2,45.1,23.650000000000002,326,28.335677635501785
48.3,17.5,7.9,57.9,32.9,327,28.32525527202964
44.4,14.9,7.0,52.3,29.65,328,28.314657953376642
49.3,14.3,8.7,54.9,31.799999999999997,329,28.303887543025816
39.1,6.0,2.4,42.7,22.55,330,28.292945934233575
47.4,9.2,4.7,51.9,28.3,331,28.28183505002974
47.4,2.8,2.8,47.4,25.099999999999998,332,28.27055684321752
47.5,14.7,3.9,58.3,31.099999999999998,333,28.259113296373517
40.0,15.5,5.4,50.1,27.75,334,28.24750642184773
40.0,9.8,1.7,48.1,24.900000000000002,335,28.235738261763554
47.5,15.8,7.2,56.1,31.650000000000002,336,28.223810888017773
37.3,11.2,5.3,43.2,24.25,337,28.21172640228058
42.4,9.8,5.3,46.9,26.099999999999998,338,28.19948693599554
48.2,15.4,7.5,56.1,31.8,339,28.187094650379642
45.4,12.3,7.0,50.7,28.85,340,28.174551736423243
47.3,8.0,4.8,50.5,27.65,341,28.161860414890114
39.4,17.1,5.7,50.8,28.25,342,28.149022936317408
46.8,14.1,4.8,56.1,30.45,343,28.13604158101568
48.6,22.6,9.1,62.1,35.6,344,28.122918659068876
48.6,13.8,5.7,56.7,31.200000000000003,345,28.109656510334343
49.6,27.8,11.0,66.4,38.7,346,28.096257504442818
48.8,24.0,9.3,63.5,36.4,347,28.082724040798432
49.0,15.9,7.4,57.5,32.45,348,28.069058548578713
47.6,24.3,10.5,61.4,35.95,349,28.05526348673458
38.3,22.4,9.2,51.5,30.35,350,28.04134134399036
30.8,22.4,4.6,48.6,26.6,351,28.02729463884376
40.4,35.0,17.2,58.2,37.7,352,28.013125919565887
36.9,20.2,7.9,49.2,28.55,353,27.99883776420124
37.1,21.2,9.0,49.3,29.15,354,27.984432780567722
28.8,15.8,7.9,36.7,22.3,355,27.969913606256625
36.4,14.2,5.6,45.0,25.3,356,27.955282908632633
33.2,10.2,6.1,37.3,21.7,357,27.940543384833827
31.1,21.4,8.2,44.3,26.25,358,27.925697761771687
36.7,9.5,7.2,39.0,23.1,359,27.910748796131085
42.1,15.4,9.5,48.0,28.75,360,27.895699274370283
34.9,22.4,7.7,49.6,28.650000000000002,361,27.880552012720948
41.8,9.9,5.6,46.1,25.85,362,27.865309857188134
39.3,13.0,7.8,44.5,26.15,363,27.84997568355029
41.9,11.9,7.4,46.4,26.9,364,27.834552397359264
47.6,9.7,5.7,51.6,28.650000000000002,365,27.819042933940302
32.2,21.8,8.8,45.2,27.0,366,27.803450258392033
34.0,13.6,3.1,44.5,23.8,367,27.787777365586493
26.2,10.9,6.8,30.3,18.55,368,27.772027280169105
30.2,5.0,2.0,33.2,17.6,369,27.75620305655869
24.0,10.4,4.2,30.2,17.2,370,27.740307778947464
31.1,18.2,5.8,43.5,24.65,371,27.724344561301038
32.3,5.8,1.9,36.2,19.05,372,27.708316547358418
27.8,23.5,9.5,41.8,25.65,373,27.692226910632005
39.3,22.6,9.4,52.5,30.95,374,27.676078854407592
25.5,15.0,5.2,35.3,20.25,375,27.659875611744372
34.2,22.7,9.2,47.7,28.450000000000003,376,27.64362044547493
33.2,18.2,8.0,43.4,25.7,377,27.627316648205245
39.4,26.8,13.1,53.1,33.1,378,27.61096754231469
34.4,20.5,7.4,47.5,27.45,379,27.594576479956036
30.4,33.6,12.5,51.5,32.0,380,27.57814684305545
26.2,32.9,10.0,49.1,29.55,381,27.56168204331249
32.3,35.1,11.4,56.0,33.7,382,27.545185522200114
40.1,13.8,9.6,44.3,26.95,383,27.52866075096467
33.9,9.6,5.8,37.7,21.75,384,27.512111230625898
36.4,17.9,8.4,45.9,27.15,385,27.49554049197694
31.9,19.4,8.8,42.5,25.65,386,27.47895209558433
25.7,26.9,8.8,43.8,26.299999999999997,387,27.462349631788
31.0,27.0,10.8,47.2,29.0,388,27.445736720701273
36.8,21.2,10.6,47.4,29.0,389,27.429117012210867
36.0,26.9,10.3,52.6,31.450000000000003,390,27.412494185976893
34.5,34.6,15.3,53.8,34.55,391,27.395871951432866
32.2,25.0,11.6,45.6,28.6,392,27.379254047785686
27.9,27.1,11.9,43.1,27.5,393,27.36264424401565
30.3,18.7,7.9,41.1,24.5,394,27.346046338876455
22.1,32.1,8.6,45.6,27.1,395,27.329464160895192
31.8,24.6,9.3,47.1,28.200000000000003,396,27.31290156837234
30.3,37.8,11.1,57.0,34.05,397,27.296362449381775
30.1,35.6,10.3,55.4,32.85,398,27.279850721770774
30.8,23.9,9.1,45.6,27.35,399,27.263370333160005
38.8,19.5,7.7,50.6,29.150000000000002,400,27.24692526094353
33.1,16.1,7.7,41.5,24.6,401,27.230519512288808
32.2,13.2,5.8,39.6,22.7,402,27.21415712413669
31.7,25.2,10.3,46.6,28.450000000000003,403,27.197842163201425
33.7,26.9,8.7,51.9,30.299999999999997,404,27.18157872597066
34.1,21.7,7.3,48.5,27.9,405,27.165370938705422
36.5,37.7,13.2,61.0,37.1,406,27.149222957440152
32.2,30.8,9.2,53.8,31.5,407,27.133138967982674
31.1,34.5,12.1,53.5,32.8,408,27.117123185914213
35.8,16.5,4.6,47.7,26.150000000000002,409,27.101179856589386
32.1,26.6,5.7,53.0,29.35,410,27.085313255136203
23.9,21.4,7.7,37.6,22.650000000000002,411,27.06952768645607
30.7,12.1,4.1,38.7,21.400000000000002,412,27.053827485223792
32.2,19.3,9.2,42.3,25.75,413,27.03821701588756
29.1,28.6,8.3,49.4,28.85,414,27.022700672668975
30.2,34.0,9.2,55.0,32.1,415,27.007282879563018
29.9,38.8,11.6,57.1,34.35,416,26.991968090338073
35.5,21.3,7.6,49.2,28.400000000000002,417,26.976760788535913
19.6,5.1,1.5,23.2,12.35,418,26.961665487471713
28.2,19.9,6.6,41.5,24.05,419,26.946686730234035
29.9,12.9,7.3,35.5,21.4,420,26.931829089684843
29.1,19.4,7.4,41.1,24.25,421,26.917097168459495
21.5,13.2,4.3,30.4,17.349999999999998,422,26.90249559896674
28.4,23.2,9.9,41.7,25.8,423,26.888029043388723
30.0,11.2,7.4,33.8,20.599999999999998,424,26.873702193680987
30.3,12.3,6.2,36.4,21.3,425,26.859519771572465
31.3,14.8,7.5,38.6,23.05,426,26.84548652856549
30.7,12.5,6.9,36.3,21.599999999999998,427,26.831607245935785
33.1,15.8,7.4,41.5,24.45,428,26.817886734732475
30.9,13.3,5.6,38.6,22.1,429,26.804329835778073
32.5,15.2,4.1,43.6,23.85,430,26.79094141966849
31.7,16.4,7.9,40.2,24.05,431,26.77772638677303
32.3,6.5,4.6,34.2,19.400000000000002,432,26.76468966723439
34.3,16.5,6.8,44.0,25.4,433,26.75183622096867
34.2,14.9,8.4,40.7,24.55,434,26.739171037665358
29.9,13.7,5.6,38.0,21.8,435,26.726699136787342
22.0,14.4,4.4,32.0,18.2,436,26.714425567570895
22.9,4.7,2.3,25.3,13.8,437,26.7023554090257
29.8,16.3,4.4,41.7,23.05,438,26.69049376993482
30.5,25.1,6.4,49.2,27.8,439,26.678845788854723
29.1,21.4,6.0,44.5,25.25,440,26.667416634115266
22.1,16.1,5.5,32.7,19.1,441,26.656211503819705
28.2,31.2,8.1,51.3,29.7,442,26.645235625844688
20.8,19.7,3.9,36.6,20.25,443,26.63449425784026
26.5,26.4,5.0,47.9,26.45,444,26.623992687229862
30.3,35.2,6.5,59.0,32.75,445,26.613736231210325
30.1,32.0,6.5,55.6,31.05,446,26.60373023675188
29.4,34.7,6.5,57.6,32.05,447,26.593980080598143
30.8,28.2,5.4,53.6,29.5,448,26.584491169266148
31.8,27.0,6.1,52.7,29.400000000000002,449,26.575268939046296
34.4,34.0,8.9,59.5,34.2,450,26.5663188560024
31.0,30.3,5.2,56.1,30.650000000000002,451,26.55764641597166
30.3,30.3,4.5,56.1,30.3,452,26.54925714456468
