episode,total_done,total_col,step,steps
0.0,0.4,3.6,254.9,1
1.0,0.7,3.5,229.0,2
2.0,1.0,2.3,256.0,3
3.0,1.4,4.1,248.2,4
4.0,2.0,3.1,198.3,5
5.0,2.3,3.5,289.6,6
6.0,2.7,4.8,247.1,7
7.0,3.0,1.5,235.7,8
8.0,3.4,3.8,228.8,9
9.0,3.7,5.5,262.4,10
10.0,4.1,3.8,239.8,11
11.0,4.5,5.1,223.8,12
12.0,5.2,2.9,196.7,13
13.0,5.8,3.0,219.7,14
14.0,6.4,3.9,233.0,15
15.0,7.0,3.8,187.2,16
16.0,7.6,3.8,223.1,17
17.0,8.0,4.0,210.7,18
18.0,8.2,5.8,269.0,19
19.0,8.4,4.4,289.9,20
20.0,8.9,6.1,242.8,21
21.0,9.3,3.4,239.6,22
22.0,9.6,4.3,242.4,23
23.0,9.9,4.0,250.5,24
24.0,10.3,4.2,223.1,25
25.0,10.6,4.1,243.3,26
26.0,11.1,4.2,205.2,27
27.0,11.5,5.6,237.9,28
28.0,11.9,2.7,215.0,29
29.0,12.1,2.7,277.9,30
30.0,12.5,4.0,232.8,31
31.0,13.2,2.4,190.2,32
32.0,13.8,4.8,179.9,33
33.0,14.2,3.1,222.1,34
34.0,14.6,3.7,235.0,35
35.0,15.0,2.4,247.2,36
36.0,15.6,6.6,230.4,37
37.0,16.1,2.5,243.0,38
38.0,16.4,3.0,254.4,39
39.0,16.8,4.2,264.6,40
40.0,17.5,2.8,220.2,41
41.0,17.9,3.7,227.5,42
42.0,18.6,3.8,186.2,43
43.0,19.0,4.9,247.3,44
44.0,19.4,2.0,211.3,45
45.0,19.6,4.9,258.2,46
46.0,20.2,1.9,216.6,47
47.0,20.4,4.6,293.0,48
48.0,20.8,2.5,227.8,49
49.0,21.2,3.2,228.0,50
50.0,21.6,3.8,226.9,51
51.0,22.1,5.5,228.9,52
52.0,22.4,5.3,258.5,53
53.0,22.8,3.2,257.9,54
54.0,23.1,2.8,261.2,55
55.0,23.7,2.5,205.0,56
56.0,24.4,3.6,230.0,57
57.0,24.6,2.2,262.9,58
58.0,25.1,3.9,202.3,59
59.0,25.6,3.1,207.3,60
60.0,25.9,3.9,234.7,61
61.0,26.5,3.9,213.4,62
62.0,26.9,5.1,236.0,63
63.0,27.1,2.8,273.7,64
64.0,27.5,3.7,246.9,65
65.0,28.0,3.9,232.0,66
66.0,28.5,5.9,257.3,67
67.0,28.8,2.6,270.5,68
68.0,29.5,4.2,214.7,69
69.0,29.8,4.7,248.9,70
70.0,30.1,3.4,249.9,71
71.0,30.9,2.4,166.3,72
72.0,31.3,2.8,231.2,73
73.0,31.9,6.0,209.6,74
74.0,32.4,4.4,240.0,75
75.0,32.9,3.4,242.9,76
76.0,33.3,2.4,243.3,77
77.0,33.6,2.8,239.0,78
78.0,34.1,4.7,218.7,79
79.0,34.7,6.0,204.5,80
80.0,34.8,2.2,288.1,81
81.0,35.3,1.6,239.0,82
82.0,35.4,1.0,299.5,83
83.0,35.9,2.9,225.4,84
84.0,36.2,4.9,255.0,85
85.0,36.8,5.4,236.7,86
86.0,37.0,3.4,279.7,87
87.0,37.5,3.7,223.0,88
88.0,37.9,3.3,220.5,89
89.0,38.1,5.4,270.6,90
90.0,38.5,5.3,245.2,91
91.0,39.0,2.1,223.7,92
92.0,39.2,3.7,287.7,93
93.0,39.5,3.6,247.3,94
94.0,40.1,3.8,222.9,95
95.0,40.6,1.6,229.5,96
96.0,41.0,3.8,251.0,97
97.0,41.5,2.8,232.5,98
98.0,41.8,3.2,262.0,99
99.0,42.0,2.0,273.0,100
100.0,42.5,4.6,213.4,101
101.0,42.9,3.4,215.5,102
102.0,43.4,1.6,236.3,103
103.0,43.9,3.9,215.4,104
104.0,44.1,2.7,261.4,105
105.0,44.6,4.2,217.4,106
106.0,45.0,3.3,235.2,107
107.0,45.2,4.4,273.2,108
108.0,45.5,4.6,249.8,109
109.0,45.7,0.6,247.0,110
110.0,46.0,2.3,256.0,111
111.0,46.2,3.9,272.6,112
112.0,46.5,4.4,242.1,113
113.0,47.1,3.3,205.8,114
114.0,47.5,3.8,247.2,115
115.0,47.9,4.2,230.7,116
