episode,tot_done,reward,steps
0.0,0.0,-48.44444444444444,1
1.0,0.0,-54.333333333333336,2
2.0,0.0,-46.0,3
3.0,0.0,-51.666666666666664,4
4.0,0.0,-48.55555555555556,5
5.0,0.0,-58.0,6
6.0,0.0,-49.0,7
7.0,0.0,-41.22222222222222,8
8.0,0.0,-56.666666666666664,9
9.0,0.0,-56.888888888888886,10
10.0,0.0,-47.333333333333336,11
11.0,0.0,-50.22222222222222,12
12.0,0.0,-47.888888888888886,13
13.0,0.0,-50.111111111111114,14
14.0,0.0,-48.22222222222222,15
15.0,0.0,-57.0,16
16.0,0.0,-53.0,17
17.0,0.0,-53.333333333333336,18
18.0,0.0,-48.22222222222222,19
19.0,0.0,-50.22222222222222,20
20.0,0.0,-45.888888888888886,21
21.0,0.0,-43.0,22
22.0,0.0,-52.0,23
23.0,0.0,-47.111111111111114,24
24.0,0.0,-48.22222222222222,25
25.0,0.0,-42.111111111111114,26
26.0,0.0,-50.111111111111114,27
27.0,0.0,-47.888888888888886,28
28.0,0.0,-50.77777777777778,29
29.0,0.0,-44.666666666666664,30
30.0,0.0,-49.666666666666664,31
31.0,0.0,-50.333333333333336,32
32.0,0.0,-52.333333333333336,33
33.0,0.0,-46.666666666666664,34
34.0,0.0,-44.44444444444444,35
35.0,0.0,-54.333333333333336,36
36.0,0.0,-55.333333333333336,37
37.0,0.0,-47.666666666666664,38
38.0,0.0,-48.44444444444444,39
39.0,0.0,-51.0,40
40.0,0.0,-43.333333333333336,41
41.0,0.0,-40.333333333333336,42
42.0,0.0,-43.22222222222222,43
43.0,0.0,-41.666666666666664,44
44.0,0.0,-46.55555555555556,45
45.0,0.0,-48.22222222222222,46
46.0,0.0,-46.22222222222222,47
47.0,0.0,-50.44444444444444,48
48.0,0.0,-48.888888888888886,49
49.0,0.0,-50.55555555555556,50
50.0,0.0,-46.333333333333336,51
51.0,0.0,-44.77777777777778,52
52.0,0.0,-43.22222222222222,53
53.0,0.0,-42.888888888888886,54
54.0,0.0,-48.44444444444444,55
55.0,0.0,-46.666666666666664,56
56.0,0.0,-45.333333333333336,57
57.0,0.0,-51.77777777777778,58
58.0,0.0,-47.55555555555556,59
59.0,0.0,-48.77777777777778,60
60.0,0.0,-54.888888888888886,61
61.0,0.0,-50.888888888888886,62
62.0,0.0,-46.44444444444444,63
63.0,0.0,-48.77777777777778,64
64.0,0.0,-48.111111111111114,65
65.0,0.0,-39.666666666666664,66
66.0,0.0,-47.111111111111114,67
67.0,0.0,-54.77777777777778,68
68.0,0.0,-55.888888888888886,69
69.0,0.0,-44.666666666666664,70
70.0,0.0,-50.22222222222222,71
71.0,0.0,-43.22222222222222,72
72.0,0.0,-49.333333333333336,73
73.0,0.0,-52.77777777777778,74
74.0,0.0,-35.0,75
75.0,0.0,-46.111111111111114,76
76.0,0.0,-47.44444444444444,77
77.0,0.0,-38.888888888888886,78
78.0,0.0,-50.111111111111114,79
79.0,0.0,-40.0,80
80.0,0.0,-41.666666666666664,81
81.0,0.0,-45.22222222222222,82
82.0,0.0,-40.55555555555556,83
83.0,0.0,-38.0,84
84.0,0.0,-35.77777777777778,85
85.0,0.0,-43.333333333333336,86
86.0,0.0,-37.888888888888886,87
87.0,0.0,-39.0,88
