episode,total_done,total_col,step,steps
0.0,0.0,2.7,300.0,1
1.0,0.0,0.5,300.0,2
2.0,0.0,3.2,300.0,3
3.0,0.0,0.4,300.0,4
4.0,0.0,4.3,300.0,5
5.0,0.0,2.7,300.0,6
6.0,0.0,1.1,300.0,7
7.0,0.0,2.7,300.0,8
8.0,0.0,0.5,300.0,9
9.0,0.0,1.0,300.0,10
10.0,0.0,0.6,300.0,11
11.0,0.0,0.6,300.0,12
12.0,0.0,1.8,300.0,13
13.0,0.0,0.4,300.0,14
14.0,0.0,1.3,300.0,15
15.0,0.0,0.1,300.0,16
16.0,0.0,0.6,300.0,17
17.0,0.0,0.3,300.0,18
18.0,0.0,1.5,300.0,19
19.0,0.0,1.6,300.0,20
20.0,0.0,2.1,300.0,21
21.0,0.0,1.2,300.0,22
22.0,0.0,1.0,300.0,23
23.0,0.0,0.1,300.0,24
24.0,0.0,2.2,300.0,25
25.0,0.0,0.7,300.0,26
26.0,0.0,0.1,300.0,27
27.0,0.0,1.5,300.0,28
28.0,0.0,0.3,300.0,29
29.0,0.0,0.6,300.0,30
30.0,0.0,1.1,300.0,31
31.0,0.0,0.9,300.0,32
32.0,0.0,0.3,300.0,33
33.0,0.0,0.9,300.0,34
34.0,0.0,0.9,300.0,35
35.0,0.0,0.3,300.0,36
36.0,0.0,0.4,300.0,37
37.0,0.0,0.9,300.0,38
38.0,0.0,1.3,300.0,39
39.0,0.0,0.5,300.0,40
40.0,0.0,0.0,300.0,41
41.0,0.0,0.3,300.0,42
42.0,0.0,0.2,300.0,43
43.0,0.0,0.1,300.0,44
44.0,0.0,1.2,300.0,45
45.0,0.0,0.4,300.0,46
46.0,0.0,0.7,300.0,47
47.0,0.0,0.5,300.0,48
48.0,0.0,0.6,300.0,49
49.0,0.0,1.1,300.0,50
50.0,0.0,0.0,300.0,51
51.0,0.0,0.0,300.0,52
52.0,0.0,0.1,300.0,53
53.0,0.0,0.0,300.0,54
54.0,0.0,0.2,300.0,55
55.0,0.0,0.9,300.0,56
56.0,0.0,0.2,300.0,57
57.0,0.0,1.6,300.0,58
58.0,0.1,0.6,298.6,59
59.0,0.1,0.9,300.0,60
60.0,0.1,0.9,300.0,61
61.0,0.1,0.3,300.0,62
62.0,0.1,0.2,300.0,63
63.0,0.1,1.0,300.0,64
64.0,0.1,0.5,300.0,65
65.0,0.1,0.9,300.0,66
66.0,0.1,0.3,300.0,67
67.0,0.2,1.1,288.8,68
68.0,0.3,1.0,295.8,69
69.0,0.4,0.7,280.4,70
70.0,0.4,0.6,300.0,71
71.0,0.4,3.6,300.0,72
72.0,0.4,0.3,300.0,73
73.0,0.4,0.5,300.0,74
74.0,0.4,0.1,300.0,75
75.0,0.5,1.2,285.8,76
76.0,0.5,0.5,300.0,77
77.0,0.5,2.0,300.0,78
78.0,0.5,1.0,300.0,79
79.0,0.5,0.1,300.0,80
80.0,0.5,1.3,300.0,81
81.0,0.5,0.2,300.0,82
82.0,0.5,0.0,300.0,83
