episode,total_done,total_col,step,steps
0.0,0.2,3.4,277.7,1
1.0,0.6,1.4,247.4,2
2.0,0.9,1.3,255.0,3
3.0,1.0,1.0,290.2,4
4.0,1.2,4.2,263.4,5
5.0,1.3,1.8,273.8,6
6.0,1.9,2.8,210.0,7
7.0,2.3,2.4,224.9,8
8.0,2.6,4.5,262.7,9
9.0,2.7,4.8,272.7,10
10.0,2.9,3.0,257.5,11
11.0,3.2,3.3,248.4,12
12.0,3.5,5.8,262.5,13
13.0,3.6,3.9,294.6,14
14.0,3.6,2.8,300.0,15
15.0,4.2,3.5,241.0,16
16.0,4.6,3.9,258.7,17
17.0,5.2,2.2,215.3,18
18.0,5.4,4.3,289.9,19
19.0,5.9,6.0,232.7,20
20.0,6.3,2.7,236.4,21
21.0,6.5,1.1,256.3,22
22.0,6.9,2.4,230.4,23
23.0,7.1,4.1,281.4,24
24.0,7.3,6.2,273.8,25
25.0,7.4,3.0,296.5,26
26.0,7.6,2.9,258.9,27
27.0,7.9,5.2,248.3,28
28.0,8.4,4.5,225.0,29
29.0,8.9,2.0,194.3,30
30.0,9.3,2.7,226.8,31
31.0,9.5,3.6,254.5,32
32.0,9.6,2.3,277.5,33
33.0,9.9,1.2,262.3,34
34.0,10.4,3.1,245.1,35
35.0,10.9,3.6,240.4,36
36.0,11.0,3.4,280.0,37
37.0,11.1,3.9,298.8,38
38.0,11.3,2.8,256.7,39
39.0,11.8,4.1,253.1,40
40.0,12.1,3.8,293.4,41
41.0,12.7,3.4,222.1,42
42.0,13.1,4.6,240.2,43
43.0,13.3,3.1,280.0,44
44.0,13.6,2.6,253.0,45
45.0,13.8,2.8,261.3,46
46.0,14.1,5.0,266.4,47
47.0,14.4,2.1,241.0,48
48.0,14.6,2.4,271.0,49
49.0,14.7,3.3,299.2,50
50.0,14.9,3.9,283.1,51
51.0,15.2,2.6,255.0,52
52.0,15.7,2.9,220.6,53
53.0,16.0,2.8,235.7,54
54.0,16.1,5.6,290.0,55
55.0,16.4,2.9,248.6,56
56.0,16.8,2.9,227.6,57
57.0,17.1,2.9,258.2,58
58.0,17.4,4.0,271.1,59
59.0,17.6,2.2,265.2,60
60.0,17.8,6.3,285.0,61
61.0,18.0,4.1,261.5,62
62.0,18.2,2.0,247.0,63
63.0,18.4,2.5,292.8,64
64.0,18.6,2.5,274.5,65
65.0,18.8,3.4,271.4,66
66.0,19.4,1.9,214.7,67
67.0,19.6,2.3,279.6,68
68.0,19.9,3.8,280.1,69
69.0,20.1,4.6,272.6,70
70.0,20.3,2.7,259.9,71
71.0,20.6,4.1,287.4,72
72.0,20.8,1.8,276.3,73
73.0,21.0,3.0,273.9,74
74.0,21.3,3.3,260.5,75
75.0,21.4,3.8,290.5,76
76.0,21.4,2.3,300.0,77
77.0,21.5,2.1,286.4,78
78.0,21.8,2.4,252.8,79
79.0,22.0,3.8,259.2,80
80.0,22.2,3.5,264.8,81
81.0,22.4,4.9,276.9,82
82.0,22.5,5.0,299.4,83
83.0,22.7,3.9,273.4,84
84.0,23.1,4.0,265.3,85
85.0,23.3,3.4,278.3,86
86.0,23.6,2.5,249.8,87
87.0,23.8,4.5,273.9,88
88.0,24.0,3.2,262.8,89
89.0,24.1,4.0,283.6,90
90.0,24.3,4.8,261.4,91
91.0,24.4,4.5,279.2,92
92.0,24.8,5.5,253.4,93
93.0,25.2,2.3,225.6,94
94.0,25.4,3.7,266.4,95
95.0,25.8,5.4,260.6,96
96.0,26.0,4.4,259.5,97
97.0,26.4,2.0,251.6,98
98.0,26.7,3.6,236.4,99
99.0,27.3,5.5,257.7,100
100.0,27.5,2.9,262.5,101
101.0,28.0,3.2,236.3,102
102.0,28.3,2.0,250.4,103
103.0,28.6,5.0,257.7,104
104.0,29.0,4.8,243.3,105
105.0,29.2,2.3,251.1,106
106.0,29.4,3.5,271.8,107
107.0,29.6,3.6,270.7,108
108.0,29.9,3.0,259.6,109
109.0,30.2,2.8,255.3,110
110.0,30.4,5.8,283.6,111
111.0,30.5,3.6,277.3,112
112.0,30.6,5.4,294.2,113
113.0,30.9,3.7,258.5,114
114.0,31.1,2.4,252.6,115
115.0,31.2,2.6,272.1,116
116.0,31.7,5.7,244.2,117
117.0,32.0,3.7,243.2,118
118.0,32.2,3.6,281.1,119
119.0,32.5,2.4,265.1,120
120.0,32.7,3.9,292.3,121
121.0,32.9,3.0,280.8,122
122.0,33.2,1.8,240.9,123
123.0,33.5,3.7,285.3,124
124.0,33.6,1.8,277.4,125
125.0,33.8,3.3,279.0,126
126.0,34.0,4.0,274.8,127
127.0,34.4,4.9,248.3,128
128.0,34.5,4.9,278.4,129
129.0,34.6,6.1,293.4,130
130.0,34.8,4.4,273.1,131
131.0,34.9,4.6,280.6,132
132.0,35.1,2.6,267.7,133
133.0,35.3,4.7,276.6,134
134.0,35.6,4.3,251.2,135
135.0,35.8,3.7,251.1,136
136.0,36.2,4.9,229.7,137
137.0,36.6,2.4,219.3,138
138.0,37.1,3.8,249.7,139
139.0,37.2,3.5,298.9,140
140.0,37.4,2.2,294.4,141
141.0,37.5,3.2,279.5,142
142.0,37.8,1.5,251.6,143
143.0,37.8,1.3,300.0,144
144.0,38.1,3.2,264.3,145
145.0,38.5,3.8,206.4,146
146.0,38.9,2.5,237.9,147
147.0,39.3,4.9,225.0,148
148.0,39.5,1.8,258.4,149
149.0,39.9,3.9,256.8,150
150.0,40.1,5.3,279.6,151
151.0,40.3,3.6,268.4,152
152.0,40.6,3.3,257.3,153
153.0,40.8,2.1,271.1,154
154.0,40.9,3.2,293.0,155
155.0,41.1,3.2,271.7,156
156.0,41.3,3.6,293.9,157
157.0,41.8,2.1,251.3,158
158.0,42.1,6.7,279.9,159
159.0,42.3,2.8,274.1,160
160.0,42.5,3.3,287.0,161
161.0,42.9,3.3,249.0,162
162.0,43.0,4.6,274.4,163
163.0,43.6,4.4,247.5,164
164.0,43.8,3.8,264.5,165
165.0,44.0,2.7,283.3,166
166.0,44.1,4.0,279.7,167
167.0,44.4,3.4,245.2,168
168.0,44.6,3.4,278.3,169
169.0,44.8,2.8,256.3,170
170.0,44.9,2.2,276.0,171
171.0,45.2,3.1,248.0,172
172.0,45.5,4.5,237.7,173
173.0,45.7,3.1,262.8,174
174.0,45.9,1.7,272.8,175
175.0,46.1,6.1,271.2,176
176.0,46.3,4.2,268.9,177
177.0,46.5,2.0,282.6,178
178.0,46.7,4.7,269.1,179
179.0,47.2,5.5,239.2,180
180.0,47.4,3.2,259.7,181
181.0,47.8,2.4,232.1,182
182.0,48.0,4.0,279.1,183
183.0,48.4,2.2,260.5,184
184.0,48.5,1.9,273.0,185
185.0,49.0,1.9,249.8,186
186.0,49.6,4.0,218.4,187
187.0,49.9,3.8,252.9,188
188.0,49.9,3.7,300.0,189
189.0,50.1,5.2,294.9,190
190.0,50.7,2.2,219.9,191
191.0,51.0,5.9,254.2,192
192.0,51.3,4.3,286.2,193
193.0,51.4,1.9,290.4,194
194.0,51.6,6.8,295.6,195
195.0,51.9,3.1,226.3,196
196.0,52.1,2.5,265.3,197
197.0,52.7,2.1,212.4,198
198.0,53.2,3.9,226.5,199
199.0,53.4,1.4,280.7,200
