episode,total_done,total_col,step,steps
0.0,0.1,1.7,277.8,1
1.0,0.4,2.7,257.7,2
2.0,0.6,3.3,266.1,3
3.0,0.8,4.4,295.2,4
4.0,1.1,3.5,275.1,5
5.0,1.4,5.0,274.3,6
6.0,1.4,4.5,300.0,7
7.0,1.5,2.6,283.9,8
8.0,1.7,3.0,280.5,9
9.0,1.7,4.0,300.0,10
10.0,1.9,3.8,267.4,11
11.0,2.1,2.2,278.6,12
12.0,2.3,4.1,267.0,13
13.0,2.4,5.2,298.8,14
14.0,2.6,4.6,275.2,15
15.0,2.9,3.7,288.6,16
16.0,2.9,2.5,300.0,17
17.0,3.3,3.3,266.8,18
18.0,3.4,1.6,291.5,19
19.0,3.5,2.8,287.7,20
20.0,3.7,3.6,280.7,21
21.0,4.0,4.2,259.3,22
22.0,4.1,1.6,300.0,23
23.0,4.4,2.0,286.1,24
24.0,4.5,1.8,288.3,25
25.0,4.8,2.8,270.7,26
26.0,5.0,3.3,288.4,27
27.0,5.2,5.5,290.9,28
28.0,5.4,1.7,287.8,29
29.0,5.5,2.4,284.7,30
30.0,5.8,3.0,265.2,31
31.0,5.9,4.0,292.7,32
32.0,5.9,3.2,300.0,33
33.0,6.1,2.0,277.5,34
34.0,6.5,3.4,274.1,35
35.0,6.7,2.0,275.4,36
36.0,6.8,4.2,287.7,37
37.0,6.9,5.5,280.1,38
38.0,7.2,4.0,277.7,39
39.0,7.4,4.0,286.4,40
40.0,7.5,2.6,300.0,41
41.0,7.8,1.2,275.5,42
42.0,8.2,2.4,256.3,43
43.0,8.6,2.7,269.0,44
44.0,9.0,4.0,277.0,45
45.0,9.3,2.3,265.8,46
46.0,9.4,5.7,286.7,47
47.0,9.4,1.4,300.0,48
48.0,9.5,3.2,298.5,49
49.0,9.8,4.5,278.5,50
50.0,10.1,2.0,258.2,51
51.0,10.2,1.6,295.2,52
52.0,10.4,3.6,290.4,53
53.0,10.4,2.0,300.0,54
54.0,10.8,2.8,251.2,55
55.0,10.8,2.2,300.0,56
56.0,11.0,3.0,279.5,57
57.0,11.3,2.8,286.8,58
58.0,11.5,4.2,288.8,59
59.0,11.7,3.4,290.6,60
60.0,12.2,3.8,239.2,61
61.0,12.2,6.4,300.0,62
62.0,12.5,4.7,296.2,63
63.0,12.8,4.6,283.6,64
64.0,13.1,5.1,269.8,65
65.0,13.2,3.6,292.2,66
66.0,13.5,3.9,277.7,67
67.0,13.6,3.8,291.9,68
68.0,13.7,3.0,291.9,69
69.0,14.2,4.5,247.5,70
70.0,14.2,5.0,300.0,71
71.0,14.2,3.2,300.0,72
72.0,14.2,3.0,300.0,73
73.0,14.2,2.9,300.0,74
74.0,14.3,6.0,299.4,75
75.0,14.5,5.3,275.7,76
76.0,14.7,2.9,280.1,77
77.0,15.2,2.2,249.0,78
78.0,15.4,3.8,275.2,79
79.0,15.5,3.3,295.5,80
80.0,15.8,2.2,254.8,81
81.0,15.9,3.0,290.5,82
82.0,16.1,2.6,264.3,83
83.0,16.1,6.4,300.0,84
84.0,16.1,3.5,300.0,85
85.0,16.4,4.1,268.7,86
86.0,16.5,3.8,291.2,87
87.0,16.6,2.6,284.4,88
88.0,16.8,4.2,279.4,89
89.0,16.8,2.0,300.0,90
90.0,16.9,3.3,282.9,91
91.0,17.1,4.4,283.5,92
92.0,17.1,3.9,300.0,93
93.0,17.3,3.6,288.9,94
94.0,17.5,3.5,266.3,95
95.0,17.7,2.2,281.5,96
96.0,17.9,2.6,275.7,97
97.0,18.3,3.1,274.0,98
98.0,18.4,1.5,289.3,99
99.0,18.4,4.0,300.0,100
100.0,18.5,6.1,285.2,101
101.0,18.6,2.2,299.6,102
102.0,19.0,2.8,248.4,103
103.0,19.0,3.5,300.0,104
104.0,19.3,3.7,268.1,105
105.0,19.5,4.9,276.5,106
106.0,19.7,2.2,264.8,107
107.0,19.8,2.2,285.6,108
108.0,19.8,5.2,300.0,109
109.0,19.9,4.1,292.1,110
110.0,20.1,4.2,280.3,111
111.0,20.3,2.5,287.6,112
112.0,20.7,2.3,252.0,113
113.0,20.9,4.5,290.8,114
114.0,21.1,3.2,278.3,115
115.0,21.3,6.5,296.0,116
116.0,21.6,4.8,292.4,117
117.0,21.6,3.6,300.0,118
118.0,21.8,2.1,287.9,119
119.0,21.8,3.8,300.0,120
120.0,21.8,1.9,300.0,121
121.0,22.1,1.8,247.1,122
122.0,22.1,3.6,300.0,123
123.0,22.4,2.5,289.8,124
124.0,22.7,3.0,270.5,125
125.0,22.8,3.3,292.3,126
126.0,22.9,3.0,289.2,127
127.0,23.0,1.7,286.7,128
128.0,23.0,4.7,300.0,129
129.0,23.0,5.6,300.0,130
130.0,23.0,3.2,300.0,131
131.0,23.3,2.8,252.8,132
132.0,23.3,4.3,300.0,133
133.0,23.3,3.7,300.0,134
134.0,23.3,6.2,300.0,135
135.0,23.4,4.7,283.1,136
136.0,23.6,1.5,282.4,137
137.0,23.6,4.0,300.0,138
138.0,23.7,4.0,294.9,139
139.0,24.0,5.7,267.8,140
140.0,24.0,2.2,300.0,141
141.0,24.2,2.6,281.4,142
142.0,24.3,1.9,298.1,143
143.0,24.4,3.4,299.5,144
144.0,24.4,4.6,300.0,145
145.0,24.5,2.6,284.5,146
146.0,24.8,4.3,277.3,147
147.0,25.0,2.7,272.5,148
148.0,25.3,4.7,262.2,149
149.0,25.5,4.1,293.6,150
150.0,25.7,2.7,287.3,151
151.0,26.0,2.0,265.5,152
152.0,26.2,3.6,285.7,153
153.0,26.3,2.9,293.7,154
154.0,26.3,6.6,300.0,155
155.0,26.7,3.3,257.5,156
156.0,26.8,4.5,298.8,157
157.0,27.0,3.3,270.6,158
158.0,27.1,4.4,295.9,159
159.0,27.2,3.5,292.0,160
160.0,27.2,2.5,300.0,161
161.0,27.2,7.3,300.0,162
162.0,27.3,2.6,283.2,163
163.0,27.4,2.3,295.1,164
164.0,27.4,4.5,300.0,165
165.0,27.6,1.8,264.6,166
166.0,27.9,4.8,254.1,167
167.0,28.0,5.8,293.3,168
168.0,28.0,5.1,300.0,169
169.0,28.1,2.4,298.8,170
170.0,28.3,4.7,272.4,171
171.0,28.4,2.1,292.0,172
172.0,28.6,2.5,280.1,173
173.0,28.8,2.3,275.5,174
174.0,28.8,3.7,300.0,175
175.0,28.9,2.5,298.1,176
176.0,29.1,3.0,283.3,177
177.0,29.2,2.1,290.7,178
178.0,29.3,3.3,292.0,179
179.0,29.5,2.6,285.4,180
180.0,29.6,1.8,281.7,181
181.0,29.9,2.5,286.1,182
182.0,30.2,2.0,272.1,183
183.0,30.3,2.3,289.4,184
184.0,30.4,2.8,287.3,185
185.0,30.7,4.4,290.0,186
186.0,30.7,1.8,300.0,187
187.0,30.7,2.0,300.0,188
188.0,30.9,5.5,273.7,189
189.0,31.3,4.6,282.0,190
190.0,31.4,3.6,291.5,191
191.0,31.6,1.9,274.3,192
192.0,31.7,3.8,274.7,193
193.0,31.8,5.5,292.3,194
194.0,32.0,1.8,286.2,195
195.0,32.2,1.6,274.6,196
196.0,32.4,2.9,277.5,197
197.0,32.6,1.9,288.3,198
198.0,32.9,3.1,282.3,199
199.0,33.0,3.4,290.0,200
