episode,tot_done,reward,steps
0.0,0.0,12.333333333333334,1
1.0,0.0,16.166666666666668,2
2.0,0.0,10.166666666666666,3
3.0,0.0,13.166666666666666,4
4.0,0.0,19.166666666666668,5
5.0,0.0,15.333333333333334,6
6.0,0.0,22.166666666666668,7
7.0,0.0,6.166666666666667,8
8.0,0.0,10.5,9
9.0,0.0,7.333333333333333,10
10.0,0.0,7.833333333333333,11
11.0,0.0,16.833333333333332,12
12.0,0.0,6.0,13
13.0,0.0,10.0,14
14.0,0.0,16.666666666666668,15
15.0,0.0,14.833333333333334,16
16.0,0.0,22.0,17
17.0,0.0,16.166666666666668,18
18.0,0.0,20.333333333333332,19
19.0,0.0,8.333333333333334,20
20.0,0.0,5.666666666666667,21
21.0,0.0,16.833333333333332,22
22.0,0.0,10.5,23
23.0,0.0,13.166666666666666,24
24.0,0.0,14.666666666666666,25
25.0,0.0,11.833333333333334,26
26.0,0.0,16.0,27
27.0,0.0,22.333333333333332,28
28.0,0.0,20.166666666666668,29
29.0,0.0,10.166666666666666,30
30.0,0.0,11.166666666666666,31
31.0,0.0,21.833333333333332,32
32.0,0.0,19.166666666666668,33
33.0,0.0,16.166666666666668,34
34.0,0.0,7.5,35
35.0,0.0,20.833333333333332,36
36.0,0.0,17.166666666666668,37
37.0,0.0,9.833333333333334,38
38.0,0.0,24.5,39
39.0,0.0,12.833333333333334,40
40.0,0.0,26.333333333333332,41
41.0,0.0,26.5,42
42.0,0.0,17.333333333333332,43
43.0,0.0,18.666666666666668,44
44.0,0.0,19.333333333333332,45
45.0,0.0,23.333333333333332,46
46.0,0.0,15.0,47
47.0,0.0,16.0,48
48.0,0.0,14.833333333333334,49
49.0,0.0,11.0,50
50.0,0.0,14.666666666666666,51
51.0,0.0,11.666666666666666,52
52.0,0.0,12.666666666666666,53
53.0,0.0,29.0,54
54.0,0.0,13.5,55
55.0,0.0,13.666666666666666,56
56.0,0.0,19.5,57
57.0,0.0,11.833333333333334,58
58.0,0.0,10.5,59
59.0,0.0,8.5,60
60.0,0.0,7.5,61
61.0,0.0,18.0,62
62.0,0.0,17.833333333333332,63
63.0,0.0,5.5,64
64.0,0.0,13.333333333333334,65
65.0,0.0,17.166666666666668,66
66.0,0.0,20.666666666666668,67
67.0,0.0,9.333333333333334,68
68.0,0.0,18.5,69
69.0,0.0,16.5,70
70.0,0.0,20.0,71
71.0,0.0,17.166666666666668,72
72.0,0.0,20.333333333333332,73
73.0,0.0,15.666666666666666,74
74.0,0.0,16.5,75
75.0,0.0,21.166666666666668,76
76.0,0.0,16.333333333333332,77
77.0,0.0,16.666666666666668,78
78.0,0.0,7.333333333333333,79
79.0,0.0,18.833333333333332,80
80.0,0.0,21.333333333333332,81
81.0,0.0,15.166666666666666,82
82.0,0.0,17.0,83
83.0,0.0,17.333333333333332,84
84.0,0.0,12.666666666666666,85
85.0,0.0,16.666666666666668,86
86.0,0.0,21.666666666666668,87
87.0,0.0,15.5,88
88.0,0.0,24.333333333333332,89
89.0,0.0,13.333333333333334,90
90.0,0.0,16.666666666666668,91
91.0,0.0,19.333333333333332,92
92.0,0.0,12.833333333333334,93
93.0,0.0,23.0,94
94.0,0.0,18.333333333333332,95
95.0,0.0,14.0,96
96.0,0.0,24.666666666666668,97
97.0,0.0,12.666666666666666,98
98.0,0.0,15.833333333333334,99
99.0,0.0,23.166666666666668,100
100.0,0.0,32.0,101
101.0,0.0,16.333333333333332,102
102.0,0.0,17.0,103
103.0,0.0,20.5,104
104.0,0.0,22.833333333333332,105
105.0,0.0,27.666666666666668,106
106.0,0.0,25.0,107
107.0,0.0,15.166666666666666,108
108.0,0.0,30.166666666666668,109
109.0,0.0,19.833333333333332,110
110.0,0.0,19.333333333333332,111
111.0,0.0,17.5,112
112.0,0.0,36.333333333333336,113
113.0,0.0,26.333333333333332,114
114.0,0.0,16.166666666666668,115
115.0,0.0,22.0,116
116.0,0.0,22.666666666666668,117
117.0,0.0,24.333333333333332,118
118.0,0.0,21.166666666666668,119
119.0,0.0,16.833333333333332,120
120.0,0.0,29.666666666666668,121
121.0,0.0,23.166666666666668,122
122.0,0.0,25.333333333333332,123
123.0,0.0,26.666666666666668,124
124.0,0.0,22.166666666666668,125
125.0,0.0,23.833333333333332,126
126.0,0.0,36.166666666666664,127
127.0,0.0,18.5,128
128.0,0.0,28.166666666666668,129
129.0,0.0,25.666666666666668,130
130.0,0.0,22.5,131
131.0,0.0,16.833333333333332,132
132.0,0.0,27.5,133
133.0,0.0,17.666666666666668,134
134.0,0.0,33.5,135
135.0,0.0,21.0,136
136.0,0.0,27.333333333333332,137
137.0,0.0,20.333333333333332,138
138.0,0.0,19.166666666666668,139
139.0,0.0,27.833333333333332,140
140.0,0.0,25.166666666666668,141
141.0,0.0,20.5,142
142.0,0.0,26.166666666666668,143
143.0,0.0,34.666666666666664,144
144.0,0.0,24.5,145
145.0,0.0,19.666666666666668,146
146.0,0.0,25.0,147
147.0,0.0,26.0,148
148.0,0.0,27.5,149
149.0,0.0,20.5,150
150.0,0.0,39.833333333333336,151
151.0,0.0,23.0,152
152.0,0.0,22.666666666666668,153
153.0,0.0,34.166666666666664,154
154.0,0.0,25.833333333333332,155
155.0,0.0,28.333333333333332,156
156.0,0.0,30.333333333333332,157
157.0,0.0,18.833333333333332,158
158.0,0.0,12.0,159
159.0,0.0,21.166666666666668,160
160.0,0.0,19.333333333333332,161
161.0,0.0,29.333333333333332,162
162.0,0.0,27.333333333333332,163
163.0,0.0,19.666666666666668,164
164.0,0.0,29.833333333333332,165
165.0,0.0,31.166666666666668,166
166.0,0.0,20.0,167
167.0,0.0,24.333333333333332,168
168.0,0.0,30.166666666666668,169
169.0,0.0,39.333333333333336,170
170.0,0.0,33.833333333333336,171
171.0,0.0,35.666666666666664,172
172.0,0.0,30.833333333333332,173
173.0,0.0,35.833333333333336,174
174.0,0.0,38.0,175
175.0,0.0,32.5,176
176.0,0.0,35.166666666666664,177
177.0,0.0,36.833333333333336,178
178.0,0.0,14.166666666666666,179
179.0,0.0,29.5,180
180.0,0.0,29.0,181
181.0,0.0,32.833333333333336,182
182.0,0.0,28.333333333333332,183
183.0,0.0,36.0,184
184.0,0.0,37.166666666666664,185
185.0,0.0,25.666666666666668,186
186.0,0.0,37.0,187
187.0,0.0,26.5,188
188.0,0.0,36.833333333333336,189
189.0,0.0,41.0,190
190.0,0.0,31.833333333333332,191
191.0,0.0,33.0,192
192.0,0.0,35.166666666666664,193
193.0,0.0,29.0,194
194.0,0.0,21.333333333333332,195
195.0,0.0,44.333333333333336,196
196.0,0.0,25.166666666666668,197
197.0,0.0,44.0,198
198.0,0.0,28.166666666666668,199
199.0,0.0,41.5,200
200.0,0.0,33.166666666666664,201
201.0,0.0,39.0,202
202.0,0.0,29.166666666666668,203
203.0,0.0,35.333333333333336,204
204.0,0.0,34.833333333333336,205
205.0,0.0,43.833333333333336,206
206.0,0.0,33.5,207
207.0,0.0,25.333333333333332,208
208.0,0.0,32.0,209
209.0,0.0,41.333333333333336,210
210.0,0.0,26.666666666666668,211
211.0,0.0,38.5,212
212.0,0.0,31.166666666666668,213
213.0,0.0,31.166666666666668,214
214.0,0.0,21.166666666666668,215
215.0,0.0,37.5,216
216.0,0.0,37.5,217
217.0,0.0,30.833333333333332,218
218.0,0.0,31.666666666666668,219
219.0,0.0,37.5,220
220.0,0.0,42.166666666666664,221
221.0,0.0,34.666666666666664,222
222.0,0.0,44.5,223
223.0,0.0,38.0,224
224.0,0.0,30.166666666666668,225
225.0,0.0,35.666666666666664,226
226.0,0.0,31.166666666666668,227
227.0,0.0,37.5,228
228.0,0.0,39.333333333333336,229
229.0,0.0,45.333333333333336,230
230.0,0.0,24.0,231
231.0,0.0,34.333333333333336,232
232.0,0.0,31.5,233
233.0,0.0,29.666666666666668,234
234.0,0.0,50.833333333333336,235
235.0,0.0,35.166666666666664,236
236.0,0.0,28.5,237
237.0,0.0,40.666666666666664,238
238.0,0.0,37.5,239
239.0,0.0,24.5,240
240.0,0.0,29.5,241
241.0,0.0,45.333333333333336,242
242.0,0.0,38.833333333333336,243
243.0,0.0,44.333333333333336,244
244.0,0.0,35.666666666666664,245
245.0,0.0,31.666666666666668,246
246.0,0.0,18.666666666666668,247
247.0,0.0,33.5,248
248.0,0.0,24.833333333333332,249
249.0,0.0,28.833333333333332,250
250.0,0.0,30.0,251
251.0,0.0,41.5,252
252.0,0.0,45.166666666666664,253
253.0,0.0,24.166666666666668,254
254.0,0.0,40.0,255
255.0,0.0,31.833333333333332,256
256.0,0.0,41.0,257
257.0,0.0,29.166666666666668,258
258.0,0.0,29.5,259
259.0,0.0,30.0,260
260.0,0.0,21.666666666666668,261
261.0,0.0,47.5,262
262.0,0.0,43.166666666666664,263
263.0,0.0,32.833333333333336,264
264.0,0.0,52.0,265
265.0,0.0,37.166666666666664,266
266.0,0.0,37.333333333333336,267
267.0,0.0,34.333333333333336,268
268.0,0.0,32.166666666666664,269
269.0,0.0,45.833333333333336,270
270.0,0.0,39.166666666666664,271
271.0,0.0,40.0,272
272.0,0.16666666666666666,41.333333333333336,273
273.0,0.16666666666666666,41.833333333333336,274
274.0,0.16666666666666666,29.0,275
275.0,0.16666666666666666,35.333333333333336,276
276.0,0.16666666666666666,40.833333333333336,277
277.0,0.16666666666666666,35.0,278
278.0,0.16666666666666666,33.166666666666664,279
279.0,0.16666666666666666,38.833333333333336,280
280.0,0.16666666666666666,24.333333333333332,281
281.0,0.16666666666666666,50.5,282
282.0,0.16666666666666666,53.166666666666664,283
283.0,0.16666666666666666,43.333333333333336,284
284.0,0.16666666666666666,35.833333333333336,285
285.0,0.16666666666666666,31.333333333333332,286
286.0,0.16666666666666666,35.333333333333336,287
287.0,0.16666666666666666,39.0,288
288.0,0.16666666666666666,54.5,289
289.0,0.16666666666666666,41.666666666666664,290
290.0,0.16666666666666666,47.5,291
291.0,0.16666666666666666,46.666666666666664,292
292.0,0.16666666666666666,31.166666666666668,293
293.0,0.16666666666666666,30.0,294
294.0,0.16666666666666666,42.5,295
295.0,0.16666666666666666,35.666666666666664,296
296.0,0.16666666666666666,36.333333333333336,297
297.0,0.16666666666666666,36.833333333333336,298
298.0,0.16666666666666666,41.333333333333336,299
299.0,0.16666666666666666,43.166666666666664,300
300.0,0.16666666666666666,44.333333333333336,301
301.0,0.16666666666666666,48.5,302
302.0,0.16666666666666666,35.5,303
303.0,0.16666666666666666,49.833333333333336,304
304.0,0.16666666666666666,30.166666666666668,305
305.0,0.16666666666666666,39.666666666666664,306
306.0,0.16666666666666666,43.333333333333336,307
307.0,0.16666666666666666,44.166666666666664,308
308.0,0.16666666666666666,47.166666666666664,309
309.0,0.16666666666666666,42.666666666666664,310
310.0,0.16666666666666666,48.5,311
311.0,0.16666666666666666,32.333333333333336,312
312.0,0.16666666666666666,26.166666666666668,313
313.0,0.16666666666666666,35.333333333333336,314
314.0,0.16666666666666666,36.5,315
315.0,0.16666666666666666,38.5,316
316.0,0.16666666666666666,39.333333333333336,317
