episode,total_done,total_col,step,steps
0.0,0.0,2.4,300.0,1
1.0,0.2,2.3,267.5,2
2.0,0.6,2.9,263.9,3
3.0,0.6,1.8,300.0,4
4.0,0.7,5.8,290.3,5
5.0,0.8,3.2,292.7,6
6.0,0.9,3.7,299.7,7
7.0,1.1,1.1,272.9,8
8.0,1.3,3.1,291.2,9
9.0,1.5,3.2,275.2,10
10.0,1.8,2.7,274.5,11
11.0,1.9,2.3,290.4,12
12.0,2.0,4.3,290.3,13
13.0,2.1,3.5,297.9,14
14.0,2.1,3.4,300.0,15
15.0,2.2,1.7,298.0,16
16.0,2.6,2.6,257.2,17
17.0,2.7,2.5,293.8,18
18.0,2.8,6.1,293.1,19
19.0,2.9,3.3,289.8,20
20.0,3.2,2.1,269.6,21
21.0,3.2,2.8,300.0,22
22.0,3.3,3.6,289.7,23
23.0,3.3,4.2,300.0,24
24.0,3.4,2.3,288.9,25
25.0,3.7,2.1,275.1,26
26.0,3.9,2.7,280.7,27
27.0,4.0,3.5,296.3,28
28.0,4.1,3.0,290.3,29
29.0,4.3,3.8,268.8,30
30.0,4.5,3.9,278.9,31
31.0,4.8,2.9,258.0,32
32.0,4.9,1.7,297.6,33
33.0,5.4,2.6,248.0,34
34.0,5.6,1.8,265.1,35
35.0,6.0,5.2,254.4,36
36.0,6.2,1.9,279.0,37
37.0,6.3,2.5,296.5,38
38.0,6.4,1.9,292.1,39
39.0,6.6,2.4,286.5,40
40.0,6.8,3.4,281.0,41
41.0,6.9,5.4,289.1,42
42.0,7.3,2.6,263.6,43
43.0,7.6,4.4,279.4,44
44.0,7.7,5.3,287.1,45
45.0,7.9,3.3,286.8,46
46.0,8.1,3.2,278.1,47
47.0,8.2,2.7,294.1,48
48.0,8.3,2.1,292.6,49
49.0,8.3,3.1,300.0,50
50.0,8.4,4.2,283.6,51
51.0,8.5,4.2,287.5,52
52.0,8.9,3.1,237.1,53
53.0,9.1,2.4,274.8,54
54.0,9.2,2.2,297.0,55
55.0,9.3,1.4,289.8,56
56.0,9.4,2.5,295.0,57
57.0,9.5,5.7,295.0,58
58.0,9.6,4.8,290.2,59
59.0,9.8,4.1,280.6,60
60.0,9.8,3.0,300.0,61
61.0,10.0,4.6,275.4,62
62.0,10.1,3.4,280.4,63
63.0,10.4,4.3,262.5,64
64.0,10.4,1.5,300.0,65
65.0,10.6,3.6,280.6,66
66.0,10.7,2.5,293.3,67
67.0,10.8,2.5,292.0,68
68.0,11.0,1.1,281.1,69
69.0,11.1,2.3,286.2,70
70.0,11.1,2.9,300.0,71
71.0,11.1,2.9,300.0,72
72.0,11.2,5.2,293.3,73
73.0,11.3,1.8,284.8,74
74.0,11.5,3.2,291.4,75
75.0,11.7,2.7,283.8,76
76.0,11.9,5.1,285.6,77
77.0,12.1,2.3,273.1,78
78.0,12.3,3.4,268.4,79
79.0,12.4,2.7,277.1,80
80.0,12.5,3.7,287.3,81
81.0,12.6,2.8,280.7,82
82.0,12.7,3.9,289.3,83
83.0,13.0,4.6,272.1,84
84.0,13.2,2.7,284.7,85
85.0,13.5,1.4,274.3,86
86.0,13.5,4.2,300.0,87
87.0,13.6,3.5,284.7,88
88.0,13.8,4.1,288.9,89
89.0,14.0,2.2,274.7,90
90.0,14.4,3.1,257.3,91
91.0,14.5,2.8,293.9,92
92.0,14.9,3.5,273.9,93
93.0,14.9,4.1,300.0,94
94.0,15.1,2.4,284.0,95
95.0,15.1,2.9,300.0,96
96.0,15.2,4.0,292.8,97
97.0,15.4,3.2,281.0,98
98.0,15.4,2.8,300.0,99
99.0,15.7,4.7,283.6,100
100.0,16.0,4.0,254.9,101
101.0,16.0,2.0,300.0,102
102.0,16.1,1.9,295.2,103
103.0,16.3,3.0,275.9,104
104.0,16.3,3.4,300.0,105
105.0,16.6,3.4,281.2,106
106.0,16.7,2.4,298.0,107
107.0,17.1,3.0,250.2,108
108.0,17.4,0.8,257.1,109
109.0,17.5,1.4,293.4,110
110.0,17.5,3.6,300.0,111
111.0,17.7,3.6,273.8,112
112.0,17.9,3.6,282.9,113
113.0,18.4,3.8,267.8,114
114.0,18.4,2.4,300.0,115
115.0,18.7,4.5,269.7,116
116.0,18.8,3.4,281.1,117
117.0,18.9,3.3,289.6,118
118.0,19.1,1.7,282.5,119
119.0,19.3,2.0,267.6,120
120.0,19.3,4.0,300.0,121
121.0,19.5,2.5,285.1,122
122.0,19.8,5.7,293.7,123
123.0,19.8,4.6,300.0,124
124.0,19.9,2.4,292.7,125
125.0,19.9,4.2,300.0,126
