episode,total_done,total_col,step
0,1,2,209
1,2,0,95
2,2,9,500
3,3,4,160
4,4,8,203
5,4,5,500
6,4,10,500
7,5,0,48
8,6,0,94
9,6,3,500
10,6,1,500
11,7,0,187
12,7,1,500
13,8,7,441
14,8,11,500
15,9,2,191
16,10,3,162
17,11,3,112
18,12,6,366
19,13,0,417
20,13,0,500
21,13,13,500
22,13,1,500
23,14,2,56
24,15,4,340
25,16,3,93
26,17,5,253
27,18,5,408
28,18,0,500
29,18,2,500
30,18,13,500
31,18,13,500
32,18,2,500
33,18,20,500
34,18,0,500
35,18,7,500
36,19,0,444
37,19,0,500
38,20,5,299
39,21,2,75
40,22,7,309
41,22,1,500
42,23,1,187
43,23,2,500
44,23,6,500
45,24,4,383
46,24,6,500
47,24,7,500
48,24,0,500
49,24,1,500
50,25,1,23
51,26,0,27
52,26,5,500
53,27,9,346
54,28,1,42
55,29,0,160
56,29,0,500
57,30,3,31
58,31,2,42
59,31,7,500
60,32,3,354
61,33,1,18
62,34,2,41
63,35,3,236
64,36,1,440
65,36,1,500
66,36,1,500
67,37,3,490
68,38,0,204
69,38,3,500
70,39,0,42
71,40,0,62
72,40,0,500
73,40,0,500
74,41,6,162
75,41,0,500
76,42,3,424
77,42,0,500
78,42,0,500
79,42,1,500
80,42,0,500
81,42,1,500
82,42,2,500
83,42,0,500
84,42,1,500
85,43,0,31
86,43,2,500
87,44,0,28
88,44,1,500
89,44,0,500
90,44,0,500
91,44,0,500
92,44,0,500
93,44,0,500
94,45,1,317
95,46,1,448
96,46,0,500
97,46,7,500
98,46,3,500
99,47,1,277
100,47,0,500
101,47,9,500
102,47,1,500
103,47,0,500
104,47,4,500
105,47,2,500
106,48,3,281
107,48,0,500
108,49,0,46
109,49,0,500
110,49,6,500
111,49,1,500
112,50,0,487
113,50,1,500
114,50,1,500
115,50,0,500
116,51,0,201
117,51,1,500
118,51,3,500
119,51,0,500
120,52,1,345
121,52,4,500
122,52,1,500
123,53,3,367
124,53,0,500
125,53,5,500
126,54,1,343
127,54,1,500
128,54,0,500
129,55,0,188
130,55,2,500
131,55,0,500
132,55,11,500
133,55,3,500
134,55,10,500
135,56,1,18
136,56,3,500
137,56,1,500
138,57,1,307
139,57,0,500
140,57,0,500
141,58,1,304
142,58,2,500
143,58,4,500
144,58,1,500
145,58,1,500
146,58,0,500
147,59,1,333
148,60,1,215
149,60,0,500
150,60,2,500
151,61,9,27
152,61,0,500
153,61,0,500
154,62,2,112
155,63,1,251
156,64,1,142
157,64,6,500
158,64,8,500
159,65,0,75
160,66,1,39
161,67,0,36
162,68,1,350
163,69,0,141
164,70,0,44
165,71,0,72
166,72,0,304
167,73,1,220
168,74,3,495
169,74,0,500
170,75,1,347
171,76,1,333
172,76,2,500
173,77,0,24
174,78,5,349
175,78,5,500
176,79,1,221
177,80,1,289
178,81,3,250
179,82,1,157
180,83,1,97
181,84,2,384
182,85,0,164
183,85,4,500
184,85,4,500
185,86,3,81
186,87,0,181
187,88,3,419
188,88,1,500
189,89,0,86
190,90,0,123
191,91,2,69
192,92,1,192
193,93,0,38
194,94,0,23
195,95,1,46
196,96,0,62
197,97,0,236
198,98,0,47
199,99,1,291
