episode,total_done,total_col
0,0,0
1,0,13
2,0,1
3,1,6
4,1,0
5,1,2
6,1,12
7,2,2
8,2,0
9,2,0
10,2,8
11,2,1
12,2,20
13,2,3
14,3,0
15,3,10
16,3,3
17,3,1
18,3,3
19,3,4
20,3,1
21,3,17
22,4,0
23,4,0
24,4,2
25,4,7
26,5,0
27,5,6
28,5,15
29,5,9
30,6,0
31,6,5
32,7,0
33,8,0
34,9,0
35,9,0
36,9,0
37,10,3
38,10,2
39,11,4
40,12,1
41,12,0
42,12,1
43,13,0
44,14,0
45,14,2
46,15,5
47,15,1
48,16,0
49,17,0
50,18,4
51,19,5
52,20,6
53,21,7
54,22,0
55,23,6
56,24,0
57,25,16
58,26,4
59,27,4
60,28,0
61,29,3
62,30,0
63,31,7
64,32,1
65,33,0
66,34,4
67,35,7
68,36,0
69,37,1
70,38,0
71,39,2
72,40,4
73,41,4
74,42,2
75,43,8
76,44,4
77,45,7
78,46,3
79,47,0
80,48,5
81,49,2
82,50,7
83,51,0
84,52,0
85,53,0
86,54,0
87,55,0
88,56,0
89,57,0
90,58,0
91,59,3
92,60,1
93,61,0
94,62,0
95,63,0
96,64,0
97,65,0
98,66,0
99,67,1
100,68,1
101,69,4
102,70,4
103,71,0
104,72,0
105,73,0
106,74,0
107,74,5
108,75,0
109,76,1
110,77,0
111,78,1
112,79,0
113,80,0
114,81,3
115,82,0
116,83,1
117,84,0
118,85,0
119,86,0
120,87,0
121,88,0
122,89,0
123,90,3
124,91,0
125,92,0
126,93,0
127,94,0
128,95,4
129,96,0
130,96,4
131,97,0
132,98,4
133,99,0
134,100,0
135,101,2
136,102,0
137,103,0
138,104,0
139,105,0
140,106,0
141,107,0
142,108,0
143,109,0
144,110,0
145,111,0
146,112,0
147,113,1
148,113,0
149,114,0
150,115,1
151,116,0
152,117,0
153,118,0
154,119,3
155,120,0
156,121,0
157,122,0
158,123,0
159,124,0
160,125,0
161,126,0
162,127,0
163,128,2
164,129,0
165,130,0
166,131,0
167,132,0
168,133,0
169,134,0
170,135,0
171,136,5
172,137,0
173,137,0
174,137,0
175,138,0
176,139,0
177,140,0
178,141,0
179,142,0
180,143,0
181,144,0
182,145,0
183,146,0
184,147,0
185,148,0
186,149,0
187,150,0
188,151,2
189,152,0
190,153,0
191,154,0
192,155,0
193,156,0
194,157,0
195,158,0
196,159,0
197,160,0
198,161,0
199,162,0
