episode,total_done,total_col
0,0,2
1,1,4
2,2,1
3,2,4
4,3,7
5,3,1
6,3,4
7,4,5
8,4,6
9,4,25
10,4,7
11,5,3
12,5,1
13,6,9
14,6,0
15,6,17
16,6,2
17,6,4
18,6,1
19,6,15
20,6,0
21,6,3
22,6,1
23,6,3
24,7,1
25,8,1
26,8,6
27,8,1
28,8,7
29,8,2
30,8,7
31,9,2
32,10,5
33,11,2
34,11,1
35,11,2
36,11,2
37,11,2
38,12,4
39,12,6
40,13,3
41,14,9
42,14,0
43,14,2
44,15,6
45,15,3
46,15,1
47,16,5
48,17,2
49,17,9
50,18,2
51,19,2
52,20,1
53,21,1
54,22,7
55,23,0
56,24,0
57,25,0
58,26,0
59,27,1
60,28,1
61,28,1
62,29,2
63,29,2
64,29,0
65,30,0
66,31,3
67,32,0
68,33,1
69,33,2
70,34,3
71,35,0
72,36,2
73,37,0
74,38,0
75,39,0
76,40,0
77,41,2
78,42,5
79,43,3
80,44,2
81,45,0
82,46,2
83,47,1
84,48,3
85,49,0
86,50,1
87,51,0
88,52,0
89,53,0
90,54,1
91,55,0
92,56,0
93,57,0
94,58,8
95,59,0
96,60,0
97,61,0
98,62,5
99,63,2
100,64,0
101,65,0
102,66,0
103,67,2
104,68,1
105,69,0
106,70,6
107,71,1
108,72,5
109,73,0
110,74,0
111,75,0
112,76,0
113,77,0
114,78,0
115,79,0
116,80,0
117,81,0
118,82,0
119,83,1
120,84,0
121,85,1
122,86,0
123,87,1
124,88,0
125,89,0
126,90,0
127,91,0
128,92,0
129,93,11
130,94,0
131,95,0
132,96,0
133,97,0
134,98,0
135,99,0
136,100,0
137,101,1
138,102,0
139,103,0
140,104,0
141,105,1
142,106,0
143,107,0
144,108,0
145,109,1
146,110,0
147,111,0
148,112,0
149,113,1
150,114,0
151,115,0
152,116,1
153,117,0
154,118,0
155,119,0
156,120,0
157,121,0
158,122,0
159,123,0
160,124,0
161,125,0
162,126,0
163,127,0
164,128,3
165,129,1
166,130,1
167,131,0
168,132,0
169,133,0
170,134,0
171,135,0
172,136,0
173,137,0
174,138,0
175,139,0
176,140,0
177,141,0
178,142,0
179,143,0
180,144,0
181,145,0
182,146,0
183,147,0
184,148,0
185,149,0
186,150,2
187,151,0
188,152,0
189,153,0
190,154,0
191,155,0
192,156,0
193,157,0
194,158,0
195,159,0
196,160,0
197,161,0
198,162,0
199,163,0
