episode,total_done,total_col
0,0,0
1,0,0
2,0,5
3,1,3
4,2,0
5,3,0
6,4,3
7,5,2
8,5,2
9,5,8
10,5,8
11,6,3
12,6,9
13,6,4
14,7,2
15,7,14
16,7,1
17,7,3
18,7,13
19,8,5
20,9,0
21,10,1
22,11,7
23,12,1
24,13,0
25,14,0
26,15,0
27,15,14
28,15,3
29,16,0
30,17,6
31,18,7
32,19,4
33,20,2
34,21,0
35,21,4
36,22,4
37,23,12
38,24,1
39,25,4
40,26,3
41,26,4
42,27,3
43,28,3
44,29,14
45,30,0
46,31,1
47,32,0
48,33,7
49,34,0
50,35,0
51,35,0
52,35,1
53,36,0
54,37,0
55,38,1
56,39,0
57,40,0
58,41,0
59,42,0
60,42,5
61,43,0
62,44,5
63,45,0
64,46,3
65,46,5
66,47,3
67,48,0
68,49,3
69,50,0
70,51,5
71,52,0
72,53,4
73,54,0
74,55,0
75,56,0
76,57,0
77,58,0
78,59,0
79,60,0
80,61,1
81,61,0
82,62,0
83,63,0
84,64,0
85,65,0
86,65,1
87,66,0
88,67,0
89,67,1
90,68,0
91,69,0
92,70,2
93,71,0
94,72,0
95,73,0
96,74,1
97,74,1
98,75,0
99,76,4
100,77,0
101,78,0
102,79,10
103,80,0
104,81,0
105,82,1
106,83,26
107,84,0
108,85,3
109,86,2
110,87,1
111,88,0
112,89,0
113,90,0
114,91,3
115,92,1
116,93,1
117,94,0
118,95,0
119,96,2
120,97,0
121,98,0
122,99,2
123,99,0
124,100,0
125,100,0
126,101,0
127,102,0
128,103,0
129,104,0
130,105,0
131,106,0
132,107,0
133,107,0
134,107,0
135,108,0
136,109,0
137,110,0
138,111,0
139,112,0
140,113,0
141,114,0
142,115,0
143,116,0
144,117,0
145,118,0
146,119,0
147,120,0
148,121,0
149,122,0
150,123,0
151,124,2
152,125,0
153,126,0
154,127,0
155,128,0
156,129,0
157,130,0
158,131,1
159,132,0
160,133,0
161,134,0
162,135,0
163,136,0
164,137,0
165,138,0
166,139,0
167,140,0
168,141,0
169,142,0
170,143,0
171,144,0
172,145,0
173,146,0
174,147,0
175,148,0
176,149,0
177,150,0
178,151,4
179,152,0
180,153,0
181,154,0
182,155,0
183,156,0
184,157,0
185,158,1
186,159,0
187,160,0
188,161,0
189,162,0
190,163,0
191,164,0
192,165,0
193,166,0
194,167,0
195,168,0
196,169,0
197,170,0
198,171,0
199,172,0
