episode,total_done,total_col,step
0,1,0,138
1,2,7,68
2,2,11,500
3,3,0,303
4,3,1,500
5,4,1,52
6,4,1,500
7,4,1,500
8,4,0,500
9,4,5,500
10,5,8,230
11,5,1,500
12,6,3,65
13,6,0,500
14,6,14,500
15,6,2,500
16,7,2,224
17,7,12,500
18,8,3,316
19,9,4,64
20,10,0,429
21,11,16,286
22,11,0,500
23,12,1,316
24,13,3,472
25,14,10,350
26,15,2,19
27,16,10,220
28,17,1,112
29,17,0,500
30,17,2,500
31,18,5,114
32,18,0,500
33,19,10,285
34,20,0,73
35,20,5,500
36,21,7,129
37,21,1,500
38,22,14,235
39,23,0,87
40,24,1,148
41,24,0,500
42,25,4,418
43,25,4,500
44,26,2,48
45,26,1,500
46,27,0,365
47,28,0,57
48,29,0,42
49,29,0,500
50,29,3,500
51,29,2,500
52,30,1,107
53,30,11,500
54,30,1,500
55,31,4,80
56,32,2,328
57,33,3,478
58,33,4,500
59,34,8,301
60,35,0,495
61,36,1,53
62,37,2,123
63,38,1,188
64,39,3,293
65,40,3,206
66,41,1,98
67,42,0,375
68,43,3,220
69,44,1,68
70,45,0,64
71,46,2,41
72,47,4,82
73,48,6,84
74,48,18,500
75,49,1,77
76,50,1,39
77,51,0,66
78,52,3,173
79,53,2,48
80,54,1,149
81,55,2,80
82,56,0,34
83,56,8,500
84,56,1,500
85,57,1,105
86,58,1,79
87,59,2,61
88,60,0,31
89,61,3,47
90,62,1,57
91,63,1,29
92,63,3,500
93,64,0,14
94,65,6,49
95,66,1,23
96,67,1,35
97,68,1,34
98,69,1,25
99,70,15,370
100,71,1,17
101,72,1,100
102,73,0,363
103,74,2,41
104,75,0,27
105,76,1,49
106,76,7,500
107,76,4,500
108,77,0,14
109,78,3,175
110,78,1,500
111,79,5,21
112,80,1,50
113,81,0,87
114,82,0,18
115,83,1,119
116,84,3,33
117,85,0,276
118,85,1,500
119,86,2,28
120,86,0,500
121,87,1,36
122,88,0,20
123,89,1,31
124,90,1,26
125,90,16,500
126,91,0,282
127,92,4,62
128,93,0,28
129,93,0,500
130,94,0,14
131,95,1,469
132,96,0,15
133,96,1,500
134,96,1,500
135,97,0,12
136,98,1,190
137,99,0,67
138,99,2,500
139,99,0,500
140,100,0,300
141,101,1,90
142,102,0,99
143,102,0,500
144,103,1,25
145,103,1,500
146,103,1,500
147,103,4,500
148,104,10,40
149,105,1,81
150,106,0,56
151,107,0,11
152,108,1,33
153,108,1,500
154,108,0,500
155,108,0,500
156,108,0,500
157,108,1,500
158,108,3,500
159,109,0,329
160,110,1,47
161,111,0,324
162,112,0,25
163,113,2,17
164,113,0,500
165,114,0,63
166,114,5,500
167,115,2,311
168,116,0,115
169,116,0,500
170,116,0,500
171,116,1,500
172,116,4,500
173,116,0,500
174,116,4,500
175,117,3,28
176,118,1,129
177,118,1,500
178,119,1,365
179,119,3,500
180,119,1,500
181,120,2,12
182,121,0,38
183,121,1,500
184,122,2,257
185,123,0,439
186,123,2,500
187,124,0,21
188,125,0,24
189,126,1,34
190,127,1,286
191,127,0,500
192,127,0,500
193,128,0,27
194,129,0,179
195,129,0,500
196,130,0,212
197,130,1,500
198,131,0,38
199,131,0,500
