episode,total_done,total_col,step
0,0,1,500
1,1,4,286
2,2,2,390
3,3,3,55
4,4,2,321
5,4,0,500
6,4,2,500
7,4,6,500
8,5,5,440
9,5,4,500
10,5,6,500
11,5,2,500
12,6,2,241
13,6,0,500
14,7,2,109
15,8,2,191
16,9,2,90
17,10,1,27
18,10,2,500
19,11,2,223
20,11,1,500
21,11,1,500
22,11,1,500
23,12,0,55
24,13,0,80
25,14,1,118
26,15,0,16
27,16,6,73
28,16,4,500
29,17,9,101
30,18,1,65
31,18,9,500
32,19,7,302
33,19,1,500
34,20,11,185
35,21,2,148
36,21,0,500
37,21,7,500
38,22,3,29
39,23,0,162
40,23,2,500
41,24,4,354
42,24,0,500
43,25,2,268
44,25,0,500
45,25,8,500
46,26,6,75
47,27,0,326
48,28,0,409
49,28,1,500
50,28,2,500
51,28,3,500
52,28,10,500
53,28,0,500
54,29,1,104
55,30,8,312
56,31,0,447
57,32,10,259
58,32,21,500
59,33,1,64
60,34,11,158
61,35,3,67
62,36,4,197
63,37,5,121
64,38,0,201
65,39,2,101
66,40,0,43
67,41,0,174
68,42,6,83
69,42,9,500
70,43,1,72
71,44,0,37
72,45,3,64
73,46,2,25
74,47,2,80
75,48,0,50
76,49,2,81
77,49,20,500
78,49,4,500
79,50,2,54
80,51,0,106
81,52,2,117
82,52,11,500
83,52,9,500
84,52,9,500
85,53,2,104
86,54,3,32
87,55,6,77
88,55,10,500
89,56,3,219
90,57,7,124
91,58,0,77
92,59,2,88
93,60,4,257
94,61,0,108
95,62,2,118
96,62,4,500
97,63,2,66
98,64,5,79
99,65,2,108
100,66,9,495
101,67,0,14
102,68,1,16
103,69,1,273
104,70,1,27
105,71,1,115
106,72,8,401
107,73,1,74
108,74,0,31
109,75,1,37
110,76,0,91
111,77,8,120
112,78,2,146
113,79,3,53
114,80,1,56
115,81,1,31
116,82,9,151
117,83,5,98
118,84,5,140
119,85,1,106
120,86,0,32
121,87,4,106
122,88,7,294
123,89,1,59
124,90,6,46
125,91,1,63
126,92,2,36
127,93,0,347
128,94,1,51
129,94,2,500
130,94,1,500
131,95,4,28
132,96,1,83
133,97,1,296
134,98,2,494
135,99,3,379
136,100,1,22
137,101,0,44
138,102,0,84
139,102,1,500
140,103,0,394
141,104,0,28
142,105,0,272
143,106,0,400
144,107,0,146
145,108,1,185
146,109,1,15
147,110,0,53
148,110,0,500
149,111,0,33
150,112,1,38
151,112,1,500
152,113,2,66
153,114,0,32
154,114,2,500
155,115,1,33
156,116,0,10
157,117,3,38
158,118,1,33
159,119,1,403
160,120,0,453
161,121,0,178
162,122,0,275
163,123,4,298
164,124,0,34
165,124,0,500
166,125,0,418
167,126,0,12
168,127,1,42
169,128,0,444
170,129,4,137
171,130,1,83
172,131,0,42
173,132,0,198
174,132,0,500
175,132,0,500
176,133,1,129
177,134,0,154
178,135,1,96
179,136,0,73
180,137,1,474
181,138,0,33
182,138,0,500
183,138,0,500
184,138,0,500
185,138,0,500
186,138,1,500
187,138,0,500
188,139,0,215
189,139,1,500
190,140,0,26
191,140,7,500
192,140,1,500
193,141,2,24
194,142,3,13
195,142,0,500
196,143,0,364
197,144,0,6
198,145,0,403
199,145,0,500
