Agent 0,Agent 1,avg,min,max,steps,trend
200.4,99.6,150.0,99.6,200.4,59,252.45896839370403
200.1,150.6,175.35,150.6,200.1,60,253.36651015031254
215.8,79.5,147.65,79.5,215.8,61,254.23968731400115
360.7,154.9,257.8,154.9,360.7,62,255.0789303496918
202.1,204.1,203.1,202.1,204.1,63,255.88466779564186
297.0,161.2,229.1,161.2,297.0,64,256.6573262634447
266.6,223.2,244.9,223.2,266.6,65,257.39733043802914
215.1,214.7,214.9,214.7,215.1,66,258.1051030776599
279.5,238.6,259.05,238.6,279.5,67,258.7810650139372
293.8,258.3,276.05,258.3,293.8,68,259.42563515179734
288.1,236.0,262.05,236.0,288.1,69,260.0392304695119
290.9,241.3,266.1,241.3,290.9,70,260.6222660186884
288.8,240.1,264.45,240.1,288.8,71,261.17515492427003
283.7,340.8,312.25,283.7,340.8,72,261.6983083845357
412.4,327.9,370.15,327.9,412.4,73,262.19213567110006
301.7,270.2,285.95,270.2,301.7,74,262.6570441289134
333.5,231.7,282.6,231.7,333.5,75,263.09343917626177
157.5,196.8,177.15,157.5,196.8,76,263.50172430476687
257.5,186.6,222.05,186.6,257.5,77,263.88230107938614
299.5,283.7,291.6,283.7,299.5,78,264.2355691384128
304.7,317.7,311.2,304.7,317.7,79,264.5619261934757
330.5,345.8,338.15,330.5,345.8,80,264.8617680295394
276.4,359.7,318.04999999999995,276.4,359.7,81,265.1354885049042
297.0,247.8,272.4,247.8,297.0,82,265.38347955120605
295.3,344.5,319.9,295.3,344.5,83,265.60613117341677
249.6,179.8,214.7,179.8,249.6,84,265.8038314498437
282.3,394.8,338.55,282.3,394.8,85,265.97696653212995
182.2,157.1,169.64999999999998,157.1,182.2,86,266.1259206452544
443.9,391.6,417.75,391.6,443.9,87,266.2510760875316
298.5,249.1,273.8,249.1,298.5,88,266.3528132306118
241.1,191.6,216.35,191.6,241.1,89,266.4315105194809
238.3,241.9,240.1,238.3,241.9,90,266.4875444724607
305.0,254.4,279.7,254.4,305.0,91,266.5212896812085
267.0,350.8,308.9,267.0,350.8,92,266.5331188107174
247.7,298.8,273.25,247.7,298.8,93,266.5234025993162
291.8,241.4,266.6,241.4,291.8,94,266.4925098586695
299.4,380.2,339.79999999999995,299.4,380.2,95,266.44080747377745
258.6,179.1,218.85,179.1,258.6,96,266.36866040297593
310.5,349.1,329.8,310.5,349.1,97,266.2764316779367
300.3,202.9,251.6,202.9,300.3,98,266.1644824036671
179.7,276.6,228.15,179.7,276.6,99,266.0331717585101
197.7,198.3,198.0,197.7,198.3,100,265.88285699414456
249.1,288.9,269.0,249.1,288.9,101,265.7138934355849
139.6,203.9,171.75,139.6,203.9,102,265.52663448118136
321.9,326.8,324.35,321.9,326.8,103,265.32143160261984
276.8,227.1,251.95,227.1,276.8,104,265.09863434492195
50.7,102.9,76.80000000000001,50.7,102.9,105,264.858590326445
172.5,194.6,183.55,172.5,194.6,106,264.60164523888204
234.4,266.0,250.2,234.4,266.0,107,264.32814284726174
383.7,367.7,375.7,367.7,383.7,108,264.0384249899487
263.3,196.7,230.0,196.7,263.3,109,263.7328315786429
232.8,223.3,228.05,223.3,232.8,110,263.4117005983803
179.4,279.9,229.65,179.4,279.9,111,263.0753681075325
270.6,221.1,245.85,221.1,270.6,112,262.7241682378068
338.4,238.8,288.6,238.8,338.4,113,262.3584331942461
325.6,278.5,302.05,278.5,325.6,114,261.97849325522924
352.8,156.5,254.65,156.5,352.8,115,261.5846767724706
300.2,298.5,299.35,298.5,300.2,116,261.17731017102017
353.1,354.5,353.8,353.1,354.5,117,260.756717949264
327.6,180.1,253.85,180.1,327.6,118,260.3232226789235
338.9,196.2,267.54999999999995,196.2,338.9,119,259.87714500505604
283.0,191.2,237.1,191.2,283.0,120,259.4188036460544
355.0,343.2,349.1,343.2,355.0,121,258.9485153936475
341.7,240.4,291.05,240.4,341.7,122,258.4665951128995
425.9,435.4,430.65,425.9,435.4,123,257.97335574221063
346.5,348.0,347.25,346.5,348.0,124,257.46910829331665
342.5,342.5,342.5,342.5,342.5,125,256.9541618512891
218.3,199.1,208.7,199.1,218.3,126,256.42882357453516
291.1,302.4,296.75,291.1,302.4,127,255.8933986947979
374.6,341.4,358.0,341.4,374.6,128,255.34819051715579
243.5,297.2,270.35,243.5,297.2,129,254.79350042002326
285.8,380.3,333.05,285.8,380.3,130,254.22962785515043
354.9,349.4,352.15,349.4,354.9,131,253.65687034762294
349.2,374.2,361.7,349.2,374.2,132,253.07552349586243
296.4,346.8,321.6,296.4,346.8,133,252.485880971626
303.0,249.2,276.1,249.2,303.0,134,251.88823452000653
276.3,226.3,251.3,226.3,276.3,135,251.28287395943272
295.8,302.3,299.05,295.8,302.3,136,250.67008718166883
249.0,252.1,250.55,249.0,252.1,137,250.0501601518149
199.1,199.6,199.35,199.1,199.6,138,249.4233769083067
99.8,266.7,183.25,99.8,266.7,139,248.79001956291563
259.6,268.7,264.15,259.6,268.7,140,248.15036830074894
230.8,262.6,246.7,230.8,262.6,141,247.50470138024943
157.1,149.7,153.39999999999998,149.7,157.1,142,246.85329513319567
179.8,198.2,189.0,179.8,198.2,143,246.19642396470203
200.5,247.9,224.2,200.5,247.9,144,245.5343603532184
149.3,149.8,149.55,149.3,149.8,145,244.8673748505306
145.4,234.8,190.1,145.4,234.8,146,244.19573608175997
150.9,155.4,153.15,150.9,155.4,147,243.51971074536368
295.2,247.2,271.2,247.2,295.2,148,242.83956361313457
204.0,246.2,225.1,204.0,246.2,149,242.15555753020118
281.1,224.0,252.55,224.0,281.1,150,241.46795341502775
293.9,198.9,246.4,198.9,293.9,151,240.77701025941425
286.7,149.4,218.05,149.4,286.7,152,240.08298512849643
323.1,226.3,274.70000000000005,226.3,323.1,153,239.38613316074557
433.4,340.7,387.0499999999999,340.7,433.4,154,238.68670756796885
367.7,293.4,330.54999999999995,293.4,367.7,155,237.98495963530905
346.6,244.9,295.75,244.9,346.6,156,237.28113872124467
226.6,149.0,187.8,149.0,226.6,157,236.57549225758993
271.7,226.3,249.0,226.3,271.7,158,235.86826574949484
311.3,263.8,287.55,263.8,311.3,159,235.15970277544494
296.7,199.5,248.1,199.5,296.7,160,234.45004498726166
248.8,270.7,259.75,248.8,270.7,161,233.73953211010206
348.5,301.5,325.0,301.5,348.5,162,233.02840194245888
292.5,181.1,236.8,181.1,292.5,163,232.31689035616066
315.4,296.3,305.85,296.3,315.4,164,231.60523129637153
364.1,282.3,323.20000000000005,282.3,364.1,165,230.89365678159143
393.4,196.8,295.1,196.8,393.4,166,230.18239690365596
331.7,200.2,265.95,200.2,331.7,167,229.4716798277365
217.1,132.7,174.89999999999998,132.7,217.1,168,228.76173179234
248.8,188.6,218.7,188.6,248.8,169,228.05277710930923
238.2,149.6,193.9,149.6,238.2,170,227.34503816382266
382.4,191.6,287.0,191.6,382.4,171,226.63873541439443
297.0,135.0,216.0,135.0,297.0,172,225.93408739287446
388.8,241.7,315.25,241.7,388.8,173,225.2313107044483
250.4,71.3,160.85,71.3,250.4,174,224.53062002763724
323.2,177.8,250.5,177.8,323.2,175,223.8322281142983
286.9,238.2,262.54999999999995,238.2,286.9,176,223.13634578962413
345.4,247.5,296.45,247.5,345.4,177,222.44318195214322
371.2,225.3,298.25,225.3,371.2,178,221.75294357371968
200.4,54.3,127.35,54.3,200.4,179,221.06583569955333
316.7,246.9,281.8,246.9,316.7,180,220.38206144817977
276.8,190.0,233.4,190.0,276.8,181,219.7018220114702
241.1,185.1,213.1,185.1,241.1,182,219.0253166546316
371.9,202.4,287.15,202.4,371.9,183,218.3527427162067
300.8,147.5,224.15,147.5,300.8,184,217.68429560807385
234.9,176.3,205.6,176.3,234.9,185,217.02016881544716
239.7,241.7,240.7,239.7,241.7,186,216.3605538968764
298.9,347.7,323.29999999999995,298.9,347.7,187,215.70564048424717
202.3,174.2,188.25,174.2,202.3,188,215.0556162827806
262.9,272.5,267.7,262.9,272.5,189,214.41066707103369
298.7,282.7,290.7,282.7,298.7,190,213.77097670089907
249.9,222.3,236.1,222.3,249.9,191,213.13672709760513
284.9,200.6,242.75,200.6,284.9,192,212.50809825971587
242.7,144.0,193.35,144.0,242.7,193,211.88526825913112
257.4,150.0,203.7,150.0,257.4,194,211.26841324108634
301.2,104.0,202.6,104.0,301.2,195,210.65770742415273
318.1,222.2,270.15,222.2,318.1,196,210.0533231002372
296.8,105.5,201.15,105.5,296.8,197,209.4554306345824
235.7,124.0,179.85,124.0,235.7,198,208.86419846576658
202.8,111.1,156.95,111.1,202.8,199,208.27979310570382
296.9,206.0,251.45,206.0,296.9,200,207.70237913964388
346.6,261.4,304.0,261.4,346.6,201,207.1321192261722
204.2,70.6,137.39999999999998,70.6,204.2,202,206.5691740972099
355.0,206.3,280.65,206.3,355.0,203,206.0137025580139
364.6,254.3,309.45000000000005,254.3,364.6,204,205.46586148717677
394.8,247.4,321.1,247.4,394.8,205,204.92580583662684
298.7,297.5,298.1,297.5,298.7,206,204.39368863162804
299.3,286.9,293.1,286.9,299.3,207,203.86966097078016
208.2,129.6,168.89999999999998,129.6,208.2,208,203.35387202601854
310.2,99.9,205.05,99.9,310.2,209,202.8464690426144
198.4,222.3,210.35,198.4,222.3,210,202.34759733917448
280.9,120.9,200.9,120.9,280.9,211,201.85740030764143
177.5,211.6,194.55,177.5,211.6,212,201.37601941329345
149.9,150.4,150.15,149.9,150.4,213,200.90359419474456
49.3,165.8,107.55,49.3,165.8,214,200.44026226394436
243.3,197.9,220.6,197.9,243.3,215,199.9861593061783
99.2,99.9,99.55,99.2,99.9,216,199.5414190800675
149.2,116.6,132.89999999999998,116.6,149.2,217,199.10617341756873
92.2,149.1,120.65,92.2,149.1,218,198.6805522239745
174.0,243.2,208.6,174.0,243.2,219,198.26468347791305
199.7,89.6,144.64999999999998,89.6,199.7,220,197.85869323134835
123.8,121.9,122.85,121.9,123.8,221,197.46270560958
254.1,62.4,158.25,62.4,254.1,222,197.0768428112434
149.7,49.9,99.8,49.9,149.7,223,196.7012251083096
130.4,132.7,131.55,130.4,132.7,224,196.33597084608536
50.3,52.7,51.5,50.3,52.7,225,195.98119644321318
119.6,205.1,162.35,119.6,205.1,226,195.63701639167127
209.4,214.4,211.9,209.4,214.4,227,195.30354325677354
259.6,126.9,193.25,126.9,259.6,228,194.98088767716956
277.0,184.3,230.65,184.3,277.0,229,194.6691583648447
172.7,220.1,196.4,172.7,220.1,230,194.36846210512
90.9,153.3,122.1,90.9,153.3,231,194.07890375665215
212.9,151.3,182.1,151.3,212.9,232,193.80058625143369
199.8,180.5,190.15,180.5,199.8,233,193.53361059479272
117.2,206.7,161.95,117.2,206.7,234,193.27807586539313
130.8,232.9,181.85,130.8,232.9,235,193.0340792152345
100.2,298.9,199.55,100.2,298.9,236,192.80171586965216
111.3,243.6,177.45,111.3,243.6,237,192.58107912731705
76.5,221.1,148.8,76.5,221.1,238,192.37226036023594
146.4,138.5,142.45,138.5,146.4,239,192.1753490137512
244.3,252.3,248.3,244.3,252.3,240,191.99043260654105
254.8,182.0,218.4,182.0,254.8,241,191.81759673061921
248.0,197.2,222.6,197.2,248.0,242,191.65692505133535
244.5,245.0,244.75,244.5,245.0,243,191.50849930737468
243.0,292.4,267.7,243.0,292.4,244,191.37239931075814
297.1,246.7,271.9,246.7,297.1,245,191.24870294684246
266.4,149.8,208.1,149.8,266.4,246,191.13748617432
182.8,288.9,235.85,182.8,288.9,247,191.0388230252189
277.3,135.1,206.2,135.1,277.3,248,190.95278560490294
298.5,167.9,233.2,167.9,298.5,249,190.87944409207162
168.6,167.6,168.1,167.6,168.6,250,190.81886673876022
200.0,97.4,148.7,97.4,200.0,251,190.77111987033965
158.1,97.8,127.95,97.8,158.1,252,190.73626788551655
229.2,75.8,152.5,75.8,229.2,253,190.71437325633332
243.0,199.8,221.4,199.8,243.0,254,190.70549652816797
224.7,258.4,241.55,224.7,258.4,255,190.70969631973435
197.8,99.7,148.75,99.7,197.8,256,190.72702932308187
137.2,157.1,147.14999999999998,137.2,157.1,257,190.7575503035958
152.3,199.9,176.10000000000002,152.3,199.9,258,190.80131209999698
184.4,178.2,181.3,178.2,184.4,259,190.85836562434207
63.4,66.3,64.85,63.4,66.3,260,190.92875986202338
247.7,145.7,196.7,145.7,247.7,261,191.01254187176897
231.2,141.1,186.15,141.1,231.2,262,191.10975678564256
138.5,190.8,164.65,138.5,190.8,263,191.2204478090436
99.7,197.6,148.65,99.7,197.6,264,191.34465622070732
229.7,349.2,289.45,229.7,349.2,265,191.48242137270452
135.2,130.5,132.85,130.5,135.2,266,191.6337806904418
156.7,182.0,169.35,156.7,182.0,267,191.79876967266148
97.8,296.3,197.05,97.8,296.3,268,191.97742189144157
151.2,0.1,75.64999999999999,0.1,151.2,269,192.16976899219574
204.9,196.7,200.8,196.7,204.9,270,192.37584069367344
326.4,250.0,288.2,250.0,326.4,271,192.59566478795983
247.3,236.6,241.95,236.6,247.3,272,192.82926714047568
175.8,227.8,201.8,175.8,227.8,273,193.07667168997764
190.6,246.3,218.45,190.6,246.3,274,193.33790044855792
271.1,349.1,310.1,271.1,349.1,275,193.61297350164446
160.7,49.9,105.3,49.9,160.7,276,193.90190900800098
197.6,255.1,226.35,197.6,255.1,277,194.2047231997269
203.3,99.8,151.55,99.8,203.3,278,194.5214303822573
204.6,159.2,181.9,159.2,204.6,279,194.85204293436297
154.2,140.1,147.14999999999998,140.1,154.2,280,195.19657130815045
305.2,199.7,252.45,199.7,305.2,281,195.55502402906194
188.7,153.3,171.0,153.3,188.7,282,195.92740769587542
52.0,149.1,100.55,52.0,149.1,283,196.31372698070453
100.0,146.2,123.1,100.0,146.2,284,196.71398462899862
246.8,185.7,216.25,185.7,246.8,285,197.12818145954276
247.8,353.5,300.65,247.8,353.5,286,197.55631636445776
118.9,151.7,135.3,118.9,151.7,287,197.99838630920007
148.6,190.7,169.64999999999998,148.6,190.7,288,198.4543863325619
301.1,292.5,296.8,292.5,301.1,289,198.92430954667117
100.0,163.4,131.7,100.0,163.4,290,199.40814713699146
100.8,160.6,130.7,100.8,160.6,291,199.90588836232217
158.7,217.2,187.95,158.7,217.2,292,200.41752055479827
267.4,203.9,235.65,203.9,267.4,293,200.94302911989055
107.1,137.9,122.5,107.1,137.9,294,201.48239753640541
31.6,127.3,79.45,31.6,127.3,295,202.0356073564851
144.7,236.0,190.35,144.7,236.0,296,202.60263820560743
49.9,140.2,95.05,49.9,140.2,297,203.18346778258604
243.8,245.2,244.5,243.8,245.2,298,203.77807185957016
179.8,121.7,150.75,121.7,179.8,299,204.38642428204483
268.5,196.9,232.7,196.9,268.5,300,205.0084969688308
240.7,156.2,198.45,156.2,240.7,301,205.64425991208444
243.5,237.4,240.45,237.4,243.5,302,206.2936811772979
225.2,222.2,223.7,222.2,225.2,303,206.95672690329903
180.0,165.2,172.6,165.2,180.0,304,207.6333613022514
155.5,144.6,150.05,144.6,155.5,305,208.32354665965426
347.4,346.8,347.1,346.8,347.4,306,209.02724333434256
198.9,149.8,174.35000000000002,149.8,198.9,307,209.744409758487
246.3,249.4,247.85,246.3,249.4,308,210.475002437594
326.3,253.5,289.9,253.5,326.3,309,211.21897595050564
294.0,345.7,319.85,294.0,345.7,310,211.97628294939972
196.4,230.1,213.25,196.4,230.1,311,212.7468741597898
207.2,218.1,212.65,207.2,218.1,312,213.53069838052502
256.6,348.6,302.6,256.6,348.6,313,214.32770248379046
362.2,296.7,329.45,296.7,362.2,314,215.1378314151067
151.0,159.0,155.0,151.0,159.0,315,215.96102819333007
199.2,219.8,209.5,199.2,219.8,316,216.79723391065264
142.9,142.9,142.9,142.9,142.9,317,217.64638773260228
235.5,136.3,185.9,136.3,235.5,318,218.50842689804242
196.1,246.1,221.1,196.1,246.1,319,219.38328671917225
201.4,237.9,219.65,201.4,237.9,320,220.2709005815267
149.5,149.0,149.25,149.0,149.5,321,221.17119994397632
197.3,199.6,198.45,197.3,199.6,322,222.08411433872755
397.7,366.9,382.2999999999999,366.9,397.7,323,223.00957137132238
149.3,249.0,199.15,149.3,249.0,324,223.94749672063858
159.1,172.6,165.85,159.1,172.6,325,224.8978141388895
259.3,198.6,228.95,198.6,259.3,326,225.86044545162446
244.9,208.8,226.85,208.8,244.9,327,226.83531055772826
248.6,226.2,237.4,226.2,248.6,328,227.8223274294215
203.4,195.6,199.5,195.6,203.4,329,228.82141211226042
174.4,200.8,187.6,174.4,200.8,330,229.83247872513715
200.7,173.3,187.0,173.3,200.7,331,230.8554394602793
375.4,270.5,322.95,270.5,375.4,332,231.89020458325038
200.1,124.1,162.1,124.1,200.1,333,232.93668243294945
100.0,224.2,162.1,100.0,224.2,334,233.99477942161133
201.1,175.8,188.45,175.8,201.1,335,235.06440003480668
192.8,267.2,230.0,192.8,267.2,336,236.14544683144175
149.6,176.7,163.14999999999998,149.6,176.7,337,237.23782044375844
205.8,225.2,215.5,205.8,225.2,338,238.34141957733442
187.3,124.8,156.05,124.8,187.3,339,239.45614101108322
101.6,125.0,113.3,101.6,125.0,340,240.58187959725385
295.1,298.7,296.9,295.1,298.7,341,241.71852826143112
268.5,227.2,247.85,227.2,268.5,342,242.86597800253557
242.6,227.2,234.9,227.2,242.6,343,244.02411789282337
201.5,176.9,189.2,176.9,201.5,344,245.19283507788657
293.2,270.3,281.75,270.3,293.2,345,246.3720147766528
130.5,141.8,136.15,130.5,141.8,346,247.5615402813854
241.1,233.9,237.5,233.9,241.1,347,248.76129295768334
157.0,145.4,151.2,145.4,157.0,348,249.97115224448157
196.0,151.1,173.55,151.1,196.0,349,251.19099565405054
185.5,186.7,186.1,185.5,186.7,350,252.4206987719964
273.9,273.6,273.75,273.6,273.9,351,253.660135257261
163.5,126.3,144.9,126.3,163.5,352,254.90917684212215
237.2,159.2,198.2,159.2,237.2,353,256.16769333219304
385.0,223.1,304.05,223.1,385.0,354,257.4355526064228
332.8,277.2,305.0,277.2,332.8,355,258.71262061709604
254.2,229.5,241.85,229.5,254.2,356,259.99876138983325
231.4,205.9,218.65,205.9,231.4,357,261.29383702359075
297.1,288.4,292.75,288.4,297.1,358,262.5977076906603
296.7,265.9,281.29999999999995,265.9,296.7,359,263.9102316366695
349.7,387.8,368.75,349.7,387.8,360,265.2312651805816
290.4,160.0,225.2,160.0,290.4,361,266.5606627146957
317.8,355.8,336.8,317.8,355.8,362,267.8982767046465
248.8,265.0,256.9,248.8,265.0,363,269.2439576894044
249.6,290.1,269.85,249.6,290.1,364,270.59755428127556
298.9,373.8,336.35,298.9,373.8,365,271.9589131659017
310.6,265.1,287.85,265.1,310.6,366,273.3278791022606
259.3,127.9,193.6,127.9,259.3,367,274.7042949226654
322.8,297.3,310.05,297.3,322.8,368,276.0880015327651
253.5,230.6,242.05,230.6,253.5,369,277.47883791154425
195.3,160.6,177.95,160.6,195.3,370,278.87664111132347
299.2,316.0,307.6,299.2,316.0,371,280.28124625775877
348.5,268.4,308.45,268.4,348.5,372,281.692486549842
348.2,374.7,361.45,348.2,374.7,373,283.1101932599005
280.3,373.4,326.85,280.3,373.4,374,284.5341957335977
240.6,265.2,252.9,240.6,265.2,375,285.9643213899325
252.8,223.9,238.35,223.9,252.8,376,287.40039572123953
296.7,124.9,210.8,124.9,296.7,377,288.8422422931892
298.8,175.3,237.05,175.3,298.8,378,290.28968274478746
253.3,174.4,213.85,174.4,253.3,379,291.74253678837624
304.7,218.4,261.55,218.4,304.7,380,293.200622209633
247.8,245.8,246.8,245.8,247.8,381,294.6637548675709
345.3,313.5,329.4,313.5,345.3,382,296.13174869453877
271.4,95.4,183.4,95.4,271.4,383,297.60441569622145
252.5,316.7,284.6,252.5,316.7,384,299.0815659516391
304.2,252.9,278.55,252.9,304.2,385,300.5630076131478
230.9,292.9,261.9,230.9,292.9,386,302.04854690643936
219.7,310.2,264.95,219.7,310.2,387,303.53798813054107
380.4,270.2,325.29999999999995,270.2,380.4,388,305.03113365781627
349.2,369.4,359.29999999999995,349.2,369.4,389,306.52778393396386
308.5,299.1,303.8,299.1,308.5,390,308.02773747801825
257.6,184.8,221.2,184.8,257.6,391,309.53079088234983
394.2,268.9,331.54999999999995,268.9,394.2,392,311.03673881266474
339.0,305.3,322.15,305.3,339.0,393,312.54537400800456
400.0,322.6,361.3,322.6,400.0,394,314.0564872807467
459.4,372.1,415.75,372.1,459.4,395,315.56986751660435
426.4,255.3,340.85,255.3,426.4,396,317.0853016746263
221.4,132.8,177.10000000000002,132.8,221.4,397,318.6025747871972
340.8,390.2,365.5,340.8,390.2,398,320.1214699600373
249.5,223.7,236.6,223.7,249.5,399,321.6417683722025
370.7,371.6,371.15,370.7,371.6,400,323.16324927608446
448.7,423.4,436.0499999999999,423.4,448.7,401,324.68568999741075
490.5,420.7,455.6,420.7,490.5,402,326.2088659352444
472.6,423.3,447.9500000000001,423.3,472.6,403,327.7325505619841
323.6,298.9,311.25,298.9,323.6,404,329.2565154233645
324.8,214.5,269.65,214.5,324.8,405,330.7805301384558
424.6,323.0,373.8,323.0,424.6,406,332.304362399664
337.1,335.7,336.4,335.7,337.1,407,333.8277779727307
436.0,372.4,404.2,372.4,436.0,408,335.3505406967333
424.5,314.8,369.65,314.8,424.5,409,336.8724124840847
479.3,416.4,447.85,416.4,479.3,410,338.393153320534
491.7,467.2,479.45,467.2,491.7,411,339.9125212651654
473.7,373.9,423.7999999999999,373.9,473.7,412,341.43027245039934
389.3,289.5,339.4,289.5,389.3,413,342.9461610819915
436.6,448.1,442.35,436.6,448.1,414,344.4599394390337
447.8,373.4,410.6,373.4,447.8,415,345.97135787395314
497.9,373.1,435.5,373.1,497.9,416,347.48016481251295
447.9,423.1,435.5,423.1,447.9,417,348.9861067538119
405.1,314.2,359.65,314.2,405.1,418,350.48892827028425
409.9,434.5,422.2,409.9,434.5,419,351.98837200770043
423.9,313.8,368.85,313.8,423.9,420,353.48417868516617
466.0,365.6,415.8,365.6,466.0,421,354.97608709512315
473.2,472.9,473.0499999999999,472.9,473.2,422,356.4638341033484
419.4,414.6,417.0,414.6,419.4,423,357.9471546489554
470.3,345.0,407.65,345.0,470.3,424,359.42578174439257
440.6,386.1,413.35,386.1,440.6,425,360.89944647544434
398.2,373.7,385.95,373.7,398.2,426,362.3678780012308
423.4,323.6,373.5,323.6,423.4,427,363.83080355420805
453.5,319.6,386.55,319.6,453.5,428,365.28794844016744
387.5,274.6,331.05,274.6,387.5,429,366.73903603823624
448.1,423.3,435.7000000000001,423.3,448.1,430,368.18378780087755
400.4,397.6,399.0,397.6,400.4,431,369.6219232538899
438.1,422.7,430.4,422.7,438.1,432,371.0531599964078
425.1,327.4,376.25,327.4,425.1,433,372.4772137009014
289.1,427.8,358.45000000000005,289.1,427.8,434,373.8937981131764
373.5,421.7,397.6,373.5,421.7,435,375.30262505237425
273.5,348.8,311.15,273.5,348.8,436,376.70340441097244
284.2,364.0,324.1,284.2,364.0,437,378.0958441547838
294.6,388.6,341.6,294.6,388.6,438,379.4796503229569
242.5,304.5,273.5,242.5,304.5,439,380.85452702797625
338.0,335.0,336.5,335.0,338.0,440,382.22017645566166
227.1,412.4,319.75,227.1,412.4,441,383.5762988651693
349.7,457.7,403.7,349.7,457.7,442,384.92259258899037
306.1,450.3,378.2000000000001,306.1,450.3,443,386.2587540329522
298.8,366.5,332.65,298.8,366.5,444,387.5844776762176
249.9,373.9,311.9,249.9,373.9,445,388.89945607128533
302.8,442.4,372.6,302.8,442.4,446,390.2033798439897
309.5,480.7,395.1,309.5,480.7,447,391.49593769350065
344.0,385.1,364.55,344.0,385.1,448,392.7768163923239
340.5,452.8,396.65,340.5,452.8,449,394.04570078630115
336.1,444.9,390.5,336.1,444.9,450,395.3022737946094
386.5,446.8,416.65,386.5,446.8,451,396.54621640976154
350.5,448.0,399.25,350.5,448.0,452,397.77720769760623
341.6,461.7,401.65,341.6,461.7,453,398.9949247973276
350.6,447.9,399.25,350.6,447.9,454,400.1990429214459
373.2,447.8,410.5,373.2,447.8,455,401.38923535581665
348.0,398.0,373.0,348.0,398.0,456,402.5651734596314
348.3,492.5,420.4,348.3,492.5,457,403.72652666541717
347.2,495.4,421.2999999999999,347.2,495.4,458,404.872962479037
384.2,496.8,440.5,384.2,496.8,459,406.0041464796893
423.5,448.7,436.1,423.5,448.7,460,407.1197423199084
