Agent 0,Agent 1,avg,min,max,steps,trend
35.0,37.3,36.15,35.0,37.3,146,37.221778518564534
36.7,39.3,38.0,36.7,39.3,147,37.22814783008901
37.1,40.2,38.650000000000006,37.1,40.2,148,37.234058560811384
36.3,38.8,37.55,36.3,38.8,149,37.23951971468639
37.0,40.5,38.75,37.0,40.5,150,37.24454024462743
36.0,37.4,36.7,36.0,37.4,151,37.24912905250662
36.0,38.8,37.4,36.0,38.8,152,37.25329498915477
36.1,37.2,36.650000000000006,36.1,37.2,153,37.257046854361406
36.1,38.9,37.5,36.1,38.9,154,37.260393396874754
35.8,34.5,35.15,34.5,35.8,155,37.26334331440174
36.6,39.3,37.95,36.6,39.3,156,37.26590525360798
32.5,35.4,33.95,32.5,35.4,157,37.26808781011782
37.0,38.8,37.9,37.0,38.8,158,37.26989952851429
36.6,38.4,37.5,36.6,38.4,159,37.271348902339106
33.3,35.3,34.3,33.3,35.3,160,37.27244437409273
35.0,38.6,36.8,35.0,38.6,161,37.27319433523429
35.7,39.0,37.35,35.7,39.0,162,37.27360712618162
36.4,39.3,37.849999999999994,36.4,39.3,163,37.273691036311284
35.8,38.8,37.3,35.8,38.8,164,37.27345430395852
36.7,38.2,37.45,36.7,38.2,165,37.272905116417284
36.3,38.5,37.4,36.3,38.5,166,37.27205160994022
37.7,39.0,38.35,37.7,39.0,167,37.27090186973869
37.5,40.7,39.1,37.5,40.7,168,37.26946392998274
36.3,38.9,37.599999999999994,36.3,38.9,169,37.267745773801146
34.8,37.9,36.349999999999994,34.8,37.9,170,37.265755333281355
37.6,39.8,38.7,37.6,39.8,171,37.26350048946955
35.8,38.3,37.05,35.8,38.3,172,37.260989072370585
36.4,37.2,36.8,36.4,37.2,173,37.25822886094803
36.7,38.5,37.6,36.7,38.5,174,37.25522758312417
36.6,38.7,37.650000000000006,36.6,38.7,175,37.251992915779965
36.3,39.9,38.099999999999994,36.3,39.9,176,37.248532484755096
35.5,38.7,37.1,35.5,38.7,177,37.244853864847954
36.3,38.5,37.4,36.3,38.5,178,37.24096457981561
36.4,38.8,37.599999999999994,36.4,38.8,179,37.23687210237385
37.1,40.1,38.6,37.1,40.1,180,37.23258385419717
36.1,38.6,37.35,36.1,38.6,181,37.228107205918754
36.3,39.9,38.099999999999994,36.3,39.9,182,37.223449477130494
37.1,39.9,38.5,37.1,39.9,183,37.218617936382984
38.1,40.0,39.05,38.1,40.0,184,37.21361980118553
37.6,40.2,38.900000000000006,37.6,40.2,185,37.20846223800612
37.5,39.4,38.45,37.5,39.4,186,37.20315236227146
37.5,40.2,38.85,37.5,40.2,187,37.19769723836696
34.0,36.0,35.0,34.0,36.0,188,37.192103879636726
34.2,36.5,35.35,34.2,36.5,189,37.18637924838357
37.2,39.6,38.400000000000006,37.2,39.6,190,37.180530255868995
37.2,39.1,38.150000000000006,37.2,39.1,191,37.17456376231322
36.6,39.1,37.85,36.6,39.1,192,37.16848657689517
36.1,39.0,37.55,36.1,39.0,193,37.16230545775246
36.2,38.7,37.45,36.2,38.7,194,37.156027111981416
35.5,38.3,36.9,35.5,38.3,195,37.14965819563705
34.8,38.4,36.599999999999994,34.8,38.4,196,37.143205313733105
35.3,39.7,37.5,35.3,39.7,197,37.13667502024201
36.1,39.5,37.8,36.1,39.5,198,37.130073818094885
36.0,39.8,37.9,36.0,39.8,199,37.12340815918157
35.7,39.9,37.8,35.7,39.9,200,37.11668444435061
35.5,38.8,37.15,35.5,38.8,201,37.109909023409244
35.6,38.1,36.85,35.6,38.1,202,37.103088195123405
36.6,40.1,38.35,36.6,40.1,203,37.09622820721774
35.7,39.9,37.8,35.7,39.9,204,37.089335256375605
37.0,40.4,38.7,37.0,40.4,205,37.08241548823904
36.8,44.5,40.65,36.8,44.5,206,37.07547499740881
35.5,42.4,38.95,35.5,42.4,207,37.06851982744436
36.3,40.7,38.5,36.3,40.7,208,37.06155597086385
36.1,40.8,38.45,36.1,40.8,209,37.05458936914414
35.6,43.3,39.45,35.6,43.3,210,37.04762591272079
37.2,44.3,40.75,37.2,44.3,211,37.04067144098807
36.1,40.4,38.25,36.1,40.4,212,37.03373174229894
36.9,41.0,38.95,36.9,41.0,213,37.02681255396508
37.2,40.9,39.05,37.2,40.9,214,37.01991956225685
37.1,41.6,39.35,37.1,41.6,215,37.013058402403345
36.4,41.1,38.75,36.4,41.1,216,37.00623465859232
33.2,36.7,34.95,33.2,36.7,217,36.99945386397027
37.5,41.1,39.3,37.5,41.1,218,36.99272150064236
37.0,41.4,39.2,37.0,41.4,219,36.9860429996725
36.5,40.4,38.45,36.5,40.4,220,36.97942374108326
37.1,40.6,38.85,37.1,40.6,221,36.97286905385593
37.9,41.5,39.7,37.9,41.5,222,36.96638421593051
37.2,40.8,39.0,37.2,40.8,223,36.9599744542057
34.7,38.4,36.55,34.7,38.4,224,36.95364494453888
37.5,41.6,39.55,37.5,41.6,225,36.94740081174616
35.9,40.1,38.0,35.9,40.1,226,36.94124712960234
37.7,40.9,39.3,37.7,40.9,227,36.93518892084093
35.9,39.1,37.5,35.9,39.1,228,36.92923115715413
37.9,42.2,40.05,37.9,42.2,229,36.92337875919286
35.6,38.4,37.0,35.6,38.4,230,36.917636596566716
36.9,40.7,38.8,36.9,40.7,231,36.91200948784403
33.1,37.7,35.400000000000006,33.1,37.7,232,36.90650220055181
37.3,41.1,39.2,37.3,41.1,233,36.90111945117578
37.9,41.2,39.55,37.9,41.2,234,36.89586590516036
37.2,41.8,39.5,37.2,41.8,235,36.89074617690868
38.2,41.8,40.0,38.2,41.8,236,36.88576482978256
37.3,40.4,38.849999999999994,37.3,40.4,237,36.88092637610253
38.7,42.2,40.45,38.7,42.2,238,36.87623527714783
39.1,41.5,40.3,39.1,41.5,239,36.87169594315638
38.6,41.8,40.2,38.6,41.8,240,36.86731273332484
37.8,40.9,39.349999999999994,37.8,40.9,241,36.863089955808526
37.5,40.5,39.0,37.5,40.5,242,36.8590318677215
37.9,41.1,39.5,37.9,41.1,243,36.8551426751365
37.5,40.8,39.15,37.5,40.8,244,36.85142653308497
33.8,37.7,35.75,33.8,37.7,245,36.84788754555706
37.1,39.7,38.400000000000006,37.1,39.7,246,36.84452976550162
32.8,38.2,35.5,32.8,38.2,247,36.841357194826216
35.7,37.9,36.8,35.7,37.9,248,36.83837378439709
35.8,39.2,37.5,35.8,39.2,249,36.83558343403922
34.3,37.5,35.9,34.3,37.5,250,36.832989992536255
35.4,38.5,36.95,35.4,38.5,251,36.830597257630565
30.7,36.9,33.8,30.7,36.9,252,36.82840897602321
31.2,36.0,33.6,31.2,36.0,253,36.82642884337397
32.2,36.9,34.55,32.2,36.9,254,36.82466050430131
33.4,38.6,36.0,33.4,38.6,255,36.82310755238242
32.8,38.0,35.4,32.8,38.0,256,36.82177353015315
33.0,37.5,35.25,33.0,37.5,257,36.8206619291081
32.0,36.6,34.3,32.0,36.6,258,36.81977618970055
34.5,39.0,36.75,34.5,39.0,259,36.81911970134248
36.5,39.3,37.9,36.5,39.3,260,36.81869580240458
36.9,40.2,38.55,36.9,40.2,261,36.81850778021624
36.8,38.4,37.599999999999994,36.8,38.4,262,36.81855887106555
36.5,39.6,38.05,36.5,39.6,263,36.81885226019931
37.0,38.2,37.6,37.0,38.2,264,36.81939108182301
37.3,38.7,38.0,37.3,38.7,265,36.82017841910085
36.5,39.2,37.85,36.5,39.2,266,36.82121730415574
36.6,39.3,37.95,36.6,39.3,267,36.82251071806928
35.8,39.9,37.849999999999994,35.8,39.9,268,36.824061590881776
37.5,39.9,38.7,37.5,39.9,269,36.82587280159225
36.7,39.5,38.1,36.7,39.5,270,36.82794717815839
35.2,33.8,34.5,33.8,35.2,271,36.83028749749663
36.2,35.8,36.0,35.8,36.2,272,36.83289648548208
36.1,35.5,35.8,35.5,36.1,273,36.83577681694857
37.1,36.5,36.8,36.5,37.1,274,36.83893111568861
37.7,37.1,37.400000000000006,37.1,37.7,275,36.84236195445342
37.4,36.5,36.95,36.5,37.4,276,36.846071854952946
36.1,35.5,35.8,35.5,36.1,277,36.850063287855804
37.8,36.8,37.3,36.8,37.8,278,36.85433867278933
36.4,35.6,36.0,35.6,36.4,279,36.85890037833956
36.9,36.2,36.55,36.2,36.9,280,36.863750722051236
36.7,35.5,36.1,35.5,36.7,281,36.86889197042778
37.6,36.9,37.25,36.9,37.6,282,36.874326338931354
38.1,37.3,37.7,37.3,38.1,283,36.88005599198279
37.1,36.6,36.85,36.6,37.1,284,36.88608304296165
37.3,36.5,36.9,36.5,37.3,285,36.89240955420617
37.6,36.5,37.05,36.5,37.6,286,36.8990375370133
37.3,36.5,36.9,36.5,37.3,287,36.905968951638705
38.5,37.5,38.0,37.5,38.5,288,36.91320570729674
38.3,37.5,37.9,37.5,38.3,289,36.92074966216046
36.1,35.0,35.55,35.0,36.1,290,36.92860262336163
38.9,37.7,38.3,37.7,38.9,291,36.936766346990716
38.7,37.2,37.95,37.2,38.7,292,36.945242538096885
37.5,36.6,37.05,36.6,37.5,293,36.954032850688
37.8,36.9,37.349999999999994,36.9,37.8,294,36.96313888773064
37.5,37.0,37.25,37.0,37.5,295,36.97256220115008
38.2,36.9,37.55,36.9,38.2,296,36.9823042918303
38.0,37.7,37.85,37.7,38.0,297,36.992366609613974
37.9,37.5,37.7,37.5,37.9,298,37.002750553302484
37.3,36.7,37.0,36.7,37.3,299,37.01345747065592
36.6,36.4,36.5,36.4,36.6,300,37.02448865839306
37.4,37.3,37.349999999999994,37.3,37.4,301,37.0358453621914
36.5,36.4,36.45,36.4,36.5,302,37.04752877668714
36.8,36.6,36.7,36.6,36.8,303,37.05954004547516
36.9,37.2,37.05,36.9,37.2,304,37.07188026110906
36.1,36.1,36.1,36.1,36.1,305,37.084550465101145
37.0,37.0,37.0,37.0,37.0,306,37.097551647922415
37.3,37.2,37.25,37.2,37.3,307,37.11088474900258
36.7,37.2,36.95,36.7,37.2,308,37.12455065673004
35.8,35.9,35.849999999999994,35.8,35.9,309,37.1385502084519
35.9,36.0,35.95,35.9,36.0,310,37.15288419047399
36.6,37.0,36.8,36.6,37.0,311,37.167553338060806
31.9,33.1,32.5,31.9,33.1,312,37.18255833543557
36.1,35.7,35.900000000000006,35.7,36.1,313,37.19789981578021
36.0,35.8,35.9,35.8,36.0,314,37.21357836123534
36.0,36.4,36.2,36.0,36.4,315,37.22959450290029
36.7,36.7,36.7,36.7,36.7,316,37.245948720833084
36.3,36.1,36.2,36.1,36.3,317,37.26264144405045
35.0,34.0,34.5,34.0,35.0,318,37.279673050527826
37.1,37.1,37.1,37.1,37.1,319,37.29704386719934
32.4,32.4,32.4,32.4,32.4,320,37.31475416995783
33.0,33.4,33.2,33.0,33.4,321,37.332804183654844
31.4,31.7,31.549999999999997,31.4,31.7,322,37.35119408210061
32.7,33.2,32.95,32.7,33.2,323,37.36992398806409
33.7,34.2,33.95,33.7,34.2,324,37.38899397327291
33.5,34.0,33.75,33.5,34.0,325,37.40840405841344
33.2,33.1,33.150000000000006,33.1,33.2,326,37.42815421313072
33.2,33.3,33.25,33.2,33.3,327,37.4482443560285
33.0,33.0,33.0,33.0,33.0,328,37.468674354669254
33.9,33.5,33.7,33.5,33.9,329,37.48944402557413
34.0,34.3,34.15,34.0,34.3,330,37.510553134222995
33.9,33.7,33.8,33.7,33.9,331,37.53200139505441
35.1,34.7,34.900000000000006,34.7,35.1,332,37.55378847146564
35.6,35.1,35.35,35.1,35.6,333,37.575913975812654
35.1,34.4,34.75,34.4,35.1,334,37.59837746941014
36.5,34.9,35.7,34.9,36.5,335,37.621178462531454
31.6,32.8,32.2,31.6,32.8,336,37.64431641440868
32.1,31.9,32.0,31.9,32.1,337,37.66779073323259
35.7,34.1,34.900000000000006,34.1,35.7,338,37.69160077615269
34.3,34.4,34.349999999999994,34.3,34.4,339,37.715745849277134
34.1,34.8,34.45,34.1,34.8,340,37.74022520767283
34.7,34.5,34.6,34.5,34.7,341,37.76503805536536
35.3,33.7,34.5,33.7,35.3,342,37.79018354533901
34.9,34.8,34.849999999999994,34.8,34.9,343,37.815660779536785
33.9,34.6,34.25,33.9,34.6,344,37.841468808860384
34.9,35.0,34.95,34.9,35.0,345,37.8676066331702
34.6,34.9,34.75,34.6,34.9,346,37.89407320128532
35.4,35.9,35.65,35.4,35.9,347,37.92086741098358
36.2,36.8,36.5,36.2,36.8,348,37.94798810900147
35.8,36.5,36.15,35.8,36.5,349,37.975434091034195
35.3,35.2,35.25,35.2,35.3,350,38.00320410173568
36.5,36.4,36.45,36.4,36.5,351,38.03129683471853
36.6,36.8,36.7,36.6,36.8,352,38.05971093255406
37.0,37.0,37.0,37.0,37.0,353,38.0884449867723
37.1,36.8,36.95,36.8,37.1,354,38.117497537861965
35.9,36.8,36.349999999999994,35.9,36.8,355,38.14686707527048
36.7,36.5,36.6,36.5,36.7,356,38.17655203740397
35.6,35.7,35.650000000000006,35.6,35.7,357,38.206550811627274
37.1,37.6,37.35,37.1,37.6,358,38.23686173426391
36.5,36.7,36.6,36.5,36.7,359,38.26748309059612
37.8,38.0,37.9,37.8,38.0,360,38.29841311486485
36.0,36.5,36.25,36.0,36.5,361,38.32964999026972
38.5,38.9,38.7,38.5,38.9,362,38.361191848969085
37.8,39.4,38.599999999999994,37.8,39.4,363,38.393036772079995
34.3,34.5,34.4,34.3,34.5,364,38.42518278967818
37.8,36.6,37.2,36.6,37.8,365,38.4576278807981
39.2,38.4,38.8,38.4,39.2,366,38.490369973432905
40.3,38.1,39.2,38.1,40.3,367,38.52340694453445
40.1,39.8,39.95,39.8,40.1,368,38.55673662001329
39.8,38.7,39.25,38.7,39.8,369,38.59035677473869
40.2,40.1,40.150000000000006,40.1,40.2,370,38.6242651325386
40.2,39.9,40.05,39.9,40.2,371,38.65845936619971
40.0,40.0,40.0,40.0,40.0,372,38.69293709746736
39.1,40.3,39.7,39.1,40.3,373,38.72769589704562
38.5,39.5,39.0,38.5,39.5,374,38.76273328459728
39.0,40.5,39.75,39.0,40.5,375,38.798046728743806
39.4,40.8,40.099999999999994,39.4,40.8,376,38.833633647065376
38.4,40.7,39.55,38.4,40.7,377,38.86949140610086
39.9,41.6,40.75,39.9,41.6,378,38.90561732134786
39.5,40.5,40.0,39.5,40.5,379,38.94200865726264
39.6,40.3,39.95,39.6,40.3,380,38.9786626272602
37.6,38.9,38.25,37.6,38.9,381,39.01557639371422
40.7,41.5,41.1,40.7,41.5,382,39.0527470679571
40.9,42.1,41.5,40.9,42.1,383,39.09017171027993
41.5,42.1,41.8,41.5,42.1,384,39.12784732993251
41.6,42.3,41.95,41.6,42.3,385,39.16577088512333
42.0,41.4,41.7,41.4,42.0,386,39.20393928301961
41.1,41.1,41.1,41.1,41.1,387,39.24234937974724
40.1,39.1,39.6,39.1,40.1,388,39.28099798039083
41.1,40.9,41.0,40.9,41.1,389,39.31988183899369
38.2,38.0,38.1,38.0,38.2,390,39.35899765855783
40.2,39.4,39.8,39.4,40.2,391,39.39834209104397
40.5,40.3,40.4,40.3,40.5,392,39.43791173737152
42.6,42.1,42.35,42.1,42.6,393,39.47770314741861
36.3,36.5,36.4,36.3,36.5,394,39.51771282002205
42.3,42.2,42.25,42.2,42.3,395,39.55793720297737
41.7,42.0,41.85,41.7,42.0,396,39.5983726930388
42.1,42.2,42.150000000000006,42.1,42.2,397,39.63901563591926
41.0,40.8,40.9,40.8,41.0,398,39.67986232629039
41.9,42.1,42.0,41.9,42.1,399,39.720909007782524
40.8,41.0,40.9,40.8,41.0,400,39.762151872984695
42.0,41.6,41.8,41.6,42.0,401,39.80358706344464
42.1,42.0,42.05,42.0,42.1,402,39.84521066966881
41.2,41.9,41.55,41.2,41.9,403,39.887018731122346
41.1,41.5,41.3,41.1,41.5,404,39.92900723622909
42.0,41.7,41.85,41.7,42.0,405,39.97117212237159
41.7,41.9,41.8,41.7,41.9,406,40.01350927589111
42.1,41.8,41.95,41.8,42.1,407,40.056014532087595
40.6,41.2,40.900000000000006,40.6,41.2,408,40.098683675219704
42.0,42.3,42.15,42.0,42.3,409,40.1415124385048
40.8,40.7,40.75,40.7,40.8,410,40.18449650411893
41.5,41.7,41.6,41.5,41.7,411,40.227631503196875
41.9,41.5,41.7,41.5,41.9,412,40.2709130158321
41.7,41.7,41.7,41.7,41.7,413,40.314336571076765
43.6,43.6,43.6,43.6,43.6,414,40.35789764694175
43.5,43.8,43.65,43.5,43.8,415,40.40159167039663
43.7,43.7,43.7,43.7,43.7,416,40.44541401736968
42.0,41.9,41.95,41.9,42.0,417,40.489360012747866
42.3,42.1,42.2,42.1,42.3,418,40.533424930376896
43.0,43.0,43.0,43.0,43.0,419,40.57760399306113
43.9,44.1,44.0,43.9,44.1,420,40.62189237256367
42.4,42.7,42.55,42.4,42.7,421,40.6662851896063
44.5,44.9,44.7,44.5,44.9,422,40.71077751386951
43.3,43.2,43.25,43.2,43.3,423,40.7553643639925
44.3,44.4,44.349999999999994,44.3,44.4,424,40.80004070757316
44.6,44.8,44.7,44.6,44.8,425,40.84480146116809
43.7,43.5,43.6,43.5,43.7,426,40.8896414902926
43.6,43.3,43.45,43.3,43.6,427,40.934555609420684
43.6,44.5,44.05,43.6,44.5,428,40.979538581985054
43.8,43.3,43.55,43.3,43.8,429,41.024585120377125
44.2,43.9,44.05,43.9,44.2,430,41.06968988594699
43.3,43.2,43.25,43.2,43.3,431,41.11484748900349
43.8,44.1,43.95,43.8,44.1,432,41.160052488814124
44.0,44.2,44.1,44.0,44.2,433,41.20529939360511
42.9,43.3,43.099999999999994,42.9,43.3,434,41.25058266056138
39.7,40.0,39.85,39.7,40.0,435,41.29589669582655
41.5,41.6,41.55,41.5,41.6,436,41.34123585450295
42.3,42.0,42.15,42.0,42.3,437,41.386594440651606
40.9,40.5,40.7,40.5,40.9,438,41.431966707292254
42.6,42.6,42.6,42.6,42.6,439,41.47734685640333
43.7,43.8,43.75,43.7,43.8,440,41.522729038921966
44.5,44.9,44.7,44.5,44.9,441,41.568107354744
41.1,41.3,41.2,41.1,41.3,442,41.61347585272399
39.8,40.0,39.9,39.8,40.0,443,41.65882853067515
41.7,41.1,41.400000000000006,41.1,41.7,444,41.704159335369454
40.1,38.8,39.45,38.8,40.1,445,41.74946216253754
42.8,42.0,42.4,42.0,42.8,446,41.79473085686876
42.9,42.3,42.599999999999994,42.3,42.9,447,41.83995921201117
42.1,42.3,42.2,42.1,42.3,448,41.88514097057153
43.8,43.1,43.45,43.1,43.8,449,41.93026982411529
43.4,42.6,43.0,42.6,43.4,450,41.975339413166616
43.7,42.8,43.25,42.8,43.7,451,42.02034332720838
45.1,44.6,44.85,44.6,45.1,452,42.06527510468213
45.2,44.7,44.95,44.7,45.2,453,42.11012823298816
42.2,38.4,40.3,38.4,42.2,454,42.15489614848542
40.3,40.0,40.15,40.0,40.3,455,42.1995722364916
39.2,38.0,38.6,38.0,39.2,456,42.24414983128306
