Agent 0,Agent 1
14,17
30,9
20,15
24,9
36,10
39,19
31,25
28,36
54,71
48,56
33,41
42,23
40,37
40,46
46,43
19,31
30,58
48,28
49,9
39,46
28,40
23,38
24,42
33,44
42,43
32,55
50,28
36,43
35,40
33,52
52,46
45,38
50,26
32,24
40,25
34,46
43,44
39,41
33,41
36,32
40,51
32,36
44,53
32,59
58,28
41,24
64,66
52,43
33,37
40,41
50,37
60,48
45,35
64,47
67,17
37,25
44,41
58,44
53,37
60,62
40,47
46,45
50,18
42,42
36,51
45,44
36,32
30,44
33,53
41,63
60,55
45,59
42,52
28,32
44,42
45,35
40,40
29,45
35,37
44,42
40,28
53,46
28,48
32,41
45,47
46,36
27,38
56,40
51,24
32,40
50,40
53,49
45,45
47,50
33,46
43,54
44,47
47,28
49,31
43,54
37,31
39,50
49,42
41,57
25,42
54,40
45,31
40,46
21,53
43,54
36,53
37,48
35,46
40,59
37,43
55,34
53,51
48,29
41,39
41,40
46,42
43,30
59,36
41,22
35,27
45,39
48,34
39,47
54,34
42,34
49,26
32,42
48,43
38,40
24,52
39,39
53,27
43,32
34,37
37,52
54,50
29,39
51,42
42,51
42,65
33,45
39,30
41,46
45,49
43,27
31,40
43,38
33,49
55,26
45,25
35,47
41,48
37,39
46,58
37,43
29,44
27,46
45,45
46,50
54,49
69,34
43,44
38,28
45,33
38,52
40,17
49,34
49,46
62,53
41,38
42,47
30,45
58,36
39,33
46,35
53,38
36,34
51,53
43,40
58,51
35,25
24,50
64,33
45,35
51,30
35,30
35,44
37,55
55,19
39,33
35,50
31,36
44,34
41,52
48,53
39,37
40,33
36,56
11,34
20,55
32,34
32,54
45,37
30,44
36,36
33,54
60,44
57,39
48,36
35,43
70,41
40,37
37,35
46,63
45,52
22,41
38,51
28,69
29,32
33,39
31,36
52,43
46,62
41,43
37,53
41,40
50,58
33,42
37,34
42,27
65,27
43,28
40,39
33,28
29,34
31,31
46,30
46,31
46,40
22,31
35,37
45,31
47,38
39,38
32,52
29,24
34,41
44,48
38,39
39,54
33,41
52,36
56,30
55,44
36,30
43,47
36,17
