Agent 0,Agent 1
53,39
28,41
36,38
33,40
43,26
46,31
54,46
50,40
44,41
48,34
44,38
36,56
36,49
44,27
37,45
32,46
38,37
37,50
48,38
44,32
47,28
25,35
35,34
40,40
28,42
50,30
49,45
48,39
32,37
59,50
49,44
67,38
35,33
38,38
47,40
36,46
35,60
42,36
30,37
37,42
43,57
43,29
38,40
48,38
34,36
29,36
42,35
44,36
45,31
47,24
40,36
43,33
40,34
36,22
47,50
43,38
47,39
43,49
39,49
40,43
56,21
58,36
40,28
29,24
32,48
42,37
36,28
32,41
29,42
46,30
25,34
32,31
60,29
48,28
58,58
47,39
29,40
35,38
35,43
38,42
24,52
41,29
51,46
48,36
40,23
44,47
22,52
41,32
43,35
46,38
49,49
40,34
43,43
30,29
35,50
46,56
23,45
37,29
43,46
39,54
36,41
42,26
52,24
27,37
31,33
44,39
37,44
49,28
47,31
42,43
31,38
44,47
30,45
46,35
41,44
37,31
37,42
40,49
33,43
26,40
34,40
48,39
35,44
37,34
36,27
47,38
28,30
38,30
42,49
28,42
45,42
46,26
33,37
48,64
46,50
39,47
52,38
31,30
27,36
56,41
41,32
54,29
37,58
30,45
36,41
33,53
43,44
42,33
33,24
55,34
53,48
44,35
54,35
37,50
33,41
42,43
49,50
40,29
41,33
41,42
52,41
43,43
43,39
22,39
40,34
37,54
49,39
43,36
36,28
36,37
49,58
28,45
50,40
55,50
37,26
48,41
45,41
46,25
53,57
30,48
30,60
39,61
51,29
29,50
42,23
52,29
59,32
32,48
31,44
29,27
45,41
46,32
33,29
37,29
42,39
59,34
31,36
46,57
41,30
41,23
41,35
50,42
44,26
48,44
48,31
46,24
42,49
45,43
40,31
32,40
61,22
47,32
33,39
40,36
39,50
34,40
36,39
37,27
46,56
33,41
39,34
43,39
48,35
32,55
49,33
36,38
38,48
30,47
33,50
42,36
36,38
31,48
54,41
29,52
47,46
44,30
61,38
43,35
67,60
35,39
25,24
66,49
37,34
35,37
37,37
45,30
36,42
35,49
35,29
30,34
29,26
37,29
59,34
51,33
53,30
21,38
42,40
37,29
24,38
43,40
34,39
40,33
25,40
37,43
43,39
43,46
40,25
41,31
29,29
37,38
42,38
46,53
64,46
38,40
31,40
37,47
45,40
41,34
39,49
22,32
34,59
48,35
33,37
44,47
37,28
45,49
44,34
30,37
28,37
43,56
35,33
51,21
57,43
32,53
48,44
33,53
52,28
44,40
51,27
35,32
36,27
34,43
47,44
39,61
40,41
35,40
39,36
32,43
41,39
57,37
37,33
27,34
33,51
27,29
40,31
50,30
35,42
36,63
33,45
62,28
43,24
54,34
48,33
47,43
49,38
40,77
46,34
38,49
26,34
44,45
53,33
44,44
27,38
48,32
26,28
24,33
47,36
50,45
27,52
54,35
47,32
43,52
39,34
25,43
40,35
39,38
42,34
21,52
43,46
31,49
54,36
33,46
19,50
34,52
44,36
32,46
38,54
42,41
35,39
32,27
53,36
45,34
45,41
29,45
43,25
37,46
35,36
41,33
56,40
51,43
50,42
50,56
29,21
45,39
32,41
30,48
41,33
38,35
54,48
44,53
36,43
37,31
21,47
31,30
32,38
43,31
38,25
44,37
33,43
45,31
34,31
40,44
43,37
22,31
49,39
48,46
38,32
25,23
32,34
52,30
42,59
22,41
36,45
43,42
42,48
37,43
43,41
48,27
42,50
53,51
49,44
50,35
39,33
44,62
35,28
40,53
66,33
45,44
29,53
36,39
30,33
41,41
32,31
43,50
35,46
43,35
35,36
37,56
32,36
39,42
42,25
46,24
61,44
43,47
48,23
43,44
31,50
31,37
39,55
37,40
34,46
52,44
26,54
32,31
30,46
40,50
33,38
32,24
48,53
47,18
38,42
58,31
31,41
45,38
51,38
35,60
43,60
31,33
26,46
54,35
63,26
34,49
38,51
43,38
46,43
42,47
38,47
42,48
34,52
52,28
44,40
29,45
48,24
31,26
23,38
54,54
55,51
36,41
36,39
29,41
52,35
31,32
37,33
64,45
35,38
47,40
44,27
47,39
37,44
32,25
38,29
36,34
30,37
53,34
35,25
28,37
40,39
45,48
49,30
44,34
47,38
34,38
48,41
43,30
51,31
40,44
35,58
29,48
37,46
43,36
47,40
29,41
40,27
49,45
26,42
32,43
39,37
35,34
52,38
39,48
39,30
54,45
43,38
28,52
42,49
28,39
39,59
36,55
37,23
28,40
44,31
26,53
44,31
47,35
38,36
37,49
31,38
34,33
51,24
31,48
32,52
44,42
49,29
43,46
38,25
64,38
39,31
44,29
37,33
41,51
50,24
45,37
39,47
41,36
34,41
30,33
23,34
37,49
45,33
42,28
37,41
35,34
35,25
45,31
45,19
35,67
39,46
40,41
42,19
32,52
32,29
31,32
45,32
37,43
58,28
31,43
52,45
39,31
30,35
40,27
41,55
46,54
39,43
35,53
60,29
29,29
62,32
39,35
49,26
43,41
51,33
23,45
34,33
40,26
39,36
53,31
45,45
36,30
29,42
42,47
43,49
41,31
45,44
51,36
30,37
39,40
35,46
50,16
41,41
47,32
45,39
33,44
35,30
59,38
43,45
48,33
43,40
37,58
50,35
31,36
46,36
38,43
39,49
57,34
41,43
36,50
29,39
46,43
52,43
35,40
41,56
33,37
37,57
37,41
32,36
47,48
38,42
45,43
34,35
28,47
38,43
39,45
43,46
33,28
37,43
42,52
57,59
49,34
35,43
53,38
38,40
33,37
28,48
29,29
32,45
30,36
22,44
44,36
57,30
42,31
30,40
41,38
32,39
35,37
25,31
38,34
47,30
33,30
34,57
39,30
32,66
38,45
36,43
58,54
31,35
49,40
44,59
45,37
34,39
35,34
40,36
28,51
46,40
