Agent 0,Agent 1
1,500
0,2
1,500
0,0
0,0
1,499
1,0
6,0
0,0
0,498
0,0
276,81
0,499
0,0
0,499
0,0
0,0
0,499
0,0
0,499
1,500
0,0
500,0
0,0
0,499
0,499
0,499
0,498
0,1
3,498
0,0
0,0
0,0
0,500
1,499
482,1
499,1
0,0
478,1
1,0
0,0
2,497
1,498
0,500
8,489
0,0
1,499
1,0
500,0
500,0
0,0
0,0
470,0
0,1
0,0
381,0
1,500
0,0
0,0
0,0
0,0
0,0
0,499
0,0
500,7
0,0
0,1
157,498
29,0
0,477
499,0
494,0
0,0
499,11
0,0
0,0
500,0
492,215
4,0
6,0
0,0
37,0
9,426
0,0
1,0
497,0
498,0
393,0
0,0
78,0
1,1
1,0
0,0
0,0
0,0
500,0
0,0
0,1
0,500
0,0
0,0
0,0
0,0
0,0
0,0
