Agent 0,Agent 1
491,497
0,0
468,468
0,500
489,485
0,0
499,499
359,358
499,499
498,499
499,499
0,0
485,484
469,468
495,496
495,496
498,497
0,499
498,497
498,499
343,343
0,0
483,498
0,3
0,0
1,0
0,0
0,0
500,491
499,498
0,0
0,1
0,0
0,1
499,497
0,0
0,0
500,0
0,1
0,0
499,15
3,0
0,1
0,0
498,0
498,497
0,499
0,0
0,0
0,0
0,499
0,0
0,0
0,6
0,0
0,3
1,1
0,0
498,0
1,0
0,0
500,500
0,2
500,499
0,254
1,499
0,0
500,499
0,0
0,2
0,0
0,0
494,501
499,0
0,0
0,499
0,0
0,0
0,0
0,500
0,0
0,0
0,0
0,498
0,481
0,2
500,500
0,1
0,0
0,500
0,1
0,499
496,496
1,0
499,499
0,1
0,0
0,0
0,1
0,499
0,2
0,0
0,0
350,350
0,0
1,0
0,0
460,457
0,0
0,0
0,0
0,0
498,497
500,499
0,0
0,0
431,431
0,0
385,387
1,1
0,0
0,0
499,498
498,497
0,0
0,0
4,9
0,0
0,0
0,0
499,499
0,0
0,0
0,1
0,499
498,500
0,0
498,498
0,0
499,499
499,498
0,0
0,0
499,0
0,0
0,0
0,0
498,498
0,498
0,0
0,0
500,499
0,0
498,497
255,499
0,0
321,500
0,499
139,138
0,0
0,0
500,500
0,0
1,0
498,498
474,473
498,497
0,0
4,6
392,390
483,483
0,0
498,497
0,0
500,499
500,499
0,1
0,0
0,0
0,1
499,500
0,0
499,500
0,0
0,0
0,1
0,0
0,0
498,498
499,499
0,0
499,499
499,499
496,495
0,0
498,498
119,0
495,446
0,0
0,0
483,497
0,499
150,499
498,0
499,0
0,490
0,390
111,112
499,0
0,498
0,0
0,448
0,0
0,0
0,0
0,0
0,0
0,0
0,499
0,0
125,0
500,0
0,0
0,497
0,0
0,500
485,0
499,0
0,0
0,0
0,495
0,0
500,0
0,0
0,497
1,0
4,0
0,498
0,0
0,0
0,500
0,0
500,0
0,478
0,0
500,0
0,499
497,7
500,0
0,499
498,0
485,0
499,0
0,497
0,499
499,0
0,285
0,0
380,120
42,1
499,0
500,0
0,500
0,0
500,0
0,497
0,0
0,464
500,0
0,0
0,499
0,411
0,499
0,0
0,0
0,497
0,499
0,498
0,499
0,498
0,499
0,0
0,500
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,204
0,35
0,0
0,0
0,499
0,0
0,15
0,0
0,0
0,151
0,96
498,0
0,0
0,499
0,500
0,0
0,499
0,0
0,0
0,0
0,0
500,0
499,497
0,0
0,0
0,1
0,0
0,1
0,497
0,0
0,1
0,478
0,499
0,0
0,0
0,0
0,0
0,0
0,499
0,0
0,0
498,483
0,499
0,0
0,500
0,0
0,0
0,0
0,0
0,498
0,0
0,0
0,0
0,0
0,492
0,0
0,0
0,497
88,0
0,0
0,0
0,0
467,499
0,0
0,0
0,0
0,0
500,0
0,141
0,0
0,499
0,0
0,499
0,498
0,431
500,0
499,0
0,102
0,0
0,499
0,0
0,52
0,497
0,408
0,498
0,3
0,0
0,493
497,0
500,220
500,435
500,494
0,498
498,498
0,1
498,0
114,0
3,0
498,498
0,499
498,498
389,379
497,497
498,498
280,316
0,499
417,417
2,0
495,496
499,497
496,497
248,496
251,499
256,403
250,496
249,498
383,498
499,498
428,144
500,499
250,498
498,498
498,498
499,496
499,498
498,498
248,496
251,499
256,403
250,496
249,498
383,498
499,498
428,144
500,499
250,498
498,498
498,498
499,496
499,498
248,496
251,499
256,403
250,496
249,498
383,498
499,498
428,144
500,499
250,498
498,498
498,498
499,496
499,498
248,496
251,499
256,403
250,496
249,498
383,498
499,498
428,144
500,499
250,498
498,498
498,498
499,496
499,498
248,496
251,499
256,403
250,496
249,498
383,498
499,498
428,144
500,499
498,498
498,498
498,498
499,496
499,498
498,498
485,483
497,496
498,499
498,497
498,498
499,499
499,497
498,496
498,498
498,497
500,499
499,498
499,487
497,496
498,498
497,494
498,470
498,498
499,495
500,499
250,495
250,495
498,492
