episode,tot_done,reward
0,0,7
1,0,10
2,0,9
3,0,26
4,0,0
5,0,22
6,0,28
7,0,6
8,0,5
9,0,0
10,0,0
11,0,18
12,0,30
13,0,16
14,0,14
15,0,9
16,0,18
17,0,28
18,0,36
19,0,14
20,0,0
21,0,5
22,0,0
23,0,4
24,0,0
25,0,19
26,0,10
27,0,3
28,0,0
29,0,20
30,0,18
31,0,11
32,0,43
33,0,57
34,0,0
35,0,12
36,0,7
37,0,0
38,0,11
39,0,0
40,0,6
41,0,11
42,0,16
43,0,34
44,0,10
45,0,10
46,0,0
47,0,20
48,0,11
49,0,14
50,0,8
51,0,3
52,0,0
53,0,19
54,0,6
55,0,37
56,0,17
57,0,9
58,0,9
59,0,11
60,0,9
61,0,36
62,0,11
63,0,10
64,0,0
65,0,1
66,0,10
67,0,10
68,0,6
69,0,12
70,0,33
71,0,14
72,0,42
73,0,18
74,0,8
75,0,0
76,0,17
77,0,18
78,0,14
79,0,0
80,0,45
81,0,24
82,0,11
83,0,19
84,0,24
85,0,13
86,0,21
87,0,47
88,0,9
89,0,23
90,0,0
91,0,4
92,0,31
93,0,10
94,0,24
95,0,8
96,0,20
97,0,0
98,0,37
99,0,64
100,0,38
101,0,0
102,0,10
103,0,40
104,0,39
105,0,22
106,0,42
107,0,0
108,0,44
109,0,17
110,0,7
111,0,16
112,0,54
113,0,22
114,0,0
115,0,44
116,0,34
117,0,38
118,0,38
119,0,11
120,0,8
121,0,16
122,0,30
123,0,17
124,0,1
125,0,23
126,0,43
127,0,3
128,0,21
129,0,15
130,0,15
131,0,0
132,0,36
133,0,1
134,0,40
135,0,0
136,0,36
137,0,28
138,0,9
139,0,4
140,0,33
141,0,36
142,0,45
143,0,28
144,0,18
145,0,28
146,0,60
147,0,0
148,0,36
149,0,0
150,0,22
151,0,34
152,0,17
153,0,42
154,0,28
155,0,57
156,0,2
157,0,21
158,0,21
159,0,10
160,0,30
161,0,34
162,0,29
163,0,40
164,0,42
165,0,28
166,0,24
167,0,19
168,0,0
169,0,34
170,0,52
171,0,28
172,0,55
173,0,13
174,0,54
175,0,7
176,0,35
177,0,14
178,0,2
179,0,33
180,0,11
181,0,15
182,0,60
183,0,57
184,0,37
185,0,16
186,0,14
187,0,12
188,0,50
189,0,60
190,0,58
191,0,44
192,0,33
193,0,51
194,0,36
195,0,58
196,0,46
197,0,26
198,0,33
199,0,51
200,0,56
201,0,10
202,0,23
203,0,12
204,0,11
205,0,44
206,0,15
207,0,49
208,0,45
209,0,36
210,0,18
211,0,34
212,0,3
213,0,36
214,0,24
215,0,13
216,0,27
217,0,23
218,0,32
219,0,57
220,0,37
221,0,17
222,0,51
223,0,32
224,0,18
225,0,19
226,0,58
227,0,54
228,0,54
229,0,0
230,0,14
231,0,55
232,0,56
233,0,34
234,0,55
235,0,60
236,0,29
237,0,57
238,0,17
239,0,27
240,0,7
241,0,68
242,0,60
243,0,35
244,0,36
245,0,43
246,0,7
247,0,20
248,0,26
249,0,0
250,0,25
251,0,56
252,0,34
253,0,0
254,0,54
255,0,53
256,0,43
257,0,31
258,0,9
259,0,34
260,0,0
261,0,60
262,0,35
263,0,9
264,0,57
265,0,43
266,0,53
267,0,26
268,0,44
269,0,42
270,0,49
271,0,52
272,0,10
273,0,28
274,0,7
275,0,43
276,0,45
277,0,24
278,0,28
279,0,28
280,0,44
281,0,51
282,0,62
283,0,41
284,0,53
285,0,34
286,0,51
287,0,43
288,0,54
289,0,35
290,0,51
291,0,43
292,0,45
293,0,43
294,0,47
295,0,56
296,0,30
297,0,54
298,0,43
299,0,44
300,0,35
301,0,61
302,0,25
303,0,54
304,0,11
305,0,34
306,0,21
307,0,19
308,0,56
309,0,52
310,0,51
311,0,8
312,0,15
313,0,47
314,0,45
315,0,12
316,0,21
317,0,52
318,0,50
319,0,21
320,0,51
321,0,13
322,0,17
323,0,29
324,0,62
325,0,42
326,0,51
327,0,51
328,0,57
