episode,total_done,total_col,step
0,1,2,146
1,1,2,500
2,1,0,500
3,1,6,500
4,2,5,107
5,2,2,500
6,2,0,500
7,2,3,500
8,3,4,151
9,4,2,146
10,5,0,396
11,6,5,142
12,7,6,128
13,8,1,255
14,9,1,28
15,9,0,500
16,9,7,500
17,9,0,500
18,9,11,500
19,10,0,134
20,10,1,500
21,10,0,500
22,11,1,117
23,11,7,500
24,11,0,500
25,12,2,118
26,13,1,94
27,14,1,115
28,15,0,325
29,15,4,500
30,15,3,500
31,16,0,104
32,16,0,500
33,17,1,148
34,18,1,92
35,18,1,500
36,18,0,500
37,18,4,500
38,19,2,79
39,20,0,46
40,20,0,500
41,21,0,338
42,22,1,35
43,22,1,500
44,23,0,13
45,24,0,158
