episode,total_done,total_col,step
0,0,5,500
1,0,3,500
2,1,0,102
3,1,0,500
4,1,7,500
5,1,2,500
6,2,2,35
7,2,1,500
8,2,10,500
9,2,0,500
10,2,2,500
11,2,5,500
12,3,15,297
13,4,2,109
14,4,0,500
15,5,2,209
16,5,0,500
17,6,1,394
18,7,1,446
19,7,1,500
20,7,5,500
21,7,3,500
22,8,0,242
23,8,0,500
24,9,0,268
25,9,1,500
26,10,0,479
27,10,2,500
28,10,4,500
29,10,1,500
30,10,0,500
31,10,0,500
32,10,3,500
33,10,0,500
34,10,0,500
35,10,0,500
36,10,2,500
37,11,5,151
38,11,0,500
39,12,6,376
40,12,0,500
41,12,0,500
42,12,0,500
43,12,0,500
44,13,0,473
45,13,1,500
46,13,0,500
47,13,0,500
48,13,0,500
49,13,0,500
50,13,0,500
51,13,5,500
52,14,1,218
53,15,0,333
54,16,0,54
55,17,0,276
56,18,0,21
57,18,1,500
58,18,0,500
59,18,0,500
60,19,0,363
61,19,0,500
62,20,0,150
63,20,0,500
64,20,0,500
65,20,0,500
66,20,0,500
67,20,0,500
68,20,0,500
69,20,0,500
70,20,0,500
71,20,0,500
72,20,0,500
73,20,3,500
74,20,2,500
75,20,0,500
76,20,0,500
77,20,0,500
78,20,0,500
79,21,4,119
80,21,0,500
81,22,1,129
82,22,0,500
83,22,0,500
84,22,0,500
85,22,0,500
86,22,0,500
87,22,0,500
88,23,0,51
89,23,0,500
90,23,1,500
91,23,0,500
92,23,0,500
93,24,2,50
94,24,0,500
95,24,0,500
96,25,5,81
97,25,0,500
98,26,3,257
99,26,0,500
100,26,0,500
101,27,0,43
102,27,0,500
103,27,1,500
104,27,0,500
105,27,0,500
106,27,0,500
107,27,0,500
108,27,2,500
109,28,8,40
110,28,0,500
111,28,0,500
112,28,2,500
113,29,3,469
114,30,2,325
115,30,0,500
116,30,0,500
117,30,7,500
118,30,0,500
119,30,0,500
120,30,0,500
121,31,0,245
122,31,0,500
123,31,0,500
124,31,0,500
125,31,0,500
126,31,0,500
127,31,0,500
128,31,0,500
129,32,0,146
130,32,0,500
131,32,0,500
132,32,0,500
133,32,0,500
134,32,0,500
135,32,2,500
136,32,0,500
137,32,0,500
138,32,0,500
139,32,0,500
140,32,0,500
141,32,0,500
142,32,0,500
143,32,0,500
144,32,0,500
145,32,0,500
146,32,0,500
147,32,0,500
148,32,0,500
149,32,0,500
150,32,0,500
151,32,4,500
152,32,0,500
153,32,4,500
154,32,3,500
155,32,0,500
156,32,2,500
157,32,0,500
158,33,3,69
159,33,0,500
160,33,4,500
161,33,0,500
162,34,6,285
163,34,0,500
164,35,1,417
165,36,0,125
166,36,4,500
167,37,1,113
168,38,0,101
169,39,1,332
170,39,2,500
171,39,7,500
172,39,1,500
173,39,4,500
174,39,3,500
175,39,1,500
176,39,1,500
177,39,0,500
178,39,3,500
179,39,2,500
180,39,1,500
181,39,1,500
182,39,6,500
183,39,14,500
184,39,16,500
185,39,0,500
186,39,1,500
187,39,2,500
188,40,0,241
189,40,0,500
190,40,2,500
191,40,2,500
192,40,4,500
193,40,4,500
194,40,0,500
195,40,7,500
196,40,0,500
197,40,0,500
198,40,5,500
199,41,5,339
