episode,total_done,total_col,step
0,1,2,80
1,2,1,140
2,3,2,493
3,4,4,397
4,5,4,392
5,6,0,26
6,7,1,155
7,8,4,97
8,8,3,500
9,9,0,247
10,9,2,500
11,9,4,500
12,10,21,460
13,11,0,62
14,12,4,139
15,13,1,47
16,14,7,491
17,15,3,219
18,15,9,500
19,15,2,500
20,16,1,24
21,16,8,500
22,16,0,500
23,17,0,334
24,18,1,96
25,19,2,221
26,20,4,151
27,21,5,101
28,21,6,500
29,22,0,85
30,22,13,500
31,23,10,287
32,24,2,326
33,24,1,500
34,25,2,396
35,26,2,176
36,27,3,43
37,27,1,500
38,28,2,252
39,29,4,37
40,30,0,72
41,31,0,281
42,31,0,500
43,32,0,41
44,33,2,211
45,34,3,137
46,35,3,92
47,36,1,18
48,37,4,76
49,38,4,441
50,39,0,182
51,40,2,125
52,41,5,406
53,42,0,24
54,43,0,54
55,44,4,78
56,45,1,43
57,46,1,149
58,47,3,72
59,48,2,107
60,49,2,49
61,50,1,12
62,50,4,500
63,51,3,44
64,52,7,47
65,52,12,500
66,53,4,58
67,54,8,76
68,55,0,35
69,55,2,500
70,55,3,500
71,55,0,500
72,56,2,31
73,57,3,89
74,58,2,87
75,59,0,62
76,60,2,178
77,61,0,28
78,62,1,39
79,63,4,62
80,64,4,179
81,65,2,89
82,66,2,86
83,67,1,169
84,68,0,196
85,69,2,37
86,69,2,500
87,70,2,66
88,71,1,25
89,72,2,98
90,73,0,45
91,74,0,41
92,75,2,109
93,76,1,49
94,77,0,59
95,78,0,82
96,79,2,25
97,80,3,59
98,81,4,65
99,82,1,25
100,83,4,129
101,84,5,61
102,85,1,20
103,86,2,16
104,87,6,123
105,88,1,118
106,89,1,59
107,90,7,141
108,91,1,93
109,92,2,44
110,93,2,54
111,94,11,61
112,95,1,47
113,96,2,81
114,97,3,134
115,98,10,171
116,99,1,17
117,100,1,59
118,101,0,77
119,102,0,170
120,103,0,23
121,104,1,41
122,105,4,283
123,106,1,43
124,107,4,32
125,108,4,37
126,109,2,52
127,110,0,39
128,111,9,42
129,112,0,8
130,113,3,101
131,114,0,55
132,115,2,44
133,116,2,111
134,117,0,20
135,118,2,84
136,119,0,58
137,120,5,39
138,121,2,44
139,122,1,51
140,123,4,41
141,124,1,22
142,125,3,55
143,126,8,87
144,127,2,73
145,128,1,52
146,129,6,39
147,130,2,68
148,131,1,80
149,132,5,105
150,133,0,8
151,134,3,246
152,135,0,20
153,136,6,95
154,137,0,26
155,138,1,110
156,139,0,46
157,140,1,76
158,141,3,98
159,142,1,22
160,143,1,15
161,144,0,24
162,145,0,129
163,146,1,41
164,147,0,78
165,148,6,55
166,149,0,25
167,150,0,49
168,151,1,29
169,152,0,10
170,153,1,32
171,154,1,28
172,155,1,210
173,156,1,159
174,157,1,41
175,158,0,67
176,159,0,222
177,160,1,236
178,161,0,103
179,162,1,188
180,163,1,67
181,164,0,272
182,165,1,415
183,166,1,24
184,167,1,395
185,168,0,17
186,169,0,25
187,170,1,287
188,171,0,14
189,171,0,500
190,172,1,143
191,173,0,216
192,173,0,500
193,174,0,178
194,175,1,15
195,176,0,446
196,176,1,500
197,176,0,500
198,176,1,500
199,177,1,69
