Agent 0,Agent 1
0,46
3,492
7,491
0,0
2,209
1,342
2,0
6,42
21,18
281,3
339,17
275,11
499,4
7,0
22,0
23,13
182,174
438,439
25,0
10,0
500,498
0,0
2,0
9,0
0,0
1,0
3,0
486,487
0,0
0,0
12,0
450,413
482,478
35,34
500,500
496,496
499,487
0,0
0,0
476,482
9,0
0,0
494,494
1,0
499,499
498,498
240,238
495,491
500,500
498,498
499,499
0,0
498,498
499,499
495,497
493,490
497,497
498,497
499,499
497,497
498,498
460,460
497,497
0,0
498,500
0,0
483,487
499,497
499,499
498,495
498,498
0,0
499,499
500,498
429,418
0,0
498,498
500,498
474,321
500,498
499,499
498,494
498,497
0,0
499,498
0,0
498,472
496,499
499,499
392,393
498,490
499,496
497,499
498,497
0,0
0,1
498,497
500,490
0,0
0,0
497,498
0,0
498,499
0,0
499,500
500,0
499,485
498,498
0,0
499,500
499,500
0,0
0,0
0,0
500,496
499,498
496,497
499,498
0,0
498,497
500,498
0,0
500,499
0,0
498,496
498,497
499,498
497,496
0,0
498,498
499,500
498,498
476,476
498,498
0,0
499,498
496,497
0,0
0,0
486,188
484,484
499,499
474,475
498,497
498,500
498,499
0,0
500,499
495,495
493,493
493,493
495,496
498,500
499,500
496,496
498,498
0,1
0,0
500,499
491,491
499,498
498,499
497,496
497,497
497,497
498,498
498,498
0,1
493,492
0,0
499,499
495,495
498,499
0,0
0,0
383,381
497,496
500,496
0,0
499,487
374,388
301,305
498,499
496,498
169,167
0,0
499,487
374,388
301,305
498,499
496,498
497,498
0,0
0,0
0,0
498,498
0,0
0,0
1,0
3,3
1,48
4,2
499,498
498,499
497,496
497,497
497,497
149,149
498,0
1,0
0,1
0,501
3,500
0,482
0,0
0,1
0,0
1,0
496,498
0,0
0,0
0,0
0,0
0,0
0,0
499,498
498,499
497,496
497,497
497,497
0,0
499,498
498,499
497,496
497,497
497,497
0,0
2,0
5,89
0,0
0,1
0,0
0,15
0,0
499,498
498,499
497,496
497,497
497,497
0,474
0,0
0,492
175,0
0,0
43,36
1,0
0,0
0,0
0,0
0,0
0,495
0,0
398,0
0,0
0,0
0,0
0,0
0,0
10,0
499,498
498,499
497,496
497,497
497,497
495,12
483,0
500,64
481,0
1,151
0,0
65,0
0,2
19,0
2,465
0,0
34,383
255,111
44,199
0,498
0,0
0,0
93,0
200,0
75,0
150,0
2,499
0,20
5,0
1,0
0,0
0,0
1,500
1,3
2,26
0499,498
498,499
497,496
497,497
497,497
56,182
293,116
126,246
340,482
464,460
35,34
497,498
436,435
495,495
499,501
457,457
498,498
498,499
497,497
0,0
97,96
0,0
1,0
0,0
499,500
256,256
386,386
499,498
0,0
0,0
498,498
428,423
497,498
499,498
499,498
498,499
499,499
499,498
0,0
0,0
473,0
12,12
499,483
484,483
467,466
0,0
496,496
270,270
359,359
0,0
500,499
498,500
313,313
486,485
0,0
499,498
366,366
492,480
495,496
480,479
500,499
482,482
0,2
297,295
498,498
0,0
0,0
499,499
496,495
499,498
0,0
494,494
498,497
0,0
498,498
500,498
0,0
498,497
0,0
0,0
442,440
80,80
0,1
498,499
498,497
499,489
0,1
498,497
499,498
0,0
494,495
497,498
0,0
0,499
498,499
499,499
497,497
498,499
495,495
496,495
0,0
498,498
0,0
498,497
0,0
497,496
500,499
498,499
0,0
499,498
0,499
499,498
499,498
1,0
499,498
499,499
499,498
497,497
0,0
499,491
0,0
0,0
499,499
499,499
0,0
495,497
499,498
497,497
498,498
498,497
497,497
0,0
0,171
0,396
0,461
1,33
8,189
0,499
0,499
0,499
0,501
500,0
0,498
496,0
495,497
499,498
497,497
498,498
498,497
497,497
496,498
498,498
499,497
491,492
498,499
497,498
497,498
499,499
0,499
497,497
499,500
495,497
499,498
497,497
498,498
498,497
497,497
496,498
498,498
499,497
491,492
498,499
497,498
497,498
499,499
499,499
490,499
490,499
497,497
496,498
498,498
499,497
491,492
498,499
497,498
497,498
499,499
499,499
490,499
490,499
497,497
499,498
498,499
497,496
497,497
497,497
