episode,total_done,total_col,step
0,0,0,500
1,0,1,500
2,0,6,500
3,0,3,500
4,0,0,500
5,0,4,500
6,0,4,500
7,0,1,500
8,0,0,500
9,0,6,500
10,0,3,500
11,0,1,500
12,0,4,500
13,1,0,437
14,1,0,500
15,1,4,500
16,1,0,500
17,2,0,442
18,2,3,500
19,2,0,500
20,2,0,500
21,3,0,471
22,3,4,500
23,3,0,500
24,3,6,500
25,4,0,357
26,4,1,500
27,5,3,484
28,5,5,500
29,5,0,500
30,5,0,500
31,5,3,500
32,5,0,500
33,5,0,500
34,5,0,500
35,5,0,500
36,5,0,500
37,5,0,500
38,5,0,500
39,5,0,500
40,6,1,486
41,6,0,500
42,6,2,500
43,6,0,500
44,7,2,444
45,7,0,500
46,7,0,500
47,7,0,500
48,8,2,408
49,8,0,500
50,8,0,500
51,8,0,500
52,8,0,500
53,8,0,500
54,8,5,500
55,8,0,500
56,8,0,500
57,9,7,447
58,10,3,381
59,10,0,500
60,10,0,500
61,10,0,500
62,10,0,500
63,10,6,500
64,10,0,500
65,10,0,500
66,10,0,500
67,10,0,500
68,10,0,500
69,10,0,500
70,10,0,500
71,10,0,500
72,10,0,500
73,10,0,500
74,10,0,500
75,10,0,500
76,11,0,417
77,11,0,500
78,11,0,500
79,11,0,500
80,12,8,379
81,12,11,500
82,12,0,500
83,12,0,500
84,12,0,500
85,12,0,500
86,12,0,500
87,12,0,500
88,12,29,500
89,12,0,500
90,12,0,500
91,12,0,500
92,12,0,500
93,12,0,500
94,13,0,449
95,13,0,500
96,13,0,500
97,13,0,500
98,13,0,500
99,13,0,500
100,13,0,500
101,13,0,500
102,13,0,500
103,13,0,500
104,13,6,500
105,13,0,500
106,14,0,386
107,14,0,500
108,14,1,500
109,14,0,500
110,14,0,500
111,14,0,500
112,15,0,494
113,15,1,500
114,16,0,451
115,16,0,500
116,16,11,500
117,16,0,500
118,16,6,500
119,17,1,313
120,17,0,500
121,17,0,500
122,17,0,500
123,18,0,372
124,18,0,500
125,19,0,420
126,19,1,500
127,19,0,500
128,19,0,500
129,19,5,500
130,19,0,500
131,19,0,500
132,19,12,500
133,20,0,258
134,21,0,187
135,21,0,500
136,21,6,500
137,21,1,500
138,21,2,500
139,21,13,500
140,21,0,500
141,21,0,500
142,21,0,500
143,21,0,500
144,21,1,500
145,21,0,500
146,21,0,500
147,21,0,500
148,21,1,500
149,21,4,500
150,21,1,500
151,21,6,500
152,21,2,500
153,21,0,500
154,21,0,500
155,22,4,396
156,22,0,500
157,22,0,500
158,22,0,500
159,22,0,500
160,22,0,500
161,23,0,500
162,23,0,500
163,23,0,500
164,23,0,500
165,23,0,500
166,23,0,500
167,23,0,500
168,23,0,500
169,24,0,176
170,24,0,500
171,24,1,500
172,24,0,500
173,24,0,500
174,24,0,500
175,24,0,500
176,24,3,500
177,24,0,500
178,24,0,500
179,24,0,500
180,24,0,500
181,24,0,500
182,24,0,500
183,25,11,266
184,25,11,500
185,25,0,500
186,25,0,500
187,25,0,500
188,26,2,340
189,26,7,500
190,26,6,500
191,26,1,500
192,27,1,227
193,28,0,475
194,29,0,208
195,29,0,500
196,29,0,500
197,29,0,500
198,29,0,500
199,30,0,299
200,30,0,500
201,30,0,500
202,31,1,201
203,31,1,500
204,31,0,500
205,32,0,351
206,32,0,500
207,32,0,500
208,32,0,500
209,33,1,442
210,33,0,500
211,33,0,500
212,33,0,500
213,33,0,500
214,33,0,500
215,33,0,500
216,33,0,500
217,33,1,500
218,33,0,500
219,33,0,500
220,33,0,500
221,33,0,500
222,33,0,500
223,34,0,342
224,34,0,500
225,34,0,500
226,34,0,500
227,34,0,500
228,34,2,500
229,34,11,500
230,34,15,500
231,34,0,500
232,35,0,256
233,35,0,500
234,35,45,500
235,35,26,500
236,35,0,500
237,35,4,500
238,35,2,500
239,35,0,500
240,35,0,500
241,35,0,500
242,35,4,500
243,35,0,500
244,35,0,500
245,35,0,500
246,35,0,500
247,35,0,500
248,35,0,500
249,35,0,500
250,35,1,500
251,36,0,348
252,37,0,392
253,37,0,500
254,37,12,500
255,37,1,500
256,37,0,500
257,37,0,500
258,37,0,500
259,37,0,500
260,37,0,500
261,37,0,500
262,37,0,500
263,37,0,500
264,37,0,500
265,37,0,500
266,37,0,500
267,37,0,500
268,37,0,500
269,37,0,500
270,37,0,500
271,37,0,500
272,37,0,500
273,37,0,500
274,37,0,500
275,37,0,500
276,37,0,500
277,37,1,500
278,37,0,500
279,37,0,500
280,37,0,500
281,37,0,500
282,37,0,500
283,37,0,500
284,37,0,500
285,37,8,500
286,37,0,500
287,37,0,500
288,37,0,500
289,37,0,500
290,37,0,500
291,37,0,500
292,37,0,500
293,37,0,500
294,37,0,500
295,37,1,500
296,37,0,500
297,37,0,500
298,37,0,500
299,37,0,500
