episode,mean_done,stderr_done,upper_done,lower_done,mean_col,stderr_col,upper_col,lower_col
0,0.0,0.0,0.0,0.0,2.7777777777777777,1.0378634273483003,3.815641205126078,1.7399143504294774
1,0.0,0.0,0.0,0.0,1.2222222222222223,0.9969088024959089,2.219131024718131,0.22531341972631347
2,0.2222222222222222,0.1469861839480328,0.369208406170255,0.0752360382741894,2.3333333333333335,1.0,3.3333333333333335,1.3333333333333335
3,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,3.4444444444444446,1.3344902388293682,4.778934683273813,2.109954205615076
4,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666
5,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,3.2222222222222223,1.4792807728549275,4.70150299507715,1.7429414493672948
6,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,2.6666666666666665,0.8164965809277259,3.4831632475943923,1.8501700857389407
7,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,1.7777777777777777,0.9828781118307851,2.7606558896085627,0.7948996659469926
8,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,3.4444444444444446,2.6199613605670216,6.064405805011466,0.8244830838774231
9,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,1.8888888888888888,0.9345891022922622,2.823477991181151,0.9542997865966266
10,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,2.4444444444444446,1.9011042924742971,4.345548736918742,0.5433401519701475
11,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,1.8888888888888888,0.6961091158967593,2.584998004785648,1.1927797729921297
12,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,2.3333333333333335,1.0540925533894596,3.3874258867227933,1.2792407799438739
13,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,1.8888888888888888,0.7535922203472518,2.6424811092361407,1.135296668541637
14,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,1.6666666666666667,0.8333333333333334,2.5,0.8333333333333334
15,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,0.5555555555555556,0.33793125168323446,0.89348680723879,0.21762430387232112
16,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,4.0,1.6414763002993507,5.641476300299351,2.3585236997006493
17,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,2.888888888888889,1.4761478061762692,4.365036695065158,1.4127410827126197
18,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,1.7777777777777777,0.8127077132404329,2.5904854910182107,0.9650700645373448
19,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,3.2222222222222223,1.0642913367037787,4.286513558926001,2.157930885518444
20,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,1.8888888888888888,1.0061539042374907,2.89504279312638,0.8827349846513981
21,0.4444444444444444,0.17568209223157663,0.620126536676021,0.2687623522128678,2.888888888888889,0.8407081083567531,3.729596997245642,2.0481807805321357
22,0.5555555555555556,0.2421610524189263,0.7977166079744819,0.3133945031366293,1.5555555555555556,0.5555555555555556,2.111111111111111,1.0
23,0.5555555555555556,0.2421610524189263,0.7977166079744819,0.3133945031366293,3.5555555555555554,1.5733113620562553,5.128866917611811,1.9822441934993
24,0.5555555555555556,0.2421610524189263,0.7977166079744819,0.3133945031366293,1.3333333333333333,0.7993052538854534,2.1326385872187865,0.5340280794478799
25,0.6666666666666666,0.2886751345948129,0.9553418012614796,0.3779915320718537,3.2222222222222223,1.9914942587705469,5.213716480992769,1.2307279634516755
26,0.6666666666666666,0.2886751345948129,0.9553418012614796,0.3779915320718537,1.5555555555555556,0.7092858519335392,2.2648414074890946,0.8462697036220164
27,0.7777777777777778,0.32394177193585005,1.1017195497136278,0.45383600584192774,1.1111111111111112,0.5121969142940493,1.6233080254051604,0.5989141968170618
28,0.7777777777777778,0.32394177193585005,1.1017195497136278,0.45383600584192774,2.5555555555555554,1.081551240773988,3.6371067963295434,1.4740043147815673
29,0.7777777777777778,0.32394177193585005,1.1017195497136278,0.45383600584192774,1.4444444444444444,0.8836652066992703,2.3281096511437145,0.5607792377451741
30,0.7777777777777778,0.32394177193585005,1.1017195497136278,0.45383600584192774,2.111111111111111,0.7895928001973275,2.9007039113084385,1.3215183109137838
31,0.7777777777777778,0.32394177193585005,1.1017195497136278,0.45383600584192774,1.6666666666666667,0.6236095644623235,2.29027623112899,1.0430571022043433
32,0.7777777777777778,0.32394177193585005,1.1017195497136278,0.45383600584192774,2.2222222222222223,1.1758894715842623,3.3981116938064844,1.04633275063796
33,0.8888888888888888,0.30932024237944566,1.1982091312683345,0.5795686465094432,1.0,0.5527707983925666,1.5527707983925665,0.4472292016074334
34,0.8888888888888888,0.30932024237944566,1.1982091312683345,0.5795686465094432,3.2222222222222223,1.7462481828335237,4.968470405055746,1.4759740393886986
35,0.8888888888888888,0.30932024237944566,1.1982091312683345,0.5795686465094432,0.5555555555555556,0.29397236789606557,0.8495279234516211,0.26158318765949
36,0.8888888888888888,0.30932024237944566,1.1982091312683345,0.5795686465094432,2.6666666666666665,1.8708286933869707,4.537495360053637,0.7958379732796959
37,0.8888888888888888,0.30932024237944566,1.1982091312683345,0.5795686465094432,3.888888888888889,3.1111111111111107,7.0,0.7777777777777781
38,0.8888888888888888,0.30932024237944566,1.1982091312683345,0.5795686465094432,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
