episode,mean_done,stderr_done,upper_done,lower_done
0,0.0,0.0,0.0,0.0
1,0.125,0.125,0.25,0.0
2,0.125,0.125,0.25,0.0
3,0.125,0.125,0.25,0.0
4,0.125,0.125,0.25,0.0
5,0.125,0.125,0.25,0.0
6,0.125,0.125,0.25,0.0
7,0.125,0.125,0.25,0.0
8,0.125,0.125,0.25,0.0
9,0.125,0.125,0.25,0.0
10,0.125,0.125,0.25,0.0
11,0.125,0.125,0.25,0.0
12,0.125,0.125,0.25,0.0
13,0.125,0.125,0.25,0.0
14,0.125,0.125,0.25,0.0
15,0.125,0.125,0.25,0.0
16,0.125,0.125,0.25,0.0
17,0.125,0.125,0.25,0.0
18,0.125,0.125,0.25,0.0
19,0.125,0.125,0.25,0.0
20,0.125,0.125,0.25,0.0
21,0.125,0.125,0.25,0.0
22,0.125,0.125,0.25,0.0
23,0.125,0.125,0.25,0.0
24,0.125,0.125,0.25,0.0
25,0.125,0.125,0.25,0.0
26,0.125,0.125,0.25,0.0
27,0.125,0.125,0.25,0.0
28,0.125,0.125,0.25,0.0
29,0.125,0.125,0.25,0.0
30,0.125,0.125,0.25,0.0
31,0.125,0.125,0.25,0.0
32,0.125,0.125,0.25,0.0
33,0.125,0.125,0.25,0.0
34,0.125,0.125,0.25,0.0
35,0.125,0.125,0.25,0.0
36,0.125,0.125,0.25,0.0
37,0.125,0.125,0.25,0.0
38,0.125,0.125,0.25,0.0
39,0.125,0.125,0.25,0.0
40,0.125,0.125,0.25,0.0
41,0.125,0.125,0.25,0.0
42,0.125,0.125,0.25,0.0
43,0.125,0.125,0.25,0.0
44,0.125,0.125,0.25,0.0
45,0.125,0.125,0.25,0.0
46,0.125,0.125,0.25,0.0
47,0.125,0.125,0.25,0.0
48,0.125,0.125,0.25,0.0
49,0.125,0.125,0.25,0.0
50,0.125,0.125,0.25,0.0
51,0.125,0.125,0.25,0.0
52,0.125,0.125,0.25,0.0
53,0.125,0.125,0.25,0.0
54,0.125,0.125,0.25,0.0
55,0.125,0.125,0.25,0.0
56,0.125,0.125,0.25,0.0
57,0.125,0.125,0.25,0.0
58,0.125,0.125,0.25,0.0
59,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
60,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
61,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
62,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
63,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
64,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
65,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
66,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
67,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
68,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
69,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
70,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
71,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
72,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
73,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
74,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
75,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
76,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
77,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
78,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
79,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
80,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
81,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
82,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
83,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
84,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
85,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
86,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
87,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
88,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
89,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
90,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
91,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
92,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
93,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
94,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
95,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
96,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
97,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
98,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
99,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
100,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
101,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
102,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
103,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
104,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
105,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
106,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
107,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
108,0.375,0.2630521404045756,0.6380521404045756,0.11194785959542441
109,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
110,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
111,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
112,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
113,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
114,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
115,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
116,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
117,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
118,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
119,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
120,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
121,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
122,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
123,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
124,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
125,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
126,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
127,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
128,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
129,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
130,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
131,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
132,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
133,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
134,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
135,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
136,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
137,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
138,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
139,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
140,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
141,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
142,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
143,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
144,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
145,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
146,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
147,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
148,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
149,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
150,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
151,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
152,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
153,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
154,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
155,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
156,0.5,0.26726124191242434,0.7672612419124243,0.23273875808757566
157,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
158,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
159,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
160,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
161,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
162,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
163,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
164,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
165,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
166,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
167,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
168,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
169,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
170,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
171,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
172,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
173,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
174,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
175,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
176,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
177,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
178,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
179,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
180,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
181,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
182,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
183,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
184,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
185,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
186,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
187,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
188,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
189,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
190,0.75,0.3659625273556999,1.1159625273557,0.3840374726443001
