episode,mean,stderr,upper,lower
100,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
101,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
102,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
103,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
104,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
105,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
106,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
107,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
108,0.4,0.4000000000000001,0.8,-5.551115123125783e-17
109,0.6,0.39999999999999997,1.0,0.2
110,0.6,0.39999999999999997,1.0,0.2
111,0.6,0.39999999999999997,1.0,0.2
112,0.6,0.39999999999999997,1.0,0.2
113,0.6,0.39999999999999997,1.0,0.2
114,0.6,0.39999999999999997,1.0,0.2
115,0.6,0.39999999999999997,1.0,0.2
116,0.6,0.39999999999999997,1.0,0.2
117,0.6,0.39999999999999997,1.0,0.2
118,0.6,0.39999999999999997,1.0,0.2
119,0.6,0.39999999999999997,1.0,0.2
120,0.6,0.39999999999999997,1.0,0.2
121,0.6,0.39999999999999997,1.0,0.2
122,0.6,0.39999999999999997,1.0,0.2
123,0.6,0.39999999999999997,1.0,0.2
124,0.6,0.39999999999999997,1.0,0.2
125,0.6,0.39999999999999997,1.0,0.2
126,0.6,0.39999999999999997,1.0,0.2
127,0.6,0.39999999999999997,1.0,0.2
128,0.6,0.39999999999999997,1.0,0.2
129,0.6,0.39999999999999997,1.0,0.2
130,0.6,0.39999999999999997,1.0,0.2
131,0.6,0.39999999999999997,1.0,0.2
132,0.6,0.39999999999999997,1.0,0.2
133,0.6,0.39999999999999997,1.0,0.2
134,0.6,0.39999999999999997,1.0,0.2
135,0.6,0.39999999999999997,1.0,0.2
136,0.6,0.39999999999999997,1.0,0.2
137,0.6,0.39999999999999997,1.0,0.2
138,0.6,0.39999999999999997,1.0,0.2
139,0.6,0.39999999999999997,1.0,0.2
140,0.6,0.39999999999999997,1.0,0.2
141,0.6,0.39999999999999997,1.0,0.2
142,0.6,0.39999999999999997,1.0,0.2
143,0.6,0.39999999999999997,1.0,0.2
144,0.6,0.39999999999999997,1.0,0.2
145,0.6,0.39999999999999997,1.0,0.2
146,0.6,0.39999999999999997,1.0,0.2
147,0.6,0.39999999999999997,1.0,0.2
148,0.6,0.39999999999999997,1.0,0.2
149,0.6,0.39999999999999997,1.0,0.2
150,0.6,0.39999999999999997,1.0,0.2
151,0.6,0.39999999999999997,1.0,0.2
152,0.6,0.39999999999999997,1.0,0.2
153,0.6,0.39999999999999997,1.0,0.2
154,0.6,0.39999999999999997,1.0,0.2
155,0.6,0.39999999999999997,1.0,0.2
156,0.6,0.39999999999999997,1.0,0.2
157,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
158,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
159,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
160,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
161,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
162,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
163,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
164,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
165,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
166,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
167,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
168,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
169,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
170,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
171,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
172,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
173,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
174,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
175,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
176,0.8,0.3741657386773941,1.1741657386773943,0.42583426132260593
177,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
178,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
179,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
180,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
181,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
182,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
183,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
184,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
185,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
186,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
187,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
188,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
189,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
190,1.0,0.5477225575051661,1.547722557505166,0.4522774424948339
191,1.2,0.7348469228349533,1.9348469228349532,0.4651530771650466
192,1.2,0.7348469228349533,1.9348469228349532,0.4651530771650466
193,1.4,0.9273618495495702,2.32736184954957,0.4726381504504297
194,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
195,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
196,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
197,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
198,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
199,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
200,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
201,1.6,1.1224972160321824,2.7224972160321825,0.47750278396781765
202,1.8,1.3190905958272918,3.119090595827292,0.4809094041727082
203,1.8,1.3190905958272918,3.119090595827292,0.4809094041727082
204,1.8,1.3190905958272918,3.119090595827292,0.4809094041727082
205,1.8,1.3190905958272918,3.119090595827292,0.4809094041727082
206,1.8,1.3190905958272918,3.119090595827292,0.4809094041727082
207,2.0,1.51657508881031,3.51657508881031,0.48342491118969
208,2.0,1.51657508881031,3.51657508881031,0.48342491118969
209,2.0,1.51657508881031,3.51657508881031,0.48342491118969
210,2.0,1.51657508881031,3.51657508881031,0.48342491118969
211,2.2,1.7146428199482247,3.9146428199482246,0.4853571800517755
212,2.2,1.7146428199482247,3.9146428199482246,0.4853571800517755
213,2.2,1.7146428199482247,3.9146428199482246,0.4853571800517755
214,2.4,1.9131126469708992,4.313112646970899,0.4868873530291007
215,2.4,1.9131126469708992,4.313112646970899,0.4868873530291007
216,2.4,1.9131126469708992,4.313112646970899,0.4868873530291007
217,2.4,1.9131126469708992,4.313112646970899,0.4868873530291007
218,2.4,1.9131126469708992,4.313112646970899,0.4868873530291007
219,2.6,2.111871208194288,4.711871208194288,0.4881287918057122
220,2.6,2.111871208194288,4.711871208194288,0.4881287918057122
221,2.6,2.111871208194288,4.711871208194288,0.4881287918057122
222,2.6,2.111871208194288,4.711871208194288,0.4881287918057122
223,2.6,2.111871208194288,4.711871208194288,0.4881287918057122
224,2.8,2.310844001658268,5.110844001658268,0.48915599834173173
225,2.8,2.310844001658268,5.110844001658268,0.48915599834173173
226,3.0,2.5099800796022267,5.509980079602227,0.4900199203977733
227,3.0,2.5099800796022267,5.509980079602227,0.4900199203977733
228,3.0,2.5099800796022267,5.509980079602227,0.4900199203977733
229,3.2,2.7092434368288134,5.909243436828813,0.49075656317118677
230,3.2,2.7092434368288134,5.909243436828813,0.49075656317118677
231,3.2,2.7092434368288134,5.909243436828813,0.49075656317118677
232,3.2,2.7092434368288134,5.909243436828813,0.49075656317118677
233,3.2,2.7092434368288134,5.909243436828813,0.49075656317118677
234,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
235,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
236,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
237,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
238,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
239,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
240,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
241,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
242,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
243,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
244,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
245,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
246,3.4,2.908607914449797,6.308607914449797,0.49139208555020275
247,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
248,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
249,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
250,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
251,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
252,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
253,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
254,3.6,3.10805405358401,6.708054053584011,0.4919459464159899
255,3.8,3.307567081708245,7.107567081708245,0.4924329182917546
256,3.8,3.307567081708245,7.107567081708245,0.4924329182917546
257,3.8,3.307567081708245,7.107567081708245,0.4924329182917546
258,4.0,3.507135583350036,7.507135583350037,0.49286441664996383
259,4.0,3.507135583350036,7.507135583350037,0.49286441664996383
260,4.0,3.507135583350036,7.507135583350037,0.49286441664996383
261,4.2,3.7067505985701272,7.906750598570127,0.49324940142987295
262,4.2,3.7067505985701272,7.906750598570127,0.49324940142987295
263,4.2,3.7067505985701272,7.906750598570127,0.49324940142987295
264,4.4,3.906404996924922,8.306404996924922,0.4935950030750784
265,4.4,3.906404996924922,8.306404996924922,0.4935950030750784
266,4.4,3.906404996924922,8.306404996924922,0.4935950030750784
267,4.6,4.106093033529561,8.70609303352956,0.49390696647043875
268,4.8,4.305810028322197,9.105810028322196,0.49418997167780265
269,4.8,4.305810028322197,9.105810028322196,0.49418997167780265
270,5.0,4.505552130427525,9.505552130427525,0.49444786957247544
271,5.0,4.505552130427525,9.505552130427525,0.49444786957247544
272,5.0,4.505552130427525,9.505552130427525,0.49444786957247544
273,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
274,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
275,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
276,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
277,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
278,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
279,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
280,5.2,4.705316142407437,9.905316142407436,0.4946838575925634
281,5.4,4.905099387372289,10.30509938737229,0.49490061262771157
282,5.6,5.104899607240086,10.704899607240087,0.49510039275991335
283,5.8,5.304714883949937,11.104714883949937,0.49528511605006287
284,6.0,5.504543577809153,11.504543577809153,0.4954564221908466
285,6.2,5.7043842787806645,11.904384278780665,0.4956157212193357
286,6.2,5.7043842787806645,11.904384278780665,0.4956157212193357
287,6.2,5.7043842787806645,11.904384278780665,0.4956157212193357
288,6.4,5.904235767650205,12.304235767650205,0.4957642323497957
289,6.4,5.904235767650205,12.304235767650205,0.4957642323497957
290,6.4,5.904235767650205,12.304235767650205,0.4957642323497957
291,6.4,5.904235767650205,12.304235767650205,0.4957642323497957
292,6.4,5.904235767650205,12.304235767650205,0.4957642323497957
293,6.4,5.904235767650205,12.304235767650205,0.4957642323497957
294,6.6,6.104096984812741,12.70409698481274,0.49590301518725877
295,6.8,6.3039670049897945,13.103967004989794,0.49603299501020537
296,6.8,6.3039670049897945,13.103967004989794,0.49603299501020537
297,7.0,6.5038450166036395,13.50384501660364,0.49615498339636055
298,7.2,6.703730304837748,13.903730304837747,0.49626969516225206
299,7.2,6.703730304837748,13.903730304837747,0.49626969516225206
300,7.4,6.903622237637283,14.303622237637283,0.4963777623627177
301,7.4,6.903622237637283,14.303622237637283,0.4963777623627177
302,7.6,7.103520254071215,14.703520254071215,0.4964797459287844
303,7.6,7.103520254071215,14.703520254071215,0.4964797459287844
304,7.8,7.303423854604085,15.103423854604085,0.496576145395915
305,7.8,7.303423854604085,15.103423854604085,0.496576145395915
306,7.8,7.303423854604085,15.103423854604085,0.496576145395915
307,8.0,7.503332592921628,15.503332592921627,0.4966674070783723
308,8.2,7.703246069028303,15.903246069028302,0.4967539309716962
309,8.4,7.903163923391694,16.303163923391693,0.4968360766083064
310,8.4,7.903163923391694,16.303163923391693,0.4968360766083064
311,8.4,7.903163923391694,16.303163923391693,0.4968360766083064
312,8.4,7.903163923391694,16.303163923391693,0.4968360766083064
313,8.4,7.903163923391694,16.303163923391693,0.4968360766083064
314,8.4,7.903163923391694,16.303163923391693,0.4968360766083064
315,8.6,8.103085831953157,16.703085831953157,0.4969141680468425
316,8.8,8.303011501858828,17.10301150185883,0.49698849814117274
317,9.0,8.502940667792524,17.502940667792522,0.4970593322074759
318,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
319,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
320,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
321,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
322,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
323,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
324,9.2,8.702873088813831,17.90287308881383,0.49712691118616803
325,9.4,8.902808545621994,18.302808545621993,0.49719145437800627
326,9.4,8.902808545621994,18.302808545621993,0.49719145437800627
327,9.6,9.10274683818022,18.702746838180218,0.4972531618197795
328,9.6,9.10274683818022,18.702746838180218,0.4972531618197795
329,9.8,9.302687783646187,19.10268778364619,0.49731221635381395
330,9.8,9.302687783646187,19.10268778364619,0.49731221635381395
331,9.8,9.302687783646187,19.10268778364619,0.49731221635381395
332,9.8,9.302687783646187,19.10268778364619,0.49731221635381395
333,9.8,9.302687783646187,19.10268778364619,0.49731221635381395
334,9.8,9.302687783646187,19.10268778364619,0.49731221635381395
335,10.0,9.50263121456368,19.502631214563678,0.49736878543632024
336,10.0,9.50263121456368,19.502631214563678,0.49736878543632024
337,10.0,9.50263121456368,19.502631214563678,0.49736878543632024
338,10.0,9.50263121456368,19.502631214563678,0.49736878543632024
339,10.2,9.702576977277737,19.902576977277736,0.4974230227222627
340,10.2,9.702576977277737,19.902576977277736,0.4974230227222627
341,10.4,9.902524930541706,20.302524930541708,0.4974750694582948
342,10.6,10.102474944289641,20.70247494428964,0.49752505571035854
343,10.6,10.102474944289641,20.70247494428964,0.49752505571035854
344,10.6,10.102474944289641,20.70247494428964,0.49752505571035854
345,10.8,10.302426898551623,21.102426898551624,0.49757310144837774
346,11.0,10.502380682492898,21.5023806824929,0.49761931750710175
347,11.0,10.502380682492898,21.5023806824929,0.49761931750710175
348,11.0,10.502380682492898,21.5023806824929,0.49761931750710175
349,11.0,10.502380682492898,21.5023806824929,0.49761931750710175
350,11.0,10.502380682492898,21.5023806824929,0.49761931750710175
351,11.0,10.502380682492898,21.5023806824929,0.49761931750710175
352,11.2,10.702336193560729,21.90233619356073,0.4976638064392702
353,11.2,10.702336193560729,21.90233619356073,0.4976638064392702
354,11.4,10.902293336725077,22.30229333672508,0.49770666327492386
355,11.4,10.902293336725077,22.30229333672508,0.49770666327492386
356,11.6,11.102252023801295,22.702252023801293,0.4977479761987045
357,11.8,11.302212172844747,23.102212172844748,0.4977878271552534
358,11.8,11.302212172844747,23.102212172844748,0.4977878271552534
359,11.8,11.302212172844747,23.102212172844748,0.4977878271552534
360,11.8,11.302212172844747,23.102212172844748,0.4977878271552534
361,12.0,11.502173707608488,23.50217370760849,0.49782629239151177
362,12.2,11.702136557056578,23.90213655705658,0.4978634429434212
363,12.4,11.902100654926425,24.302100654926427,0.49789934507357536
364,12.6,12.102065939334489,24.70206593933449,0.4979340606655107
365,12.6,12.102065939334489,24.70206593933449,0.4979340606655107
366,12.6,12.102065939334489,24.70206593933449,0.4979340606655107
367,12.6,12.102065939334489,24.70206593933449,0.4979340606655107
368,12.6,12.102065939334489,24.70206593933449,0.4979340606655107
369,12.8,12.302032352420472,25.102032352420473,0.4979676475795287
370,13.0,12.501999840025595,25.501999840025597,0.4980001599744046
371,13.2,12.70196835140129,25.901968351401287,0.49803164859870996
372,13.2,12.70196835140129,25.901968351401287,0.49803164859870996
373,13.4,12.901937838944969,26.30193783894497,0.49806216105503154
374,13.6,13.101908257959982,26.701908257959982,0.4980917420400175
375,13.6,13.101908257959982,26.701908257959982,0.4980917420400175
376,13.8,13.301879566437218,27.10187956643722,0.49812043356278224
377,14.0,13.501851724856113,27.501851724856113,0.4981482751438868
378,14.0,13.501851724856113,27.501851724856113,0.4981482751438868
379,14.2,13.701824696003081,27.901824696003082,0.4981753039969181
380,14.4,13.901798444805621,28.30179844480562,0.49820155519437925
381,14.6,14.101772938180503,28.701772938180504,0.49822706181949705
382,14.8,14.301748144894734,29.101748144894735,0.4982518551052664
383,14.8,14.301748144894734,29.101748144894735,0.4982518551052664
384,14.8,14.301748144894734,29.101748144894735,0.4982518551052664
385,15.0,14.501724035437993,29.501724035437995,0.49827596456200673
386,15.0,14.501724035437993,29.501724035437995,0.49827596456200673
387,15.2,14.70170058190548,29.90170058190548,0.49829941809452016
388,15.4,14.901677757890218,30.301677757890218,0.4983222421097828
389,15.6,15.101655538383861,30.70165553838386,0.49834446161613855
390,15.6,15.101655538383861,30.70165553838386,0.49834446161613855
391,15.6,15.101655538383861,30.70165553838386,0.49834446161613855
392,15.8,15.301633899685354,31.101633899685353,0.49836610031464623
393,15.8,15.301633899685354,31.101633899685353,0.49836610031464623
394,16.0,15.501612819316575,31.501612819316577,0.4983871806834248
395,16.0,15.501612819316575,31.501612819316577,0.4983871806834248
396,16.0,15.501612819316575,31.501612819316577,0.4983871806834248
397,16.0,15.501612819316575,31.501612819316577,0.4983871806834248
398,16.0,15.501612819316575,31.501612819316577,0.4983871806834248
399,16.2,15.701592275944499,31.9015922759445,0.49840772405550027
400,16.2,15.701592275944499,31.9015922759445,0.49840772405550027
401,16.4,15.901572249309185,32.30157224930918,0.4984277506908139
402,16.6,16.101552720157148,32.70155272015715,0.4984472798428534
403,16.8,16.301533670179627,33.10153367017963,0.4984663298203742
404,17.0,16.501515081955354,33.501515081955354,0.498484918044646
405,17.0,16.501515081955354,33.501515081955354,0.498484918044646
406,17.2,16.70149693889742,33.901496938897424,0.49850306110257847
407,17.4,16.90147922520393,34.30147922520393,0.49852077479607004
408,17.6,17.101461925812075,34.701461925812076,0.49853807418792684
409,17.6,17.101461925812075,34.701461925812076,0.49853807418792684
410,17.8,17.301445026355456,35.10144502635546,0.49855497364454493
411,18.0,17.501428513124292,35.501428513124296,0.49857148687570785
412,18.2,17.701412373028315,35.901412373028315,0.498587626971684
413,18.4,17.90139659356219,36.30139659356219,0.49860340643780887
414,18.6,18.101381162773187,36.70138116277319,0.49861883722681455
415,18.6,18.101381162773187,36.70138116277319,0.49861883722681455
416,18.8,18.30136606923101,37.101366069231005,0.49863393076899243
417,19.0,18.501351301999538,37.501351301999534,0.4986486980004621
418,19.2,18.70133685061044,37.901336850610434,0.4986631493895608
419,19.2,18.70133685061044,37.901336850610434,0.4986631493895608
420,19.4,18.90132270503839,38.30132270503839,0.4986772949616096
421,19.6,19.101308855677928,38.70130885567793,0.4986911443220734
422,19.8,19.301295293321637,39.10129529332164,0.49870470667836386
423,19.8,19.301295293321637,39.10129529332164,0.49870470667836386
424,20.0,19.501282009139807,39.50128200913981,0.4987179908601931
425,20.2,19.70126899466123,39.90126899466123,0.4987310053387688
426,20.2,19.70126899466123,39.90126899466123,0.4987310053387688
427,20.2,19.70126899466123,39.90126899466123,0.4987310053387688
428,20.4,19.90125624175519,40.30125624175518,0.4987437582448102
429,20.6,20.101243742614535,40.70124374261454,0.49875625738546603
430,20.8,20.30123148973973,41.10123148973973,0.4987685102602697
431,20.8,20.30123148973973,41.10123148973973,0.4987685102602697
432,20.8,20.30123148973973,41.10123148973973,0.4987685102602697
433,21.0,20.501219475923865,41.50121947592386,0.4987805240761354
434,21.2,20.701207694238516,41.901207694238515,0.4987923057614836
435,21.4,20.653329029480936,42.053329029480935,0.7466709705190624
436,21.6,20.853297101417798,42.4532971014178,0.7467028985822033
437,21.8,21.053265779921176,42.85326577992117,0.7467342200788245
438,21.8,21.053265779921176,42.85326577992117,0.7467342200788245
439,21.8,21.053265779921176,42.85326577992117,0.7467342200788245
440,21.8,21.053265779921176,42.85326577992117,0.7467342200788245
441,22.0,21.253235047869772,43.25323504786977,0.7467649521302278
442,22.0,21.253235047869772,43.25323504786977,0.7467649521302278
443,22.2,21.4532048887806,43.6532048887806,0.7467951112193987
444,22.2,21.4532048887806,43.6532048887806,0.7467951112193987
445,22.2,21.4532048887806,43.6532048887806,0.7467951112193987
446,22.2,21.4532048887806,43.6532048887806,0.7467951112193987
447,22.4,21.653175286779533,44.053175286779535,0.746824713220466
448,22.6,21.85314622657342,44.45314622657342,0.746853773426583
449,22.8,22.053117693423758,44.853117693423755,0.7468823065762429
450,22.8,22.053117693423758,44.853117693423755,0.7468823065762429
451,22.8,22.053117693423758,44.853117693423755,0.7468823065762429
452,23.0,22.253089673121796,45.25308967312179,0.7469103268782042
453,23.2,22.45306215196493,45.65306215196493,0.7469378480350706
454,23.4,22.653035116734355,46.05303511673435,0.7469648832656439
455,23.6,22.853008554673934,46.453008554673936,0.7469914453260671
456,23.8,23.052982453470094,46.85298245347009,0.7470175465299072
