episode,total_done,total_col,step
0,0,0,300
1,0,0,300
2,0,1,300
3,0,0,300
4,0,0,300
5,0,2,300
6,0,0,300
7,0,0,300
8,0,3,300
9,0,7,300
10,0,0,300
11,0,1,300
12,0,5,300
13,0,1,300
14,0,0,300
15,0,3,300
16,0,0,300
17,0,0,300
18,0,1,300
19,0,0,300
20,0,5,300
21,0,0,300
22,0,0,300
23,0,0,300
24,0,0,300
25,0,0,300
26,0,0,300
27,0,4,300
28,0,0,300
29,0,0,300
30,0,5,300
31,0,2,300
32,0,0,300
33,0,0,300
34,0,0,300
35,0,1,300
36,0,1,300
37,0,0,300
38,0,0,300
39,0,0,300
40,0,0,300
41,0,0,300
42,0,0,300
43,0,0,300
44,0,0,300
45,0,3,300
46,0,2,300
47,0,0,300
48,0,0,300
49,0,0,300
50,0,8,300
51,0,0,300
52,0,0,300
53,0,0,300
54,0,0,300
55,0,0,300
56,0,1,300
57,1,3,280
58,1,0,300
59,1,0,300
60,1,1,300
61,1,0,300
62,1,7,300
63,1,0,300
64,1,3,300
65,1,0,300
66,1,0,300
67,1,0,300
68,1,0,300
69,1,0,300
70,1,0,300
71,1,0,300
72,1,0,300
73,1,0,300
74,1,0,300
75,1,0,300
76,1,0,300
77,1,0,300
78,1,0,300
79,1,0,300
80,1,0,300
81,1,0,300
82,1,0,300
83,1,0,300
84,1,0,300
85,1,3,300
86,1,0,300
87,1,0,300
88,1,0,300
89,1,1,300
90,1,0,300
91,1,2,300
92,1,0,300
93,1,0,300
94,1,0,300
95,1,6,300
96,1,3,300
97,1,0,300
98,1,0,300
99,1,0,300
100,1,0,300
101,1,0,300
102,1,10,300
103,1,1,300
104,1,0,300
105,1,0,300
106,1,0,300
107,1,0,300
108,1,0,300
109,1,0,300
110,1,0,300
111,1,0,300
112,1,2,300
113,1,0,300
114,1,5,300
115,1,1,300
116,1,3,300
117,1,2,300
118,1,3,300
119,1,13,300
120,1,8,300
121,1,0,300
122,1,0,300
123,1,1,300
124,1,0,300
125,1,0,300
126,1,0,300
127,1,0,300
128,1,0,300
129,1,0,300
130,1,7,300
131,1,0,300
132,1,0,300
133,1,0,300
134,1,0,300
135,1,0,300
136,1,1,300
137,2,0,221
138,2,1,300
139,2,0,300
140,2,0,300
141,2,0,300
142,2,0,300
143,2,0,300
144,2,0,300
145,2,1,300
146,2,0,300
147,2,0,300
148,2,5,300
149,2,0,300
150,2,1,300
151,2,0,300
152,2,1,300
153,2,2,300
154,2,7,300
155,2,1,300
156,2,0,300
157,2,0,300
158,3,0,247
159,3,0,300
160,3,1,300
161,3,5,300
162,3,2,300
163,3,1,300
164,3,0,300
165,3,2,300
166,4,0,260
167,4,0,300
168,4,2,300
169,4,0,300
170,4,14,300
171,4,0,300
172,4,0,300
173,4,0,300
174,4,16,300
175,4,1,300
176,4,0,300
177,4,0,300
178,4,0,300
179,4,0,300
180,4,0,300
181,4,1,300
182,4,0,300
183,4,0,300
184,4,0,300
185,5,0,198
186,5,1,300
187,5,1,300
188,5,0,300
189,5,0,300
190,5,4,300
191,5,0,300
192,5,0,300
193,5,3,300
194,5,0,300
195,5,0,300
196,5,0,300
197,5,0,300
198,5,0,300
199,5,0,300
200,5,20,300
201,5,16,300
202,5,0,300
203,5,0,300
204,5,0,300
205,5,0,300
206,5,0,300
207,5,0,300
208,5,0,300
209,5,0,300
210,5,0,300
211,5,0,300
212,5,0,300
213,5,0,300
214,5,2,300
215,5,0,300
216,5,0,300
217,5,0,300
218,5,1,300
219,5,0,300
220,5,2,300
221,5,0,300
222,5,1,300
223,5,0,300
224,5,6,300
225,5,0,300
226,5,0,300
227,5,0,300
228,5,0,300
229,5,3,300
230,5,0,300
231,5,0,300
232,5,0,300
233,5,1,300
234,5,0,300
235,5,0,300
236,5,0,300
237,5,0,300
238,5,0,300
239,5,1,300
240,5,0,300
241,5,1,300
242,5,2,300
243,5,0,300
244,5,0,300
245,5,0,300
246,5,0,300
247,5,0,300
248,5,0,300
249,5,0,300
250,5,0,300
251,5,4,300
252,5,0,300
253,5,3,300
254,5,7,300
255,5,0,300
256,6,0,179
257,6,1,300
258,6,0,300
259,7,11,245
260,7,0,300
261,7,0,300
262,7,16,300
263,7,0,300
264,7,9,300
265,7,0,300
266,7,0,300
267,7,1,300
268,7,0,300
269,7,0,300
270,7,1,300
271,7,2,300
272,7,0,300
273,7,1,300
274,7,0,300
275,7,4,300
276,7,2,300
277,7,1,300
278,7,1,300
279,7,0,300
280,7,0,300
281,7,0,300
282,7,0,300
283,7,3,300
284,7,0,300
285,7,0,300
286,7,1,300
287,7,0,300
288,7,0,300
289,7,0,300
290,7,0,300
291,7,4,300
292,7,2,300
293,7,2,300
294,7,0,300
295,7,0,300
296,7,0,300
297,7,1,300
298,7,0,300
299,7,0,300
