Agent 0,Agent 1
10,2
19,42
25,1
23,34
14,50
18,41
14,43
18,37
17,34
10,21
22,0
18,31
12,29
4,20
20,28
33,30
13,31
60,30
5,15
36,26
10,11
13,25
12,31
13,31
65,28
12,28
11,29
65,28
35,31
18,0
16,45
17,0
19,0
21,16
12,21
75,13
11,53
6,0
57,27
16,30
13,84
13,33
19,0
12,39
16,42
29,22
1,18
16,54
29,13
18,24
2,1
2,3
5,12
18,0
13,20
13,21
13,23
15,26
19,24
18,0
15,38
16,51
16,52
13,0
19,54
20,14
15,6
3,1
27,3
25,30
24,40
18,36
15,29
19,0
18,11
29,0
30,0
24,53
46,0
26,55
20,0
18,55
16,0
27,4
46,0
30,5
41,0
42,7
36,3
47,7
56,2
60,3
52,1
35,4
20,17
19,0
19,0
17,34
21,40
25,2
20,0
13,0
16,12
14,21
25,1
1,9
3,16
15,23
19,29
15,0
13,19
13,36
18,33
3,19
14,35
14,43
15,35
23,39
21,38
22,41
8,15
16,0
21,39
20,36
19,50
17,34
15,35
17,48
18,47
18,39
16,34
18,37
15,32
19,38
20,40
18,45
18,0
16,26
20,34
21,37
14,21
20,24
18,28
23,0
25,34
6,13
9,18
18,0
27,5
29,5
32,3
26,31
25,6
20,39
32,0
1,16
3,15
14,0
0,0
17,3
17,36
20,40
20,0
24,1
40,1
39,1
26,17
30,3
16,35
13,30
18,40
24,18
49,3
65,2
21,42
25,45
32,3
21,3
17,0
18,43
19,1
18,37
20,38
23,41
19,5
18,2
24,4
25,4
23,7
30,1
36,0
40,0
62,0
53,0
69,0
86,0
49,0
64,0
90,0
0,1
75,0
24,0
74,0
85,0
85,1
20,3
16,27
26,5
17,3
22,2
29,6
15,0
15,0
19,22
17,26
14,0
54,14
22,5
26,1
34,3
54,2
22,30
53,1
2,5
11,28
0,0
0,0
17,2
4,16
21,6
15,2
23,1
28,8
12,21
23,1
19,25
25,26
18,32
27,7
9,3
19,35
12,0
24,3
18,32
21,36
20,1
30,2
15,0
18,34
21,34
18,35
17,26
13,22
23,1
17,24
32,17
28,20
29,18
56,19
37,19
39,19
45,19
40,19
20,1
22,0
21,2
23,1
32,8
33,3
22,15
37,3
24,6
27,18
23,17
25,27
39,6
29,4
21,4
30,4
29,0
23,4
49,0
26,6
30,8
27,5
25,7
28,3
30,9
37,0
33,8
31,1
31,9
32,7
25,9
26,22
29,6
32,5
33,10
39,14
36,10
26,8
23,4
29,6
35,4
32,7
28,28
34,0
29,0
42,1
57,0
70,0
57,0
39,0
46,0
46,0
57,1
38,5
34,7
20,10
38,1
38,17
61,6
38,7
37,1
0,0
28,15
22,4
24,39
25,42
42,6
21,0
21,4
20,37
17,34
35,0
36,2
22,47
21,6
23,6
28,5
14,3
23,7
33,7
34,6
14,8
17,28
15,28
22,2
15,26
30,0
19,31
20,0
18,33
22,2
22,0
18,0
17,27
22,26
21,11
23,5
17,32
25,8
19,6
15,2
29,1
27,3
20,1
29,0
29,3
32,1
15,0
20,21
25,6
11,0
22,36
17,2
18,33
18,3
22,40
20,0
19,40
28,3
17,26
16,27
21,35
12,0
18,29
21,38
17,30
19,38
39,2
16,0
18,29
22,35
24,36
34,3
22,0
22,0
21,33
15,0
22,42
17,30
14,2
14,26
11,38
49,20
21,32
28,48
24,41
20,33
37,0
42,1
50,5
20,0
25,7
23,6
31,0
30,5
26,5
38,1
33,3
34,2
22,0
17,5
36,0
16,0
35,1
46,2
49,2
47,2
31,7
35,1
41,1
38,0
43,6
40,4
36,6
32,10
26,5
48,5
48,7
43,1
50,5
52,8
37,3
37,1
32,7
25,1
67,4
58,1
22,0
98,0
98,0
34,0
23,0
13,0
6,0
15,24
20,5
25,20
19,2
23,8
43,1
33,2
32,1
39,1
19,18
37,19
44,18
15,16
25,27
20,0
23,3
17,10
32,2
32,0
31,0
28,3
36,3
28,9
30,4
31,5
27,4
34,16
4,0
19,5
25,12
19,24
22,24
29,22
27,20
27,18
32,7
21,20
27,28
32,13
12,0
19,9
18,3
26,25
