Agent 0,Agent 1
97,0
96,0
98,0
99,0
99,0
98,0
99,0
99,0
95,0
98,0
99,0
97,0
99,0
98,0
99,0
98,0
99,0
99,0
99,0
97,0
96,0
99,0
98,0
99,0
98,0
99,0
97,0
96,0
98,0
98,0
98,0
98,0
99,0
99,0
99,0
99,0
99,0
96,0
97,0
97,0
97,0
97,0
98,0
99,0
97,0
99,0
95,0
99,0
96,0
97,0
96,0
99,0
99,0
92,0
98,0
93,0
97,0
99,0
99,0
99,0
98,0
95,0
98,0
99,0
97,0
99,0
99,0
93,0
97,0
93,0
99,0
98,0
98,0
97,0
98,0
96,0
97,0
99,0
93,0
93,0
99,0
99,0
97,0
98,0
97,0
99,0
98,0
97,0
96,0
96,0
95,1
25,1
16,0
24,0
22,0
26,2
38,44
23,63
24,67
36,3
24,60
22,2
23,2
31,2
17,66
24,1
35,1
25,3
28,2
23,39
20,36
24,1
20,0
25,42
27,51
24,1
20,15
15,0
28,0
15,0
25,1
15,0
15,54
16,23
16,70
15,45
17,0
26,1
24,1
16,76
21,46
16,40
16,81
16,1
17,81
19,58
31,11
19,1
17,50
15,76
18,78
15,64
15,74
20,0
17,76
20,37
26,1
28,0
18,55
15,82
17,73
86,71
17,0
15,49
17,62
19,69
63,44
16,0
16,48
15,57
20,71
17,33
15,79
16,0
16,0
19,78
15,1
18,63
23,64
17,75
16,76
22,0
16,76
16,74
15,81
14,1
15,54
16,28
17,1
15,70
16,1
17,0
16,65
16,75
16,72
16,81
15,0
15,77
16,79
33,0
15,74
15,41
15,78
16,78
15,80
15,71
16,14
15,34
16,0
15,1
15,58
23,0
16,38
19,0
18,1
15,0
18,0
85,68
17,63
21,0
21,40
24,1
17,47
16,71
15,1
22,0
15,54
16,82
16,36
17,34
15,54
15,33
15,35
15,31
16,32
15,36
18,0
16,34
15,39
16,35
16,32
58,38
16,0
19,34
54,34
15,31
15,28
22,27
38,50
17,71
15,56
14,1
21,1
18,1
18,37
21,0
23,1
16,29
17,42
17,38
18,1
22,1
21,0
21,1
19,1
20,1
16,68
19,0
27,31
16,36
95,0
16,36
24,1
19,33
18,31
20,0
15,1
15,0
16,2
23,41
24,1
16,2
28,30
19,25
17,24
18,24
20,2
17,45
19,35
15,38
23,38
17,37
18,60
15,57
15,64
16,65
19,0
17,48
18,63
15,60
18,71
18,11
16,33
18,53
17,21
17,74
16,68
16,18
16,2
18,23
19,51
23,2
23,1
18,1
21,15
18,52
16,0
18,0
15,73
16,1
17,1
15,1
22,1
21,0
21,0
15,79
23,1
87,69
16,79
15,57
17,37
47,32
17,1
15,70
15,79
17,75
28,0
16,42
16,56
39,42
16,39
16,30
15,74
15,22
16,0
15,28
16,74
19,0
15,1
94,80
18,44
15,71
15,72
15,77
16,66
18,0
18,0
93,77
4,2
5,0
16,63
16,78
5,0
5,0
18,0
24,0
17,74
16,71
16,43
17,77
15,75
18,5
16,80
18,35
23,0
94,80
17,38
15,81
15,33
37,36
16,31
18,36
18,41
24,30
16,32
16,38
15,40
16,50
17,35
62,29
15,30
16,37
24,0
27,0
61,0
62,0
44,0
46,0
35,56
31,0
25,56
24,0
28,48
25,36
34,40
94,64
24,2
20,40
19,35
55,34
19,0
17,0
16,39
16,0
29,0
92,71
42,37
37,35
30,42
18,0
17,0
29,0
27,0
26,0
29,50
81,0
26,0
25,0
25,0
26,0
27,32
27,42
34,39
17,0
17,0
21,17
18,0
21,6
22,38
22,0
20,23
18,0
22,6
19,0
19,37
16,0
18,62
17,62
18,1
15,42
15,53
17,48
22,0
15,0
56,33
15,29
15,30
16,34
40,43
52,35
15,1
89,0
61,32
54,1
15,33
16,36
17,34
16,82
16,74
16,81
16,79
15,0
16,68
86,68
15,70
18,1
15,68
16,81
16,81
17,34
15,76
21,0
16,82
15,77
18,11
16,43
16,82
16,80
15,80
15,82
18,66
16,78
16,75
15,80
15,82
18,0
17,0
98,0
55,0
45,50
34,0
72,0
41,54
34,50
33,40
29,0
26,64
25,0
48,2
25,55
