Agent 0,Agent 1
99,0
99,0
98,0
99,0
98,0
97,0
99,0
95,0
98,0
99,0
99,0
98,0
99,0
97,0
99,0
98,0
97,0
97,0
99,0
99,0
98,0
98,0
99,0
96,0
94,0
90,0
97,0
99,0
97,0
99,0
99,0
98,0
98,0
92,0
98,0
96,0
98,0
99,0
97,0
97,0
99,0
99,0
97,0
98,0
99,0
97,0
98,0
97,0
99,0
97,0
99,0
97,0
99,0
99,0
97,0
99,0
98,0
99,0
97,0
95,0
97,0
99,0
97,0
99,0
98,0
98,0
99,0
99,0
99,0
97,0
98,0
99,0
99,0
97,0
98,0
96,0
99,0
94,0
99,0
99,0
92,0
99,0
96,0
99,0
98,0
99,0
98,0
98,0
95,0
99,0
97,0
96,0
94,0
98,0
98,0
97,2
34,5
16,0
35,5
35,0
22,0
20,0
23,4
25,1
16,0
27,3
24,4
20,4
15,10
25,3
17,7
22,4
20,3
17,8
17,30
18,20
21,10
3,0
5,5
29,23
24,5
17,0
9,0
20,0
25,0
25,0
20,0
18,2
20,5
19,24
23,4
24,19
22,8
24,38
26,5
19,27
20,28
7,0
21,7
22,28
23,41
31,1
25,37
33,9
26,2
18,0
0,0
29,0
43,1
42,0
66,0
53,0
41,0
33,0
46,6
0,0
49,0
65,0
28,3
31,4
38,5
34,5
26,43
32,20
32,1
33,2
30,2
32,7
38,4
25,31
38,3
33,34
31,2
44,3
35,4
36,6
32,9
30,0
15,0
11,0
18,25
15,0
11,0
17,0
38,5
38,31
35,12
34,4
37,6
40,8
41,2
33,45
30,2
30,3
30,6
26,0
25,2
35,11
33,2
21,6
33,0
33,5
37,3
37,5
25,13
26,19
25,9
27,5
25,1
29,6
28,7
33,7
27,3
31,0
32,5
36,3
34,5
0,0
24,0
26,0
34,3
30,9
32,0
35,2
33,4
22,0
18,0
23,7
31,1
19,1
31,6
29,0
22,2
29,1
25,1
27,4
20,7
18,4
20,4
18,0
19,4
19,1
23,1
24,4
11,1
22,1
16,1
23,3
16,8
15,1
22,4
23,5
18,7
27,1
23,0
27,0
21,5
31,5
26,9
26,7
29,3
27,3
31,4
26,0
32,7
27,3
24,4
28,5
24,0
32,3
26,10
30,0
40,2
35,1
31,1
31,5
26,4
26,6
37,3
26,0
33,5
28,2
24,0
23,0
22,7
21,0
21,5
24,4
22,4
3,2
20,8
29,11
19,5
19,6
19,6
25,0
22,5
21,0
18,0
20,0
18,0
19,0
23,0
23,8
20,0
25,10
24,1
28,3
30,3
32,6
28,3
22,3
5,2
20,0
25,9
18,1
24,5
26,5
22,2
22,7
20,3
17,3
23,6
18,5
22,3
27,12
19,0
32,3
26,3
0,0
25,5
21,8
25,3
22,0
23,5
31,8
25,11
23,4
21,2
21,2
26,3
26,0
24,9
24,2
23,1
30,2
23,11
0,0
29,8
29,5
38,8
30,5
31,3
28,1
30,3
34,4
30,4
33,7
28,8
34,4
40,2
33,3
38,4
34,1
33,2
36,4
31,2
30,7
32,7
34,6
33,6
32,12
31,4
39,2
28,3
31,3
36,3
34,1
23,4
35,5
31,4
43,3
31,11
35,4
30,3
34,6
31,4
41,5
30,6
32,6
34,3
31,10
34,5
38,5
34,5
37,7
29,3
36,4
31,4
37,10
29,9
32,5
39,1
31,1
29,5
28,3
35,0
30,6
37,5
34,1
30,4
40,5
36,7
27,8
32,5
34,4
36,6
32,7
32,9
31,8
34,3
33,10
35,7
37,5
35,5
31,3
32,4
31,0
0,0
25,4
23,10
14,0
26,4
21,7
0,0
25,1
24,1
17,0
19,0
63,2
96,0
0,0
99,0
99,0
94,0
99,0
99,0
99,0
99,0
96,0
99,0
98,0
99,0
97,0
94,1
98,0
93,0
98,0
98,0
99,0
99,0
99,0
90,0
95,1
98,0
98,0
97,0
96,0
98,0
99,0
97,0
96,0
99,0
99,0
98,0
97,0
99,0
99,0
99,0
98,0
99,0
99,0
97,0
99,0
97,0
95,0
99,0
98,0
98,0
96,0
98,0
96,1
99,0
98,0
99,0
98,0
98,0
99,0
96,0
99,0
