episode,total_done,total_col,step
0,1,1,864
1,1,4,1000
2,1,8,1000
3,1,7,1000
4,1,6,1000
5,1,3,1000
6,1,0,1000
7,2,0,531
8,3,0,667
9,3,10,1000
10,3,9,1000
11,3,1,1000
12,3,8,1000
13,4,4,416
14,4,21,1000
15,5,0,825
16,6,0,602
17,7,2,357
18,7,11,1000
19,8,0,877
20,9,0,248
21,10,4,649
22,11,3,425
23,12,0,792
24,13,6,346
25,14,0,379
26,15,0,395
27,16,5,945
28,17,0,482
29,18,3,679
30,19,0,292
31,20,0,624
32,21,0,255
33,22,0,406
34,23,0,208
35,24,5,287
36,25,5,202
37,26,0,259
38,27,2,259
39,28,1,395
40,29,3,402
41,30,0,271
42,31,1,312
43,32,0,197
44,33,3,286
45,34,0,303
46,35,0,87
47,36,0,254
48,37,1,214
49,38,0,215
50,39,3,354
51,40,0,187
52,41,0,169
53,42,0,98
54,43,2,228
55,44,0,376
56,45,0,345
57,46,1,119
58,47,0,156
59,48,15,221
60,49,3,118
61,50,3,213
62,51,9,256
63,52,0,224
64,53,0,119
65,54,0,152
66,55,1,187
67,56,0,80
68,57,1,176
69,58,11,307
70,59,0,116
71,60,3,114
72,61,0,167
73,62,0,119
74,63,14,176
75,64,0,102
76,65,7,250
77,66,0,235
78,67,0,274
79,68,1,267
80,69,0,125
81,70,10,166
82,71,0,147
83,72,0,187
84,73,0,115
85,74,3,135
86,75,0,72
87,76,10,294
88,77,0,115
89,78,0,209
90,79,0,143
91,80,0,125
92,81,0,144
93,82,0,133
94,83,0,93
95,84,8,112
96,85,0,309
97,86,1,191
98,87,0,113
99,88,4,128
100,89,1,116
101,90,0,81
102,91,0,100
103,92,0,72
104,93,0,74
105,94,0,43
106,95,0,137
107,96,0,92
108,97,0,101
109,98,0,99
110,99,30,191
111,100,0,83
112,101,2,110
113,102,0,95
114,103,0,89
115,104,0,46
116,105,0,78
117,106,0,116
118,107,0,86
119,108,0,57
120,109,0,263
121,110,0,240
122,111,0,136
123,112,0,92
124,113,0,108
125,114,6,107
126,115,11,104
127,116,0,156
128,117,0,62
129,118,0,169
130,119,5,145
131,120,0,68
132,121,0,47
133,122,0,82
134,123,0,58
135,124,0,122
136,125,0,50
137,126,0,74
138,127,0,55
139,128,4,151
140,129,6,141
141,130,0,53
142,131,0,131
143,132,0,212
144,133,0,55
145,134,0,129
146,135,0,140
147,136,0,66
148,137,0,93
149,138,0,100
150,139,0,105
151,140,0,65
152,141,0,66
153,142,0,85
154,143,0,58
155,144,0,32
156,145,0,73
157,146,0,112
158,147,0,88
159,148,1,94
160,149,0,79
161,150,0,51
162,151,0,71
163,152,0,245
164,153,0,340
165,154,0,164
166,155,0,122
167,156,0,180
168,157,0,636
169,158,0,104
170,159,0,246
171,160,0,163
172,161,0,86
173,162,0,78
174,163,0,197
175,164,0,37
176,165,0,66
177,166,0,42
178,167,0,72
179,167,0,1000
180,167,0,1000
181,168,0,740
182,169,0,342
183,170,0,134
184,170,0,1000
185,171,0,59
186,171,0,1000
187,172,0,88
188,173,0,493
189,174,0,81
190,175,0,143
191,176,0,609
192,177,0,157
193,178,0,978
194,179,0,374
195,180,0,630
196,181,0,42
197,182,0,813
198,182,0,1000
199,183,19,119
200,184,0,303
201,185,0,57
202,186,0,96
203,187,0,138
204,188,0,34
205,189,0,212
206,190,0,93
207,191,0,39
208,192,0,317
209,193,0,327
210,194,0,106
211,195,0,128
212,196,0,78
213,197,0,112
214,198,0,33
215,199,0,670
216,200,0,126
217,201,0,163
218,202,0,62
219,203,0,90
220,204,0,242
221,205,0,57
222,206,0,290
223,207,0,31
224,208,0,336
225,209,0,64
226,210,0,114
227,211,0,164
228,212,0,225
229,213,0,301
230,214,0,197
231,215,0,175
232,216,0,124
233,217,0,55
234,218,0,404
235,219,0,858
236,220,0,39
237,221,0,80
238,222,0,47
239,223,0,33
240,224,0,467
241,225,0,327
242,226,0,54
243,227,0,432
244,228,0,179
245,229,0,121
246,230,0,106
247,231,0,306
248,232,0,494
249,233,0,60
250,234,0,46
251,235,0,684
252,235,0,1000
253,236,0,34
254,236,0,1000
255,236,0,1000
256,236,0,1000
257,236,0,1000
258,237,0,324
259,237,0,1000
260,238,0,606
261,239,0,551
262,240,0,119
263,241,0,656
264,242,0,349
265,243,0,144
266,243,0,1000
267,243,0,1000
268,244,0,157
269,245,0,977
270,245,0,1000
271,246,0,377
272,246,0,1000
273,246,0,1000
274,247,0,456
275,247,0,1000
276,248,0,42
277,248,0,1000
278,248,0,1000
279,248,0,1000
280,248,0,1000
281,248,0,1000
282,248,0,1000
283,248,0,1000
284,248,0,1000
285,248,0,1000
286,248,0,1000
287,248,0,1000
288,248,0,1000
289,248,0,1000
290,248,0,1000
291,249,0,180
292,250,0,239
293,251,4,641
294,251,0,1000
295,251,0,1000
296,252,0,36
297,252,0,1000
298,253,0,823
299,253,0,1000
