episode,total_done,total_col,step
0,0,0,500
1,0,0,500
2,0,7,500
3,0,0,500
4,0,0,500
5,0,12,500
6,0,6,500
7,0,4,500
8,0,3,500
9,0,0,500
10,0,0,500
11,0,1,500
12,0,8,500
13,0,0,500
14,0,4,500
15,0,6,500
16,0,0,500
17,0,6,500
18,0,6,500
19,0,0,500
20,0,0,500
21,0,2,500
22,1,0,354
23,1,5,500
24,2,1,361
25,2,4,500
26,3,13,407
27,3,3,500
28,4,0,467
29,4,4,500
30,5,0,255
31,6,0,228
32,7,0,228
33,8,5,500
34,9,8,324
35,10,0,299
36,11,2,256
37,12,1,189
38,13,0,356
39,14,2,390
40,14,1,500
41,15,1,321
42,16,1,169
43,17,2,309
44,18,0,200
45,19,0,124
46,20,0,141
47,21,0,190
48,22,5,208
49,23,0,187
50,24,1,156
51,25,0,227
52,26,0,318
53,27,3,197
54,28,1,176
55,29,3,311
56,30,2,177
57,31,2,209
58,32,0,178
59,33,0,210
60,34,3,323
61,35,0,214
62,36,5,213
63,37,1,149
64,38,1,180
65,39,1,167
66,40,3,176
67,41,0,133
68,42,1,115
69,43,0,118
70,44,0,92
71,45,1,116
72,46,3,87
73,47,0,306
74,48,0,179
75,49,0,110
76,50,0,179
77,51,0,128
78,52,0,99
79,53,3,139
80,54,0,77
81,55,1,122
82,56,0,115
83,57,0,144
84,58,0,88
85,59,6,104
86,60,0,96
87,61,0,105
88,62,0,112
89,63,0,104
90,64,0,98
91,65,11,97
92,66,9,133
93,67,15,106
94,68,1,154
95,69,0,104
96,70,9,128
97,71,9,173
98,72,0,88
99,73,0,62
100,74,9,159
101,75,0,73
102,76,1,86
103,77,0,104
104,78,0,79
105,79,15,99
106,80,1,79
107,81,0,72
108,82,0,97
109,83,3,128
110,84,0,59
111,85,0,71
112,86,0,105
113,87,0,52
114,88,0,81
115,89,15,132
116,90,0,77
117,91,2,99
118,92,0,172
119,93,22,106
120,94,0,136
121,95,2,74
122,96,0,68
123,97,0,80
124,98,1,155
125,99,0,107
126,100,0,53
127,101,0,125
128,102,0,75
129,103,0,309
130,104,1,114
131,105,0,194
132,106,4,92
133,107,0,190
134,108,4,118
135,109,0,70
136,110,0,101
137,111,0,81
138,112,1,104
139,113,1,94
140,114,0,327
141,115,0,169
142,116,2,81
143,117,0,137
144,118,0,93
145,119,0,136
146,120,0,63
147,121,0,116
148,122,14,78
149,123,0,68
150,124,0,65
151,125,5,103
152,126,0,81
153,127,0,100
154,128,0,86
155,129,0,63
156,130,0,58
157,131,0,134
158,132,0,105
159,133,0,56
160,134,0,59
161,135,0,44
162,136,0,140
163,137,5,78
164,138,0,81
165,139,2,129
166,140,0,142
167,141,0,74
168,142,0,70
169,143,0,58
170,144,0,42
171,145,0,51
172,146,0,39
173,147,0,63
174,148,0,68
175,149,0,60
176,150,0,66
177,151,0,51
178,152,0,53
179,153,0,112
180,154,0,43
181,155,0,123
182,156,0,40
183,157,0,55
184,158,0,59
185,159,0,46
186,160,0,59
187,161,1,48
188,162,0,59
189,163,0,65
190,164,0,75
191,165,0,224
192,166,0,125
193,167,0,42
194,168,0,67
195,169,0,40
196,170,0,51
197,171,0,53
198,172,0,100
199,173,0,72
200,174,0,69
201,175,0,106
202,176,0,45
203,177,0,202
204,178,0,49
205,179,0,33
206,180,0,97
207,181,0,56
208,182,0,47
209,183,0,28
210,184,0,94
211,185,0,51
212,186,0,44
213,187,0,35
214,188,0,58
215,189,0,39
216,190,0,49
217,191,0,319
218,192,0,64
219,193,0,456
220,194,0,108
221,195,0,101
222,196,5,204
223,197,1,59
224,198,0,30
225,199,0,153
226,200,0,159
227,201,0,46
228,202,0,40
229,203,0,126
230,204,0,36
231,205,0,46
232,206,0,37
233,207,0,359
234,208,0,75
235,209,0,35
236,210,0,118
237,211,0,300
238,212,2,458
239,212,0,500
240,213,0,169
241,214,0,136
242,215,0,66
243,216,0,58
244,217,0,51
245,218,0,29
246,219,0,253
247,220,0,82
248,220,0,500
249,221,0,394
250,222,0,439
251,223,0,58
252,223,0,500
253,223,0,500
254,223,0,500
255,224,0,425
256,225,0,76
257,226,0,63
258,227,0,93
259,228,1,233
260,229,0,249
261,230,0,392
262,230,0,500
263,231,0,212
264,231,0,500
265,232,0,270
266,232,0,500
267,232,0,500
268,232,0,500
269,233,0,240
270,233,0,500
271,233,0,500
272,233,0,500
273,233,0,500
274,233,0,500
275,233,0,500
276,233,0,500
277,233,0,500
278,233,0,500
279,233,0,500
280,233,0,500
281,233,0,500
282,233,0,500
283,233,0,500
284,233,0,500
285,233,0,500
286,233,0,500
287,234,0,192
288,235,0,84
289,235,0,500
290,235,0,500
291,236,0,58
292,236,0,500
293,236,0,500
294,237,0,30
295,237,0,500
296,237,0,500
297,237,0,500
298,237,0,500
299,237,0,500
