Agent 0,Agent 1
28,9
41,35
82,87
172,207
447,474
494,494
497,498
500,500
498,497
0,0
500,499
484,499
498,498
496,496
268,266
0,0
1,0
36,0
3,0
48,0
48,1
88,0
57,0
110,0
20,0
0,0
16,0
135,4
243,3
175,34
117,54
205,144
463,479
498,499
496,472
499,435
332,0
426,326
495,467
447,447
497,490
499,491
247,247
1,0
40,1
124,0
364,2
481,11
97,186
98,436
95,385
440,498
498,492
479,498
488,496
497,484
495,494
500,498
500,500
498,496
499,499
500,497
499,499
500,499
499,498
495,499
500,499
500,499
499,498
0,2
0,0
500,499
409,404
492,212
496,496
445,496
288,286
2,362
497,497
500,500
500,500
500,418
483,499
51,442
2,497
76,61
479,476
495,491
0,0
490,490
500,500
500,499
490,488
500,499
498,499
499,499
500,497
500,499
499,500
0,500
499,499
498,500
257,255
498,496
499,499
497,500
484,396
0,500
0,0
0,500
0,0
227,500
2,0
0,18
227,198
483,148
439,394
495,500
497,497
496,494
0,0
187,0
446,32
499,491
0,498
2,0
0,0
0,0
0,0
12,0
13,15
0,0
0,0
13,17
0,12
0,1
87,323
0,0
163,245
298,55
32,34
1,0
0,0
0,0
0,0
0,407
5,2
198,24
269,208
174,163
271,167
427,24
0,4
73,14
0,0
317,43
461,2
220,397
500,0
331,0
267,0
493,1
403,387
499,497
500,499
499,500
499,499
498,497
499,498
499,497
214,399
499,499
5,47
0,500
0,0
480,500
500,500
500,499
196,200
194,194
443,441
500,499
499,498
499,500
499,500
500,499
499,495
500,499
497,497
346,0
0,237
60,109
489,494
499,498
497,494
498,497
500,499
500,499
499,499
499,498
500,400
499,499
499,498
499,499
499,499
498,499
500,500
497,497
499,501
500,496
497,497
500,498
499,496
500,498
500,499
498,498
500,499
499,497
494,491
500,499
500,499
499,498
500,497
500,468
499,498
498,499
499,499
499,499
500,499
500,499
498,499
499,498
500,499
499,500
500,500
499,498
498,500
499,499
500,499
500,500
500,499
499,499
499,500
498,498
499,500
500,500
499,499
487,0
494,479
408,405
301,302
0,0
71,10
40,29
146,145
495,494
485,470
499,498
486,483
497,499
498,500
420,419
496,495
275,275
500,498
0,2
477,477
0,3
67,66
425,422
478,473
499,498
498,500
499,499
497,497
344,344
451,450
401,401
132,132
497,499
210,209
463,465
425,423
468,467
0,0
238,0
0,0
1,0
1,0
0,0
86,38
187,53
391,79
192,294
322,243
415,345
494,387
498,474
497,452
431,293
272,246
412,370
499,404
468,420
500,500
499,500
426,425
374,374
470,488
498,498
46,313
470,488
498,498
491,491
434,434
499,498
499,500
487,500
500,498
499,499
499,499
495,496
498,499
498,498
499,448
500,497
431,293
499,495
500,430
498,497
498,498
500,499
500,450
499,500
499,496
499,496
499,498
498,498
499,497
499,499
372,372
496,496
433,434
499,498
499,500
499,361
500,499
500,499
497,496
495,495
