Agent 0,Agent 1
500,499
498,498
499,498
499,497
494,490
499,0
500,499
499,499
481,0
2,0
0,127
0,37
1,74
2,0
6,17
5,33
4,31
0,103
0,136
5,246
28,296
132,401
498,499
497,498
498,501
499,499
497,497
500,499
499,500
499,499
498,499
0,0
497,499
500,499
498,498
499,499
499,498
499,500
500,500
500,499
498,499
499,499
500,499
500,500
498,499
498,498
500,499
499,500
499,498
498,500
496,496
498,500
499,499
500,499
499,500
498,499
500,499
499,497
500,500
498,499
499,499
497,499
499,498
499,499
498,499
500,500
499,499
499,499
500,499
499,499
498,498
500,499
498,499
499,499
499,500
499,499
498,498
499,499
500,500
499,500
498,498
500,500
499,498
498,499
498,500
499,498
500,498
498,498
498,499
500,498
499,499
499,499
500,499
499,500
500,499
499,500
500,498
499,500
498,499
499,499
499,499
500,500
500,499
499,500
500,499
500,498
499,501
499,500
500,500
500,498
499,499
499,500
499,498
499,498
499,499
499,498
500,499
500,499
500,498
500,498
499,499
500,500
499,501
499,499
499,499
499,500
499,499
499,498
499,500
499,499
500,498
498,500
499,497
499,499
499,499
500,499
499,499
498,499
498,498
500,499
499,499
500,499
497,497
499,500
498,500
499,499
499,500
499,499
498,499
498,498
438,438
499,500
499,498
499,501
494,493
500,499
497,498
500,499
489,490
499,500
499,498
409,410
499,499
499,499
500,499
500,499
498,498
499,498
498,500
498,499
497,498
499,499
500,499
500,500
498,500
498,499
498,500
499,499
499,498
500,499
494,495
327,327
453,499
500,499
499,500
499,499
494,498
500,499
498,499
500,500
498,499
500,499
500,498
500,500
497,500
496,499
499,501
498,501
499,499
498,499
498,498
499,499
65,65
498,499
498,499
500,499
499,499
499,498
498,498
500,499
498,500
497,497
500,498
447,446
500,499
498,499
500,499
489,489
500,499
499,500
500,500
499,499
493,493
500,499
499,500
499,500
500,499
500,500
496,499
499,500
498,500
500,499
499,500
492,498
498,500
496,497
499,500
499,499
500,500
500,499
499,499
498,499
498,499
500,500
500,499
498,498
499,500
500,499
499,499
500,499
500,469
0,500
2,8
2,7
1,0
28,29
0,0
147,10
0,0
472,6
472,134
460,201
5,0
171,230
451,484
499,500
499,500
500,499
498,497
499,499
499,500
497,495
499,498
499,500
485,485
500,499
499,500
499,498
497,481
500,498
499,499
498,498
499,499
500,499
489,488
498,495
499,498
500,499
499,500
499,499
500,499
499,499
500,499
497,497
500,499
499,497
500,499
498,497
498,495
499,498
500,500
500,498
497,497
500,498
489,488
499,497
499,499
499,499
500,485
500,499
499,495
500,499
500,499
442,442
499,491
499,500
499,498
499,498
499,499
499,499
499,499
499,499
498,495
499,499
500,499
499,499
499,499
499,499
499,500
500,498
499,499
486,487
500,499
489,489
497,497
499,497
500,498
500,498
500,499
500,499
500,500
499,498
499,499
500,498
500,500
499,500
499,500
499,499
499,498
498,498
