Agent 0,Agent 1
500,500
497,497
496,495
498,498
499,499
500,499
500,499
498,498
495,494
499,499
499,500
499,498
497,497
499,498
500,499
499,499
496,495
500,453
497,496
495,494
496,497
498,498
499,499
500,493
500,496
499,499
500,499
499,494
500,499
499,498
499,499
499,498
499,496
498,497
500,499
496,497
499,498
500,499
498,498
499,498
499,500
500,499
498,498
498,498
500,500
500,499
499,499
500,498
498,499
499,497
500,500
500,498
488,501
499,499
499,499
499,498
499,499
500,498
500,499
499,497
499,499
500,499
499,499
499,498
500,500
500,500
499,499
496,497
0,0
75,5
314,211
488,489
284,254
348,382
498,499
496,493
50,48
0,4
4,15
21,77
200,295
172,159
161,196
159,306
495,494
0,105
50,97
462,465
500,500
500,499
500,499
500,498
500,500
500,499
497,499
498,499
424,491
497,498
500,492
498,498
499,499
498,498
499,498
496,495
500,499
499,499
499,500
499,500
500,499
499,498
498,500
475,499
500,500
500,499
500,500
498,497
497,496
499,500
499,500
499,500
499,498
499,499
499,499
231,500
500,500
500,499
499,498
498,498
500,496
500,500
499,500
500,499
500,499
500,499
499,500
500,500
499,498
499,499
499,499
500,500
496,495
498,498
499,499
499,500
500,500
499,497
497,497
498,498
0,499
101,76
488,498
497,496
500,499
499,499
499,499
491,491
498,499
499,499
163,162
500,499
500,499
498,498
375,374
498,498
498,498
500,500
500,499
498,497
500,497
500,499
499,177
499,499
498,498
499,499
500,499
500,493
499,500
500,500
500,498
500,500
500,499
499,499
499,499
498,498
500,499
492,492
500,496
499,499
499,499
500,500
472,500
499,499
500,500
500,498
498,499
499,499
499,499
500,499
500,498
437,437
497,500
500,499
486,485
497,497
500,499
500,500
500,500
500,498
480,478
498,497
500,499
498,497
499,499
494,495
500,499
500,498
498,499
499,499
499,498
499,498
0,499
459,460
494,498
498,500
499,500
500,499
499,1
452,280
499,496
493,494
498,497
500,499
499,384
499,500
498,499
499,499
500,499
482,476
499,498
498,497
500,500
499,496
499,500
500,499
500,475
499,499
498,497
500,499
500,500
499,498
498,498
500,500
499,499
499,499
500,499
500,499
500,500
500,500
499,499
499,498
499,0
491,0
471,471
492,491
1,0
25,79
498,498
448,448
499,498
0,41
307,28
421,133
499,492
497,496
500,498
499,499
500,500
499,498
499,499
500,496
499,500
500,500
499,498
499,500
500,500
468,467
499,500
499,499
500,500
499,500
500,499
499,500
499,498
500,499
500,499
499,499
499,500
498,499
499,500
499,499
499,499
500,499
499,500
499,382
499,500
500,499
500,500
499,500
500,500
500,498
410,409
500,499
497,497
499,499
500,499
499,499
500,499
498,498
499,498
499,499
499,500
499,500
500,498
499,500
499,499
500,445
497,384
499,498
499,499
499,499
499,498
499,498
500,499
499,497
499,499
499,498
500,497
500,497
490,490
499,499
499,499
499,499
499,499
498,498
499,498
499,500
499,483
499,499
499,499
500,499
