Agent 0,Agent 1
0,6
0,331
96,314
1,498
75,413
0,500
2,8
2,7
1,0
28,29
0,0
147,10
0,0
472,6
472,134
0,500
500,499
498,497
500,500
0,500
0,331
96,314
1,498
75,413
467,493
499,499
499,499
498,497
499,499
499,499
499,500
500,499
496,496
500,500
498,499
499,499
499,499
499,499
499,499
500,499
499,498
497,498
500,499
499,500
498,497
498,498
500,500
498,499
499,500
499,499
499,499
499,500
499,499
499,500
500,499
497,497
499,501
499,500
499,499
499,499
499,499
499,499
500,499
499,499
499,500
499,499
499,500
499,499
500,499
498,498
499,498
500,498
498,498
499,499
499,499
500,500
498,499
498,498
500,497
499,499
499,500
499,500
499,499
499,499
499,499
499,498
499,499
500,500
498,499
499,501
499,499
499,500
500,499
498,499
499,498
499,499
484,484
499,501
498,499
498,500
500,499
437,434
499,499
499,500
500,499
499,501
500,499
499,499
499,499
499,499
498,499
499,500
499,499
498,499
499,500
498,497
500,499
499,499
499,499
499,499
499,499
500,497
499,497
499,499
499,220
499,499
498,498
499,500
499,498
499,499
500,499
500,500
498,499
500,499
499,500
495,494
499,499
499,500
500,500
499,500
498,499
499,499
499,500
499,499
498,499
499,498
495,494
499,499
499,499
499,498
500,499
499,498
500,499
498,499
498,499
500,499
499,499
500,500
498,497
499,498
499,499
498,467
500,500
500,499
500,500
498,497
499,499
500,500
499,499
500,498
500,500
500,158
497,497
500,499
499,500
500,499
500,500
498,499
499,500
498,498
500,499
500,499
500,500
499,499
499,499
499,500
499,499
498,500
500,499
498,497
498,498
499,500
500,498
498,499
500,500
499,500
499,499
499,500
499,500
498,499
499,498
500,499
500,499
500,500
499,499
499,498
498,498
441,123
499,499
498,497
497,496
476,497
498,499
500,499
495,0
163,205
497,498
485,485
499,493
1,496
497,497
498,498
494,498
499,499
499,500
500,496
499,499
500,499
500,499
499,500
499,499
499,499
499,500
499,499
499,499
498,498
492,493
499,499
499,498
0,500
470,470
499,499
499,499
498,151
498,498
499,499
499,499
498,499
498,499
499,498
498,499
499,499
499,500
500,499
499,499
499,499
500,499
500,499
496,496
499,499
494,440
499,498
500,499
492,493
499,498
499,499
485,485
499,498
500,499
499,498
499,500
500,498
499,500
499,500
499,500
500,499
499,498
499,499
499,497
500,499
471,498
499,496
499,499
499,499
498,499
471,500
499,497
500,500
499,499
500,499
499,498
500,500
500,499
499,499
499,498
499,498
500,499
499,499
498,481
498,500
499,498
500,500
499,499
499,500
500,499
498,500
499,499
499,498
499,497
499,499
500,500
500,500
499,498
500,499
499,499
500,499
499,499
499,498
499,501
500,500
499,498
500,499
499,498
499,500
498,497
500,499
500,499
499,499
498,499
499,494
499,499
500,499
498,493
500,499
500,499
500,499
499,498
499,499
500,499
499,500
499,500
499,498
499,498
498,498
499,499
499,500
500,500
499,498
499,500
499,500
