Agent 0,Agent 1
499,500
500,499
500,477
499,499
499,500
499,499
499,500
0,0
499,500
500,499
500,500
500,0
500,0
500,0
500,500
500,499
500,499
420,420
499,499
0,0
500,0
497,393
498,498
499,491
460,500
500,499
498,463
500,499
500,499
496,498
500,494
499,499
490,499
498,500
498,500
499,499
498,497
500,499
499,499
500,500
500,499
499,499
499,499
500,499
499,499
499,499
500,500
499,499
499,499
499,500
500,500
499,498
500,499
500,499
499,499
499,499
500,498
500,499
500,499
500,499
499,499
500,499
500,499
499,499
499,500
499,500
500,499
499,500
499,499
500,499
499,499
499,500
499,498
499,499
499,500
499,499
500,498
500,500
499,499
499,500
499,500
499,499
499,500
499,500
499,500
496,499
499,499
498,499
499,500
499,500
499,499
499,499
499,498
499,499
500,500
500,500
498,497
500,500
500,499
499,499
500,499
500,499
500,500
500,499
500,498
499,499
499,500
499,500
499,500
500,499
499,499
500,500
499,499
499,499
500,500
500,499
499,499
499,498
500,499
499,500
500,499
499,499
500,500
500,500
500,500
499,498
499,499
500,499
500,500
499,499
494,494
499,499
500,496
500,499
500,499
499,498
500,499
500,500
499,499
500,499
500,500
500,499
491,491
499,499
499,499
500,499
499,499
499,499
499,0
227,401
491,488
498,499
500,499
499,498
500,499
499,498
500,498
497,496
499,499
499,500
498,499
499,499
500,499
499,499
500,500
499,485
500,499
499,499
499,499
499,499
499,499
498,499
499,498
500,497
499,498
500,499
500,500
500,499
499,499
499,0
499,500
499,499
499,500
498,498
500,500
499,499
499,499
499,499
499,500
500,499
500,499
500,500
499,500
498,499
499,500
498,498
500,500
499,500
499,499
499,499
500,0
498,497
499,498
500,499
500,500
500,0
492,499
500,500
499,498
500,499
500,499
500,499
500,499
500,499
500,500
500,499
499,499
499,498
312,313
499,499
500,499
500,499
72,124
497,496
499,498
499,499
500,499
499,499
500,497
499,499
500,499
499,500
500,499
498,499
500,499
500,500
499,499
493,493
500,499
500,436
497,497
497,497
498,499
499,498
500,499
500,499
500,499
499,499
499,499
500,499
500,499
500,500
494,199
499,501
499,500
498,500
499,499
500,498
500,499
499,499
500,499
499,500
499,499
498,499
500,499
500,500
500,498
499,499
497,497
499,499
498,498
500,499
499,500
500,500
500,500
499,500
500,499
499,498
497,498
500,499
500,500
499,499
497,498
499,499
499,500
499,500
499,498
500,495
499,499
499,498
497,496
499,498
499,499
500,499
499,499
500,497
499,499
500,499
499,500
500,499
500,499
499,499
500,500
499,499
499,499
500,500
500,499
499,499
499,498
500,499
499,500
500,499
499,499
500,500
500,500
500,500
499,498
499,499
500,499
500,500
499,499
500,495
499,499
499,498
497,496
499,498
499,499
500,499
499,499
500,497
499,499
500,499
499,500
500,499
500,499
499,499
500,500
499,499
499,499
500,500
500,499
499,499
499,498
500,499
500,499
499,500
500,499
500,499
499,499
500,500
