Agent 0,Agent 1
16,8
15,12
15,0
19,11
16,9
17,8
22,14
16,0
37,7
20,17
18,0
21,6
17,0
15,0
16,0
18,1
15,0
15,0
27,1
19,1
0,14
15,0
14,0
15,15
14,19
0,9
17,0
16,16
16,21
24,22
25,22
20,18
16,16
15,8
20,22
17,24
20,1
19,14
18,14
0,19
22,5
22,0
17,0
22,4
21,1
22,4
18,1
25,3
20,1
27,4
15,11
26,0
17,5
17,16
17,23
15,0
17,1
18,24
17,17
18,24
15,14
0,11
19,11
17,16
16,28
16,0
17,19
16,20
17,23
16,0
19,23
18,34
15,0
17,19
16,19
17,17
17,12
17,16
18,20
18,22
17,13
18,19
16,13
0,11
23,0
18,19
23,16
23,18
17,1
23,2
19,17
20,15
16,21
15,11
15,0
20,17
17,0
0,11
18,0
20,10
15,15
17,9
15,14
16,14
17,0
20,0
18,13
18,16
21,0
1,11
19,7
19,0
20,5
17,16
21,11
16,15
18,19
15,14
17,13
18,18
17,13
21,15
17,16
19,22
16,13
16,18
19,0
18,12
23,19
16,13
17,12
16,14
41,0
15,0
16,17
17,25
49,0
16,14
21,3
22,19
17,18
16,7
15,18
1,7
96,0
95,0
16,18
17,13
16,18
16,13
19,0
21,19
16,17
30,11
15,13
15,15
8,0
16,11
25,1
17,4
20,8
15,14
19,0
20,0
15,0
17,15
16,18
18,16
18,14
18,21
18,7
18,20
20,7
16,14
16,0
1,7
17,24
96,0
19,0
21,0
28,0
18,15
17,0
20,16
18,0
17,15
17,23
23,20
18,20
24,0
20,19
18,15
17,18
21,17
18,16
20,14
17,23
15,0
18,17
30,0
16,29
17,17
17,0
12,14
14,0
16,20
14,15
15,21
16,17
14,0
13,16
16,22
21,26
56,0
21,21
99,0
19,0
21,17
14,17
19,23
23,12
18,15
20,18
23,0
22,19
14,13
18,19
15,13
13,13
33,7
20,16
17,15
19,0
18,19
22,22
15,16
18,16
22,22
17,18
14,18
25,16
17,17
18,17
16,20
18,0
18,21
21,19
14,22
16,20
19,18
15,16
18,0
20,0
18,28
16,23
18,0
20,0
22,0
24,0
22,0
16,23
16,21
13,0
5,11
22,0
18,24
22,0
20,13
21,0
16,0
18,25
19,15
20,24
14,0
16,26
19,26
21,27
18,32
15,25
19,0
18,0
16,0
18,0
12,10
15,0
8,16
14,22
18,0
18,32
20,0
16,0
14,35
18,0
14,25
11,11
20,8
18,30
19,29
17,0
14,0
16,30
8,9
20,21
18,32
12,15
19,0
21,0
20,0
18,0
20,0
20,0
0,19
0,15
0,17
13,0
11,0
9,0
10,8
11,24
15,0
0,11
21,0
14,27
14,0
14,22
15,1
14,8
40,0
20,14
16,0
19,0
19,0
15,0
16,0
20,1
17,0
17,0
21,0
21,1
17,0
15,23
16,27
18,28
16,28
0,27
25,0
23,0
19,13
18,0
17,71
17,42
22,0
17,59
18,0
16,1
16,17
17,0
0,94
0,95
0,96
0,97
0,96
13,73
16,0
15,69
15,84
16,82
16,83
16,83
15,83
14,61
15,0
13,23
16,26
0,7
17,0
19,25
18,0
16,23
19,1
17,21
17,22
18,14
18,22
15,0
17,19
37,21
0,8
20,23
18,29
41,0
13,0
31,0
33,0
48,0
36,0
17,0
33,0
29,0
30,0
36,0
18,0
39,0
38,0
39,0
39,0
16,0
34,0
22,0
16,24
19,0
20,0
18,0
21,24
18,0
21,0
24,0
20,25
22,0
16,20
19,23
19,0
1,7
19,26
10,0
18,28
20,22
16,0
10,0
6,14
24,0
63,0
1,9
18,0
1,10
22,0
27,0
33,0
10,19
18,24
29,0
24,0
20,28
15,0
16,0
20,0
21,57
21,62
22,16
17,82
23,0
17,0
16,82
18,0
20,0
17,12
19,0
16,0
16,1
17,0
20,0
18,1
17,1
20,0
19,0
15,7
25,0
22,46
20,28
18,71
16,20
20,50
24,50
22,33
13,0
16,82
19,77
18,1
23,66
0,95
16,78
25,1
26,73
21,41
21,1
23,22
18,79
21,63
16,20
17,0
22,0
18,38
22,19
14,11
24,1
21,41
19,36
17,32
20,38
22,1
