Agent 0,Agent 1
6,5
6,5
6,5
7,5
6,5
6,5
6,5
6,5
6,5
5,5
6,5
5,5
6,5
6,5
6,5
6,5
7,5
7,5
7,4
6,5
7,5
7,5
7,5
7,5
6,5
3,0
7,5
5,5
7,5
5,5
5,5
7,5
8,5
7,6
7,6
8,6
6,6
8,6
6,6
1,0
6,6
1,0
7,6
9,7
8,7
2,0
1,0
8,7
7,7
8,7
8,7
7,7
8,7
7,8
7,8
7,8
8,7
3,0
9,7
9,7
9,7
9,7
8,8
8,8
2,0
8,8
8,8
9,8
10,7
1,7
8,10
9,16
18,11
19,20
15,22
3,0
13,19
15,18
23,26
25,24
27,26
33,31
32,30
24,18
23,17
29,18
28,18
28,16
43,17
18,18
22,19
26,18
29,20
34,20
34,20
33,19
35,20
47,20
41,20
46,20
43,22
49,25
49,28
48,33
49,37
48,42
48,42
49,48
50,48
46,47
46,46
50,48
48,47
47,47
48,49
49,48
49,49
49,48
48,48
48,48
49,49
48,47
48,48
48,48
43,42
48,46
47,45
41,41
2,11
45,44
48,46
49,48
49,48
10,22
39,22
45,34
5,18
26,16
40,22
37,36
46,47
17,21
17,19
23,16
17,21
20,28
19,27
19,30
18,25
18,24
19,13
1,12
20,14
12,20
20,21
16,18
4,11
21,17
17,13
18,17
23,23
15,26
15,24
20,25
22,21
25,18
34,19
29,35
17,17
22,27
25,24
21,24
25,21
26,25
21,19
15,26
12,19
20,23
22,21
23,29
23,22
15,28
23,24
37,30
30,27
29,22
24,28
30,28
29,20
28,27
38,24
25,29
30,26
33,31
30,25
28,35
26,34
28,33
28,34
29,34
29,23
31,24
36,32
29,36
40,33
44,46
48,48
46,47
47,48
28,32
42,42
40,43
44,43
48,48
44,45
38,45
44,46
47,47
46,46
47,48
45,44
47,47
47,47
49,47
48,49
45,44
49,48
42,42
46,46
48,48
48,49
42,47
45,45
47,48
43,43
48,49
44,43
44,45
46,45
49,47
46,45
48,49
49,49
49,49
12,18
49,38
11,24
49,35
45,44
43,42
50,48
0,31
0,12
17,39
22,39
20,36
19,31
21,33
25,38
43,42
47,47
47,46
49,47
48,47
48,49
46,45
49,48
37,43
48,47
48,48
48,48
48,48
48,48
48,49
49,48
44,43
41,41
49,47
46,47
46,47
49,49
45,46
47,47
48,47
45,43
43,42
48,49
49,48
48,49
34,35
46,47
50,48
48,49
48,47
47,47
48,46
47,47
47,48
50,48
48,49
49,48
44,45
44,45
43,46
48,48
48,49
48,47
48,49
44,44
45,47
45,45
1,19
48,47
43,43
47,47
45,46
47,47
34,20
48,48
47,47
49,48
47,48
48,45
47,47
49,49
48,48
48,48
45,45
48,49
49,49
45,46
44,44
49,48
45,43
47,48
48,49
48,49
47,48
47,47
49,49
48,48
49,48
48,48
48,49
48,47
46,47
48,49
48,49
46,46
48,47
49,47
44,45
44,45
50,48
47,48
48,47
46,47
48,47
48,47
47,47
49,48
49,49
44,45
48,47
48,45
49,49
47,48
49,49
47,47
48,49
48,48
42,41
47,47
49,48
48,48
47,47
47,47
47,46
49,49
48,48
49,49
48,47
47,48
47,48
49,48
49,49
49,46
48,48
48,48
48,48
48,46
47,46
50,48
40,41
48,48
49,49
50,48
47,47
47,47
49,48
49,49
49,48
47,48
48,49
48,48
45,46
48,48
32,38
48,48
49,49
47,48
49,48
46,46
49,49
47,48
43,43
48,47
48,49
48,48
48,48
46,48
48,48
47,48
45,45
48,49
48,48
49,48
48,49
44,44
48,47
50,48
48,48
48,47
48,49
2,5
42,41
38,34
50,48
48,48
48,43
47,48
49,49
48,47
48,49
41,40
48,48
48,48
47,48
49,48
46,45
44,42
49,49
49,48
46,44
45,45
50,47
47,46
50,47
46,43
48,48
47,48
44,43
49,46
47,47
48,45
48,48
50,48
49,48
45,46
48,49
48,47
49,48
47,47
48,49
44,42
46,47
49,48
43,44
34,34
47,49
49,49
48,49
48,47
48,48
47,47
45,45
42,40
47,48
39,38
48,49
49,49
48,49
49,48
48,49
49,46
48,48
49,46
47,46
48,45
48,49
