Agent 0,Agent 1
10,14
12,18
14,23
19,24
29,24
33,28
37,35
29,37
38,40
32,53
35,47
39,51
40,54
41,49
38,48
43,54
43,54
43,54
43,53
42,54
41,53
38,49
38,48
41,51
42,53
26,37
39,50
39,50
41,52
43,52
42,52
38,48
41,51
44,53
42,51
44,51
44,53
44,53
43,51
44,52
41,49
44,53
43,52
44,53
41,50
45,53
44,51
45,52
45,52
43,50
44,52
39,47
44,52
45,52
43,48
42,47
44,51
44,51
43,50
43,50
45,52
42,49
44,51
44,52
42,50
38,46
42,49
45,52
44,52
45,52
42,50
45,52
35,43
43,51
43,50
45,52
35,43
45,52
44,51
45,52
44,51
44,52
44,52
45,53
45,52
45,52
45,52
44,52
44,51
44,51
44,52
35,43
44,51
45,52
43,50
43,50
42,50
43,50
43,50
44,52
42,49
40,47
44,51
43,51
45,52
43,50
45,52
42,49
36,44
41,49
45,52
37,44
42,50
35,43
44,51
41,49
44,52
41,49
42,50
45,52
42,49
44,51
43,51
43,50
43,51
44,51
45,52
42,50
44,52
44,51
45,52
41,48
45,52
47,50
25,35
33,42
36,42
41,47
41,47
41,46
41,46
28,34
42,47
40,47
42,49
42,49
40,46
46,51
46,52
46,52
45,50
46,52
44,49
44,49
43,48
46,52
9,14
46,51
42,48
44,50
46,51
46,51
44,50
43,49
44,49
42,49
42,50
44,51
44,52
39,46
46,52
43,49
46,52
44,50
43,50
46,52
44,50
45,52
46,52
45,51
42,49
45,51
45,51
45,51
46,52
46,52
46,52
46,52
42,49
45,52
46,52
42,49
46,52
45,51
44,51
32,38
44,50
45,51
42,48
44,51
46,52
45,51
44,50
43,49
45,52
42,49
30,37
43,50
44,50
43,50
45,52
44,50
41,47
44,50
43,50
45,52
45,52
45,51
41,48
35,42
44,51
44,51
43,49
41,48
44,50
45,51
45,51
34,41
45,52
39,45
37,43
45,52
44,51
44,51
42,49
44,50
38,44
44,50
45,51
46,52
45,52
45,52
45,52
39,45
45,51
45,52
45,52
45,51
44,51
44,51
41,48
45,51
46,52
45,51
44,51
45,52
45,52
46,52
45,52
46,52
44,51
44,50
46,52
46,52
45,52
43,50
46,52
44,50
45,51
43,50
44,50
43,50
44,50
45,51
45,52
43,50
45,51
44,51
44,51
42,48
43,50
45,51
45,51
46,52
44,51
42,49
45,52
41,48
45,51
39,45
45,51
44,51
45,52
45,52
45,51
46,52
46,52
44,50
45,51
45,51
44,50
40,47
45,52
45,52
45,52
44,51
45,52
44,50
45,52
46,52
45,52
41,48
37,44
42,49
44,51
45,51
45,52
45,52
45,52
45,51
45,51
38,45
44,51
44,51
45,52
44,50
42,49
45,52
43,50
45,52
45,51
43,50
45,52
44,50
44,50
45,51
44,51
43,49
45,52
43,50
41,48
44,50
45,52
39,45
44,51
42,49
45,52
40,47
43,50
43,50
45,51
45,52
44,51
44,50
44,51
46,52
43,50
43,50
39,45
45,51
44,50
45,51
45,52
43,49
33,40
45,52
45,51
44,51
45,51
46,52
46,52
45,52
45,52
41,47
45,52
46,52
46,52
46,52
44,50
45,52
43,50
44,51
45,52
43,49
42,49
45,51
40,47
44,50
45,52
44,51
44,51
42,49
43,49
44,51
45,52
38,45
46,52
46,52
44,50
45,52
45,52
44,51
43,50
45,52
43,50
45,52
46,52
46,52
46,52
40,47
43,50
44,51
45,52
45,51
44,51
44,51
45,51
46,52
44,51
45,51
45,52
45,52
44,51
44,51
45,51
46,52
45,52
44,51
45,51
42,48
45,51
44,51
45,52
45,51
43,49
45,52
44,50
44,50
45,52
45,52
45,52
45,52
45,51
45,51
46,52
44,51
45,52
44,50
45,51
43,49
43,50
45,51
45,51
33,40
44,51
40,47
45,52
45,51
45,52
45,50
45,51
45,50
46,52
45,50
42,47
45,51
46,52
46,51
44,50
45,51
45,51
43,48
46,52
44,49
42,48
43,48
45,51
38,43
44,50
45,51
46,52
46,50
44,49
39,43
44,48
46,51
45,51
45,50
45,51
44,50
41,47
42,48
45,51
44,50
45,50
45,50
45,50
43,48
45,50
45,51
