Agent 0,Agent 1
49,47
47,46
48,46
48,47
48,46
44,43
46,45
46,45
48,46
39,38
48,47
47,46
48,46
44,42
48,46
49,47
48,46
49,47
47,46
49,47
47,45
48,46
46,45
47,46
49,47
48,47
48,46
47,46
48,47
48,46
48,46
48,46
48,47
46,45
48,47
48,47
49,48
48,46
49,47
48,46
47,45
48,46
48,46
48,46
48,46
48,47
48,47
49,47
49,47
48,46
49,48
49,47
48,47
48,46
46,44
47,46
48,46
46,45
47,45
46,45
48,46
43,40
45,43
47,45
39,38
45,44
38,37
49,47
48,47
48,47
48,46
44,42
43,42
30,29
47,46
48,47
20,19
43,40
48,46
42,41
47,46
48,46
46,45
47,45
49,47
48,46
46,45
47,45
48,46
48,47
48,47
48,47
48,46
48,46
48,47
47,46
49,48
46,44
48,46
47,45
48,47
49,47
48,46
48,46
48,46
49,47
48,47
48,46
47,45
46,44
47,45
33,30
48,45
48,45
44,42
48,45
31,29
46,44
45,42
45,42
47,45
46,44
44,42
44,42
46,43
46,44
47,45
47,45
47,44
48,46
47,45
44,41
47,45
47,44
46,44
45,43
36,33
44,42
47,44
46,43
42,40
47,45
8,0
47,44
44,41
45,43
46,43
47,44
47,45
47,46
45,44
48,45
41,39
48,46
45,43
48,45
49,46
49,46
49,47
41,41
46,44
47,44
49,47
49,46
47,44
43,41
46,43
48,46
49,47
48,45
47,45
39,36
46,44
44,41
48,45
46,44
48,46
48,45
45,42
47,44
45,42
48,45
48,47
48,46
48,47
42,39
49,46
8,0
34,33
43,41
42,41
42,42
40,39
42,41
41,40
43,43
43,43
44,42
44,42
42,41
44,42
39,38
41,39
43,42
42,40
43,42
43,41
43,42
33,32
43,42
43,40
42,39
44,42
43,40
43,40
43,42
6,0
42,41
43,41
42,40
43,40
44,41
43,40
40,38
43,40
42,39
41,39
41,39
43,42
41,39
43,41
43,42
42,40
43,43
43,43
43,43
41,41
43,43
42,41
42,43
41,30
37,28
35,30
37,30
35,28
28,21
25,19
24,18
24,18
18,15
17,15
16,15
16,15
7,0
17,15
17,16
16,15
15,14
16,15
18,16
19,18
20,18
18,18
23,19
20,18
19,18
19,18
19,18
20,18
19,18
19,18
19,18
19,18
19,18
19,18
21,18
19,18
19,18
20,18
19,19
22,18
19,18
19,18
19,18
19,18
21,18
19,18
20,18
19,18
20,18
21,18
20,18
19,18
19,18
20,18
23,18
21,21
24,21
22,21
22,21
22,21
23,21
23,20
22,20
21,20
21,20
22,21
22,21
23,21
22,21
22,21
23,21
22,21
21,20
22,21
21,20
23,21
24,24
25,24
24,23
26,23
23,21
22,21
24,21
22,21
23,19
22,21
19,20
22,21
22,19
23,21
42,42
42,42
43,42
43,42
42,42
39,39
38,39
34,37
40,39
39,39
35,32
39,38
35,34
43,41
40,40
40,41
43,42
39,40
39,38
41,39
42,41
38,35
42,41
42,41
42,39
32,26
41,41
42,41
42,40
42,41
42,41
42,40
42,41
40,40
39,37
40,39
40,40
41,41
41,40
40,38
41,40
41,37
36,33
42,41
40,39
37,37
42,41
41,40
43,41
41,41
42,41
41,40
41,41
43,41
43,40
41,42
31,31
43,41
41,41
41,41
42,41
42,41
39,38
41,41
43,41
42,42
41,42
43,41
40,41
41,41
42,41
35,37
39,39
43,40
41,40
39,40
40,40
42,40
40,39
42,42
43,41
42,41
42,41
43,41
41,41
42,41
40,37
42,41
42,41
41,40
42,41
40,40
42,41
40,40
42,42
42,41
42,41
42,40
43,40
41,40
42,41
38,38
34,32
42,41
42,42
41,41
41,41
39,40
41,40
41,42
22,23
41,41
37,36
5,0
33,30
33,29
35,37
42,42
42,41
44,43
45,45
45,45
43,43
44,43
44,44
26,28
42,41
39,40
41,42
39,37
38,39
42,40
37,38
4,3
41,40
42,42
31,30
43,43
37,37
44,44
40,40
41,39
43,44
43,40
44,42
40,42
41,39
37,37
42,39
40,37
41,42
43,43
36,35
41,37
39,36
39,37
42,43
42,42
43,42
42,42
37,36
36,36
39,40
42,42
41,41
42,42
42,42
36,36
43,41
