Agent 0,Agent 1
2,6
6,7
5,0
3,8
11,11
13,16
2,0
14,20
27,37
0,28
3,4
0,5
3,9
6,9
0,0
9,12
9,15
13,19
1,0
1,0
0,2
0,5
11,14
12,15
12,13
14,22
25,35
29,34
42,47
7,9
0,0
5,5
7,8
14,9
23,16
16,24
26,23
27,26
5,18
12,6
0,2
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
8,11
16,6
2,12
13,15
22,16
22,18
31,24
24,31
20,26
21,19
26,29
22,24
24,17
24,39
27,34
31,36
32,41
25,28
27,43
23,32
28,40
34,43
36,42
36,42
31,31
34,36
37,42
26,29
38,45
38,43
33,38
38,43
39,44
33,38
35,40
37,43
36,42
36,41
37,42
38,43
37,42
36,41
39,42
38,43
37,41
39,42
40,44
29,22
32,35
37,36
38,39
41,42
20,19
38,41
38,41
38,40
36,38
38,40
39,41
39,41
41,43
35,36
39,40
39,41
2,0
36,37
4,0
42,44
36,40
9,2
40,42
13,8
35,36
13,25
34,39
35,44
35,45
34,42
35,44
35,41
34,39
35,40
35,42
36,43
35,42
36,42
36,41
36,40
17,17
35,42
33,37
35,40
25,35
36,42
37,41
38,42
37,41
34,38
36,40
37,41
37,40
35,38
35,39
37,42
37,41
37,42
37,41
36,39
35,40
35,40
34,37
35,40
37,42
36,41
36,40
35,40
36,41
35,39
37,41
33,37
34,37
35,39
35,40
37,42
36,40
38,43
37,42
37,43
37,42
37,41
35,39
37,41
37,41
37,40
37,40
29,29
27,35
36,41
36,41
38,45
36,42
35,43
36,43
38,45
38,45
37,43
38,44
40,46
38,44
38,44
38,45
37,43
38,45
38,45
38,44
36,42
38,44
37,44
34,33
39,46
37,42
37,44
36,38
38,47
37,43
39,47
37,44
36,42
37,43
38,46
39,47
38,45
39,46
38,44
38,47
39,48
39,47
37,46
37,46
38,42
40,44
44,46
47,46
47,48
47,48
48,48
47,46
48,46
48,47
49,47
46,45
44,43
47,46
46,45
47,46
42,43
48,47
47,47
46,44
46,46
43,44
46,45
44,44
45,45
45,44
32,34
44,44
41,42
39,39
35,35
41,41
44,45
42,43
46,46
43,44
32,32
46,46
45,46
44,45
46,46
45,45
36,37
40,41
40,44
42,46
39,44
41,45
39,45
40,45
39,45
39,45
38,44
37,44
36,43
39,46
37,44
36,43
36,43
36,43
36,45
36,39
36,42
36,42
36,44
36,45
36,43
36,44
36,43
35,36
36,45
36,42
36,44
36,40
35,41
37,44
37,43
37,38
41,44
41,43
41,43
41,41
42,42
43,42
42,42
42,41
39,40
43,42
44,42
40,40
42,42
40,38
46,51
49,49
48,48
50,48
47,47
48,48
45,46
43,41
48,47
49,48
47,46
45,44
47,47
49,47
47,47
47,46
44,45
49,48
40,40
48,48
47,47
47,47
49,48
47,47
49,48
47,48
46,44
47,46
45,44
43,42
47,47
48,47
40,42
47,48
46,47
47,48
46,45
49,48
49,49
49,48
48,49
49,49
49,49
44,44
47,46
49,48
48,47
48,47
49,48
49,48
49,48
44,44
49,48
46,46
48,48
50,48
43,42
48,47
43,40
49,48
46,46
47,47
50,48
45,45
46,43
48,47
48,47
47,47
47,46
50,48
43,42
49,49
49,48
48,49
43,44
48,48
48,48
48,49
37,38
48,49
49,46
47,46
48,48
44,43
45,46
48,48
47,47
48,48
49,48
44,44
48,47
41,39
46,47
48,47
41,42
45,44
46,45
48,49
48,48
47,45
47,46
49,48
49,48
43,42
49,48
36,36
38,38
47,47
49,48
48,47
49,48
45,44
47,47
46,44
48,47
48,47
49,48
49,48
48,48
49,49
48,48
48,48
46,46
47,44
49,48
49,47
46,44
49,47
49,49
48,48
47,48
46,46
49,48
48,46
49,48
44,45
48,47
49,48
49,49
49,49
40,38
47,45
43,42
46,44
47,46
47,46
48,46
48,46
47,46
48,46
49,47
48,46
47,45
47,46
49,47
47,45
45,45
48,46
