Agent 0,Agent 1
13,5
4,3
0,4
8,1
14,5
3,8
18,6
8,11
22,6
13,15
18,21
27,16
26,16
43,20
47,40
10,0
0,0
44,1
3,28
11,2
17,10
14,2
13,8
27,16
31,25
45,38
22,19
21,18
34,28
48,20
14,1
25,18
25,17
22,15
24,16
31,20
32,21
31,20
36,23
27,17
43,28
41,27
45,15
50,27
50,27
49,27
49,27
32,17
38,21
40,22
50,27
17,10
34,19
38,21
38,21
48,28
47,26
48,25
32,15
49,26
42,23
7,0
38,19
43,21
38,19
50,23
40,19
40,19
47,23
41,19
47,21
37,18
41,20
32,16
35,17
37,18
37,18
38,18
0,0
0,1
39,19
33,16
29,14
29,14
29,14
29,14
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
23,11
9,0
24,11
23,11
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
23,11
21,10
21,10
21,10
21,10
21,10
21,10
21,10
21,10
1,1
18,5
21,10
19,9
19,9
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
2,3
10,2
11,7
19,5
6,3
5,1
5,1
5,1
5,1
5,1
3,0
3,0
0,3
0,0
3,6
6,7
5,9
4,46
0,38
0,3
0,9
0,33
0,36
0,6
0,2
0,2
0,4
0,2
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,4
0,4
1,0
0,3
0,4
1,3
5,4
0,3
5,6
6,6
1,3
9,6
13,6
17,7
18,7
10,8
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
5,6
0,0
7,7
5,6
5,6
5,6
4,6
0,6
4,6
5,6
5,6
7,7
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
0,2
7,6
7,6
7,6
8,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
10,7
3,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
2,4
4,3
2,3
2,3
3,3
3,3
3,3
2,3
2,3
2,3
0,3
3,3
1,2
2,3
0,3
1,3
2,3
3,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
2,3
1,3
8,0
0,3
2,3
1,3
0,3
0,3
0,3
1,3
2,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
2,3
2,3
2,3
1,3
1,3
1,2
1,3
0,2
0,1
2,3
1,6
7,8
7,16
13,12
15,6
18,8
25,5
21,14
22,13
26,21
29,23
35,33
16,25
18,28
21,30
18,29
17,34
17,33
19,28
22,29
26,32
30,37
33,42
37,42
41,45
46,42
46,42
47,42
43,39
48,44
36,32
47,44
47,44
48,44
49,45
49,46
47,44
45,41
48,45
47,43
49,45
45,42
49,45
48,44
47,44
48,45
48,45
49,45
47,44
46,42
47,44
47,44
47,44
47,43
47,43
47,44
46,42
45,42
46,43
44,40
47,44
45,42
43,39
49,45
47,43
46,43
47,44
46,42
49,45
48,44
47,43
48,45
47,44
45,42
46,43
48,44
48,44
46,42
47,44
47,44
46,43
47,43
47,44
47,43
48,45
48,44
45,42
48,45
47,44
46,43
45,42
47,44
47,43
46,43
49,46
45,42
47,43
47,43
49,45
46,43
47,43
47,43
46,43
44,40
47,43
45,42
46,43
43,39
46,43
46,43
46,43
48,45
45,41
47,43
48,45
45,41
46,42
42,38
47,44
47,43
43,39
47,44
46,43
47,43
49,45
48,45
47,44
47,43
45,41
48,45
45,41
47,43
47,43
43,40
47,44
47,43
38,34
39,36
47,44
44,41
