Agent 0,Agent 1
42,42
43,41
41,42
43,42
42,42
39,40
38,40
41,40
39,38
36,38
36,37
42,41
42,41
41,42
43,41
42,42
35,38
41,39
40,40
40,41
41,41
40,40
41,42
7,10
39,38
40,41
41,41
36,36
41,39
38,40
42,40
28,25
32,32
31,30
36,37
38,38
36,36
41,34
42,40
39,38
43,41
41,42
43,41
42,41
42,41
42,41
41,41
36,37
41,40
38,36
42,41
41,39
39,38
43,41
41,40
42,41
41,41
41,41
41,42
41,41
40,40
42,41
42,41
41,40
41,41
42,41
42,40
35,34
43,41
33,34
41,38
33,36
38,39
41,41
39,39
38,38
37,37
34,37
43,40
39,39
43,41
38,35
38,38
41,42
41,42
43,41
4,8
42,42
41,42
42,42
36,36
33,35
30,30
41,41
41,41
42,41
41,42
42,42
40,41
40,40
35,30
38,36
42,41
41,42
41,42
41,40
38,38
42,41
36,37
36,35
41,41
42,42
36,37
41,41
43,41
33,33
41,42
40,39
40,39
32,33
41,42
41,42
42,41
42,40
34,35
41,41
41,41
41,41
41,39
41,42
41,41
41,41
41,42
41,41
41,37
39,41
41,40
42,41
42,41
40,40
40,40
34,33
37,36
41,40
41,42
36,35
41,42
40,40
34,32
37,37
41,40
42,42
43,41
41,41
43,42
42,42
41,39
40,36
42,41
43,42
41,40
37,38
40,41
42,42
41,42
40,41
42,42
42,42
42,42
41,41
42,41
39,38
43,42
41,40
42,42
41,41
40,39
43,42
42,42
42,42
41,42
42,42
42,42
40,39
42,42
42,42
42,41
42,42
43,41
43,42
42,42
42,39
42,42
43,41
42,42
41,41
40,42
42,42
41,42
42,42
39,41
42,42
41,41
42,42
41,42
42,41
41,42
42,41
42,42
42,42
43,42
37,36
42,42
41,42
39,38
43,42
42,40
42,42
40,40
42,42
40,34
43,42
42,40
41,41
41,42
43,42
43,41
42,40
41,40
42,41
42,42
0,0
40,41
43,42
39,40
40,39
38,37
39,41
41,41
40,39
40,41
39,36
41,40
42,42
41,40
41,41
39,39
37,37
41,38
34,33
41,42
41,41
39,41
40,40
41,40
41,42
43,41
41,42
43,42
41,41
41,40
41,41
42,42
40,40
42,42
42,42
43,42
40,40
43,42
42,42
42,42
42,42
43,42
41,40
43,42
40,40
42,42
42,42
42,41
41,40
37,36
43,41
42,41
43,42
41,42
43,42
43,42
43,42
42,42
42,42
42,41
42,40
42,41
43,42
39,39
42,42
42,41
42,42
42,42
42,42
41,41
42,42
41,41
42,42
41,41
39,38
42,42
41,41
41,42
38,37
41,42
41,41
42,42
41,40
42,41
43,42
42,42
39,39
42,41
41,41
40,40
41,41
43,42
38,39
41,41
42,42
43,42
42,42
42,42
41,42
41,41
42,42
42,42
42,41
41,41
42,42
42,41
43,42
40,40
43,42
42,42
41,40
41,41
42,41
41,40
42,42
41,41
43,42
42,41
42,42
41,41
42,42
41,42
41,41
42,41
36,37
41,41
41,41
43,42
42,42
40,41
41,42
40,41
42,42
42,42
43,42
41,40
42,42
43,42
42,41
41,41
40,40
42,42
42,42
43,42
42,41
39,40
42,42
42,42
33,32
41,40
41,40
40,40
42,41
40,39
41,37
40,41
30,26
40,39
2,0
36,34
26,25
43,42
0,0
38,38
40,41
33,35
37,36
41,41
27,26
41,39
42,42
41,43
38,40
38,37
41,41
41,40
41,41
41,43
41,42
41,40
39,38
41,41
39,39
36,37
41,39
35,33
30,30
32,29
36,36
36,34
41,42
39,40
40,40
41,41
38,37
34,30
38,41
42,40
40,40
32,32
41,41
38,39
41,42
42,42
27,27
38,38
10,6
28,25
36,38
42,41
41,41
41,42
33,35
42,42
41,41
37,38
38,42
42,41
41,39
40,39
39,39
41,42
37,0
10,10
29,27
2,0
2,0
27,27
30,27
39,39
38,39
38,37
38,38
38,40
7,0
30,11
24,24
23,22
20,27
25,38
31,32
29,30
37,34
42,41
41,41
14,14
26,36
16,9
43,43
39,40
42,44
32,33
42,44
41,39
43,42
43,42
45,44
40,37
40,39
44,43
42,41
42,42
45,43
43,43
40,42
44,43
41,43
43,42
46,44
