Agent 0,Agent 1
42,44
42,41
44,43
44,42
45,43
43,44
40,40
45,44
44,44
45,44
45,43
45,45
44,44
46,45
46,46
44,43
45,46
45,45
47,46
46,46
46,46
46,45
38,40
46,45
47,46
45,44
47,47
46,46
46,45
45,45
39,40
47,46
47,46
46,46
47,47
26,19
38,39
46,45
43,38
46,45
42,38
46,45
47,46
47,46
47,45
47,47
46,46
47,46
44,42
45,44
47,47
42,43
47,46
46,46
47,46
46,46
47,46
47,46
42,41
47,46
45,45
47,46
46,45
47,46
36,36
47,46
46,46
47,47
46,46
45,45
47,46
46,46
47,46
47,46
45,45
43,43
46,45
47,47
48,47
44,44
45,45
47,46
45,46
45,45
47,46
46,45
46,46
46,45
42,42
46,45
45,44
46,45
45,44
46,45
46,45
45,44
46,45
45,45
45,45
44,44
45,45
44,44
45,44
42,42
45,44
44,43
44,43
46,45
46,44
44,43
45,44
45,44
44,44
41,39
43,43
43,42
43,42
43,43
45,44
44,44
44,44
45,44
39,39
45,43
44,42
46,44
43,43
42,41
46,44
44,44
45,45
45,44
44,41
45,45
44,44
44,43
38,39
45,44
44,43
47,45
45,44
46,44
45,44
41,40
46,46
46,45
47,45
46,44
46,45
45,45
39,39
46,46
46,46
46,46
45,45
46,45
46,45
41,40
46,45
45,44
45,45
45,45
44,44
45,45
46,45
46,45
46,45
45,44
46,43
31,32
45,45
45,45
46,45
44,43
44,43
45,44
45,45
41,41
44,44
44,43
45,45
45,44
45,45
45,45
42,42
45,45
45,44
44,43
45,45
46,43
45,44
46,46
46,46
45,43
46,45
45,45
44,44
46,45
46,46
46,45
45,45
45,44
47,46
44,43
44,44
45,44
46,44
45,45
45,44
46,45
45,45
44,44
46,45
43,40
46,46
46,45
40,40
46,45
43,43
47,44
46,46
45,45
44,43
45,44
44,44
32,32
45,44
46,46
46,46
42,41
47,46
45,45
46,46
43,42
47,46
48,47
43,42
46,46
47,47
47,47
46,44
47,46
48,47
45,44
47,47
48,47
47,47
47,47
44,44
48,47
47,45
47,46
46,46
43,43
47,47
43,41
47,46
33,28
47,47
44,44
46,46
47,46
45,44
45,44
47,46
44,43
47,47
46,46
47,47
46,45
39,37
46,44
47,45
48,46
47,46
44,43
47,45
46,44
47,45
47,46
47,46
47,46
47,46
48,47
47,46
48,46
48,47
47,46
46,45
43,41
47,46
47,45
48,47
47,47
48,47
48,47
47,47
48,47
48,47
47,47
43,43
48,45
46,44
47,47
47,46
46,45
46,45
47,47
44,43
39,38
46,43
48,46
48,46
47,46
46,46
48,44
45,43
43,41
45,43
6,13
14,16
0,0
17,23
18,24
15,19
14,12
13,11
14,13
15,13
15,14
15,13
15,13
15,14
15,14
15,14
15,14
15,14
15,14
15,15
15,13
15,15
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,12
15,14
16,15
21,20
20,17
19,18
19,17
19,18
22,21
22,21
22,21
22,21
22,21
22,21
22,21
22,21
22,22
25,24
25,24
25,24
25,25
25,24
25,23
25,24
25,24
25,24
25,25
25,24
25,24
25,24
25,25
25,24
25,23
25,24
25,24
25,25
25,24
25,24
25,24
25,24
25,24
25,21
25,24
25,23
25,25
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
25,24
26,25
32,31
38,38
44,43
48,47
48,47
48,48
48,47
47,47
48,48
48,48
48,47
48,47
48,48
45,45
47,46
48,48
49,48
48,47
48,48
48,48
47,47
48,49
47,46
47,46
48,48
46,46
47,47
48,48
48,48
47,47
1,0
31,23
46,40
43,37
46,40
48,43
48,42
46,41
48,42
48,43
49,43
44,45
48,43
10,3
47,39
47,41
47,41
49,42
27,20
46,40
45,37
13,6
11,5
42,34
49,42
47,39
49,41
49,40
48,39
45,36
47,38
49,40
45,38
45,38
48,40
49,41
47,39
45,37
48,40
49,41
49,42
48,40
48,39
48,40
48,40
49,40
46,37
48,40
49,41
49,42
48,40
48,39
48,40
48,40
49,40
46,37
48,48
46,47
