Agent 0,Agent 1
7,14
7,15
8,10
12,29
10,9
0,15
4,25
5,4
9,9
13,12
21,6
2,7
8,12
13,9
1,0
27,1
3,15
2,3
3,5
2,6
2,6
3,7
4,5
2,0
5,6
0,0
6,6
6,6
6,6
6,4
7,4
7,4
7,4
7,4
14,0
1,1
3,2
4,0
10,4
12,5
14,6
17,6
19,7
25,11
27,7
29,19
34,13
25,11
27,13
42,11
48,3
19,12
18,9
26,11
27,13
26,13
30,15
42,24
9,0
0,3
0,3
24,15
47,23
48,23
0,2
32,13
17,11
1,2
19,5
32,18
35,18
42,18
46,19
41,15
34,17
36,16
35,12
41,16
37,16
40,15
37,15
38,16
37,14
42,18
38,14
39,16
43,19
37,14
46,18
0,2
43,19
40,16
39,17
42,17
40,17
41,16
39,15
43,18
39,15
42,17
41,19
44,18
34,15
35,16
33,15
0,2
34,17
33,16
37,16
41,14
36,12
36,14
40,14
29,6
26,4
29,9
27,10
29,8
24,3
37,4
28,5
27,2
27,8
30,8
26,8
42,17
42,13
36,15
32,9
24,7
34,7
32,12
38,14
38,10
31,14
35,17
24,16
31,15
34,18
35,26
43,16
39,23
46,24
37,16
42,17
41,25
48,32
49,34
49,38
50,39
47,35
49,37
48,36
48,37
49,37
44,32
49,37
48,38
46,35
35,25
46,35
46,36
47,35
46,35
44,33
46,35
44,33
48,37
45,35
47,37
47,37
48,38
42,30
47,35
47,35
47,37
46,35
43,31
42,30
49,39
46,36
48,36
46,36
47,37
45,34
49,37
47,36
47,36
44,32
50,39
46,34
48,36
47,37
44,33
48,37
48,37
44,33
48,36
49,38
44,33
46,36
49,38
47,36
44,34
49,39
49,39
48,37
48,36
45,34
49,38
47,36
49,38
48,38
47,36
49,39
41,31
48,38
46,35
48,38
48,37
47,37
49,37
47,36
25,13
47,36
47,38
47,37
46,34
50,39
49,38
48,38
49,39
48,37
48,37
49,38
45,34
49,39
47,37
48,37
48,38
48,39
48,37
48,38
50,39
47,37
47,36
50,39
44,32
48,38
46,34
48,36
48,37
49,39
49,37
43,33
43,32
39,29
48,37
48,36
49,39
49,39
47,37
45,35
46,36
50,39
49,38
50,39
49,39
49,38
48,37
48,38
49,39
43,33
46,36
49,39
49,39
46,36
49,38
45,34
50,39
46,34
49,38
49,38
47,36
45,34
49,38
48,37
48,38
48,37
47,35
50,39
48,37
48,37
49,38
48,39
48,37
47,37
47,36
43,30
39,27
49,39
48,38
45,35
49,38
41,31
49,38
49,38
47,37
45,35
49,37
48,37
46,35
46,34
48,39
41,31
45,36
41,29
48,37
47,38
43,33
36,27
48,38
34,23
46,36
46,36
48,38
45,35
47,36
46,34
46,41
48,39
44,35
50,40
35,27
43,31
2,7
14,4
43,21
35,26
27,29
36,25
44,30
30,20
29,30
27,25
30,26
40,36
46,46
49,47
46,44
48,47
48,46
49,46
43,40
36,39
45,43
44,43
47,47
47,46
45,46
39,37
47,47
47,49
5,5
49,46
47,45
48,45
49,47
49,47
44,46
46,48
47,48
46,48
44,46
47,48
49,48
47,48
49,48
46,45
47,46
47,49
46,48
49,47
49,48
46,45
49,49
47,47
48,44
48,47
49,47
48,46
48,47
47,45
48,46
49,47
48,49
49,48
43,41
47,49
47,48
48,47
45,43
48,46
42,40
48,48
49,47
49,46
48,47
44,45
44,41
46,45
42,41
44,42
49,47
48,49
48,46
36,36
47,44
47,48
48,47
45,43
48,46
42,40
48,48
49,47
49,46
48,47
44,45
44,41
46,45
42,41
44,42
49,47
48,49
48,46
36,36
47,44
47,48
48,47
45,43
48,46
42,40
48,48
49,47
49,46
48,47
44,45
44,41
46,45
42,41
44,42
49,47
48,49
48,46
36,36
47,44
48,46
42,40
48,48
49,47
49,46
48,47
44,45
44,41
46,45
42,41
48,44
48,47
49,47
48,46
48,47
47,45
48,46
45,35
48,47
49,47
48,46
48,47
48,47
49,47
48,46
48,47
48,47
49,47
48,46
48,47
48,47
49,47
48,46
48,47
48,47
49,47
48,46
48,47
48,47
48,47
49,47
48,46
48,47
48,47
