episode,tot_done,reward
0,0,-37
1,0,-66
2,0,-28
3,0,-45
4,0,-56
5,0,-68
6,0,-38
7,0,-47
8,0,-65
9,0,-50
10,0,-60
11,0,-59
12,0,-54
13,0,-31
14,0,-36
15,0,-40
16,0,-47
17,0,-62
18,0,-61
19,0,-60
20,0,-41
21,0,-14
22,0,-22
23,0,-49
24,0,-42
25,0,-27
26,0,-46
27,0,-54
28,0,-53
29,0,-59
30,0,-56
31,0,-68
32,0,-71
33,0,-44
34,0,-53
35,0,-58
36,0,-50
37,0,-21
38,0,-54
39,0,-63
40,0,-44
41,0,-26
42,0,-23
43,0,-48
44,0,-32
45,0,-53
46,0,-32
47,0,-49
48,0,-50
49,0,-71
50,0,-56
51,0,-31
52,0,-34
53,0,-54
54,0,-66
55,0,-29
56,0,-25
57,0,-57
58,0,-21
59,0,-69
60,0,-68
61,0,-31
62,0,-41
63,0,-49
64,0,-33
65,0,-25
66,0,-66
67,0,-51
68,0,-85
69,0,-35
70,0,-53
71,0,-33
72,0,-49
73,0,-67
74,0,-40
75,0,-57
76,0,-60
77,0,-26
78,0,-55
79,0,-52
80,0,-41
81,0,-32
82,0,-37
83,0,-52
84,0,-38
85,0,-61
86,0,-33
87,0,-31
88,0,-40
89,0,-42
90,0,-65
91,0,-36
92,0,-52
93,0,-49
94,0,-52
95,0,-39
96,0,-53
97,0,-54
98,0,-51
99,0,-16
100,0,-37
101,0,-30
102,0,-35
103,0,-48
104,0,-36
105,0,-38
106,0,-49
107,0,-61
108,0,-25
109,0,-53
110,0,-49
111,0,-45
112,0,-37
113,0,-44
114,0,-61
115,0,-23
116,0,-14
117,0,-58
118,0,-52
119,0,-47
120,0,-53
121,0,-40
122,0,-47
123,0,-48
124,0,-19
125,0,-41
126,0,-39
127,0,-16
128,0,-20
129,0,-8
130,0,-55
131,0,-33
132,0,-58
133,0,-46
134,0,-40
135,0,-30
136,0,-40
137,0,-35
138,0,-14
139,0,-49
140,0,-46
141,0,-56
142,0,-34
143,0,-26
144,0,-56
145,0,-27
146,0,-36
147,0,-39
148,0,-38
149,0,-40
150,0,-51
151,0,-58
152,0,-25
153,0,-54
154,0,-56
155,0,-52
156,0,-29
157,0,-26
158,0,-23
159,0,-28
160,0,-43
161,0,-22
162,0,-17
163,0,-47
164,0,-31
165,0,-36
166,0,-52
167,0,-27
168,0,-20
169,0,-36
170,0,-27
171,0,-40
172,0,-26
173,0,-40
174,0,-51
175,0,-18
176,0,-22
177,0,-44
178,0,-22
179,0,-45
180,0,-54
181,0,-44
182,0,-15
183,0,-27
184,0,-55
185,0,-15
186,0,-31
187,0,-17
188,0,-49
189,0,-23
190,0,-42
191,0,-17
192,0,-34
193,0,-35
194,0,-39
195,0,-63
196,0,-43
197,0,-25
198,0,-28
199,0,-30
200,0,-30
201,0,-42
202,0,-40
203,0,-56
204,0,-41
205,0,-25
206,0,-22
207,0,-27
208,0,-23
209,0,-55
210,0,-17
211,0,-33
212,0,-52
213,0,-30
214,0,-30
215,0,-11
216,0,-19
217,0,-53
218,1,5
219,1,-30
220,1,-26
221,1,-55
222,1,-32
223,1,-28
224,1,-24
225,1,-13
226,1,-22
227,1,-34
228,1,-33
229,1,-25
230,1,-23
231,1,-37
232,1,-30
233,1,-21
234,1,-16
235,1,-17
236,1,-33
237,1,-15
238,1,-59
239,1,-22
240,1,-17
241,1,-31
242,1,-41
243,1,-36
244,1,-20
245,1,-21
246,1,-39
247,1,-34
248,1,-40
249,1,-28
250,1,-30
251,1,-46
252,1,-22
253,1,-24
254,1,-43
255,1,-25
256,1,-30
257,1,-24
258,1,-21
259,1,-15
260,1,-25
261,1,-47
262,1,-30
263,1,-41
264,1,-43
265,1,-30
266,1,-29
267,1,-20
268,1,-25
269,1,-20
270,1,-31
271,1,-54
272,1,-47
273,1,-15
274,1,-59
275,1,-20
276,1,-43
277,1,-32
278,1,-18
