Agent 0,Agent 1
26,0
33,0
17,62
19,63
17,0
19,60
17,78
15,82
20,0
14,0
14,84
28,56
19,79
15,84
16,83
13,29
0,21
16,73
18,0
14,0
19,24
17,65
15,0
19,49
15,0
20,1
20,43
18,79
16,74
26,0
16,0
16,0
24,0
18,69
17,75
23,0
25,0
15,49
21,0
15,0
17,35
16,0
15,78
14,0
16,0
17,57
15,73
16,0
16,0
15,36
15,39
14,0
15,82
13,26
13,31
10,91
17,0
16,37
17,56
20,74
15,78
16,34
23,33
17,0
18,0
18,37
18,28
18,31
0,0
52,30
21,41
19,36
21,0
20,22
44,39
18,31
22,35
14,0
16,25
16,29
14,25
12,23
14,0
24,31
18,39
18,63
16,0
21,0
16,67
19,62
17,71
16,62
19,74
15,79
18,0
18,39
17,53
8,52
15,58
15,0
23,67
18,0
20,13
21,22
21,37
24,32
10,97
15,65
15,81
26,0
19,74
15,70
27,0
9,91
26,0
21,0
19,39
24,0
16,75
14,84
30,0
23,0
30,0
14,0
18,0
22,0
25,0
23,0
20,0
22,66
23,1
1,15
0,7
3,11
0,97
0,15
5,20
0,18
4,27
2,23
1,18
3,18
0,18
6,24
0,17
1,31
2,24
0,28
5,21
0,20
0,23
1,26
2,21
0,22
2,25
0,16
0,17
0,18
0,20
0,18
2,22
0,18
3,18
1,26
0,17
1,17
1,27
0,17
4,24
2,25
0,22
3,33
0,17
1,21
0,16
2,25
0,16
3,16
0,21
0,17
0,18
2,30
0,16
3,31
4,28
7,28
1,28
0,16
14,16
2,24
0,20
4,17
0,17
1,16
12,16
0,18
9,23
0,27
0,19
5,21
9,19
2,16
6,28
4,18
1,22
0,16
0,15
12,19
0,27
11,16
0,15
15,27
12,25
4,28
13,21
0,18
10,16
0,17
0,15
0,16
0,16
1,26
1,31
14,16
17,17
34,16
13,20
8,27
5,34
1,39
1,52
1,58
2,66
0,83
0,97
8,22
5,26
8,24
9,17
11,19
0,28
0,38
0,39
0,96
0,96
0,96
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
8,22
0,17
14,21
18,23
12,19
0,19
23,22
15,17
0,19
17,15
9,76
0,0
0,0
0,1
3,35
1,15
0,29
0,40
0,18
0,17
0,17
0,18
18,15
1,16
17,16
18,18
26,25
0,21
68,21
58,17
73,17
63,18
0,14
0,18
0,16
0,15
0,17
60,18
80,17
0,17
79,18
80,17
81,16
0,18
0,21
76,20
48,16
81,16
0,16
78,17
77,16
79,16
0,17
0,15
67,16
80,16
80,16
80,15
78,16
81,16
0,16
81,16
81,16
81,15
81,16
80,16
77,17
80,16
78,16
0,18
25,15
81,15
78,18
0,19
26,22
37,22
0,26
73,20
63,18
30,18
1,16
74,17
80,17
80,16
0,15
0,32
0,24
1,24
1,41
75,20
1,23
1,21
72,16
1,22
81,15
71,17
76,20
80,17
0,23
0,16
78,18
79,17
80,17
78,16
78,16
0,16
75,16
81,15
78,17
77,16
79,15
46,15
73,17
0,18
80,16
80,16
80,16
81,15
81,15
78,15
77,15
81,16
78,15
80,16
80,17
81,16
80,16
81,15
80,16
0,16
80,15
79,17
74,15
77,16
78,18
74,23
0,22
80,17
79,16
81,15
0,15
81,15
79,16
80,17
80,15
81,16
80,16
81,16
81,16
81,15
79,15
76,16
81,15
81,16
0,15
0,15
81,15
81,16
81,16
0,1
80,15
0,15
48,1
95,0
91,0
93,0
96,1
97,0
97,0
95,0
96,1
98,0
98,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
