Agent 0,Agent 1
14,23
13,25
16,17
14,14
15,14
18,19
19,0
16,16
13,0
14,0
20,30
19,0
13,0
14,0
16,1
16,53
13,0
17,0
34,0
20,17
21,2
23,38
22,4
17,52
16,28
6,0
14,2
18,3
15,63
17,57
20,3
29,0
16,80
19,0
18,1
9,53
20,47
13,78
18,0
17,0
16,69
16,78
15,33
17,71
10,18
17,16
16,11
15,7
20,34
19,52
26,0
14,91
0,95
11,74
12,71
13,0
15,41
13,65
98,0
18,0
25,0
18,75
16,77
17,68
21,0
16,63
15,70
17,81
17,66
13,0
15,0
29,52
32,0
35,0
29,0
16,0
25,1
23,1
15,0
17,0
20,63
29,2
21,60
19,72
19,56
20,56
29,20
20,64
17,33
18,37
17,53
20,48
18,0
18,37
15,0
0,94
16,0
18,32
11,0
16,81
12,53
11,80
22,0
17,17
18,12
18,0
21,55
19,0
15,72
16,10
0,96
17,26
16,42
20,0
13,83
0,94
17,0
17,20
16,63
16,0
18,50
17,1
20,58
18,68
22,43
20,23
11,0
20,44
0,36
19,48
23,11
21,0
20,47
21,49
23,31
18,0
16,2
18,67
21,2
15,45
18,74
16,59
23,43
19,73
16,58
17,79
16,0
17,71
20,0
17,75
16,78
15,77
16,78
17,0
18,0
17,79
15,80
16,0
19,63
30,1
11,0
17,40
17,0
21,0
22,27
20,68
20,0
18,0
15,0
16,0
17,79
17,0
17,0
15,73
15,61
18,44
17,57
27,49
12,0
23,48
13,83
17,78
14,49
17,67
18,0
27,0
16,70
18,78
34,0
19,0
22,21
22,3
20,75
21,34
23,19
19,73
17,1
16,0
14,0
21,21
18,73
16,58
18,51
12,0
12,1
23,0
14,59
15,39
13,85
16,69
17,77
19,58
19,77
18,22
17,67
11,70
20,0
20,0
25,0
3,1
1,1
1,48
5,1
1,8
1,1
2,2
9,3
14,4
27,3
14,0
21,0
26,4
0,0
33,4
34,4
26,4
23,4
16,4
23,5
22,5
22,4
25,4
25,4
23,4
24,4
23,4
23,4
23,4
24,4
25,4
26,4
30,4
26,4
30,4
27,7
24,6
22,9
20,7
48,4
27,4
33,4
27,5
22,4
23,4
20,4
22,7
21,4
39,4
20,6
26,13
41,5
34,5
39,4
26,6
39,6
35,5
23,8
26,9
28,6
25,9
24,5
20,4
23,6
29,4
23,7
28,9
29,10
28,4
32,6
20,6
21,7
20,4
26,5
20,7
21,6
25,9
21,5
19,4
27,4
22,4
26,4
27,5
19,5
21,7
23,7
21,7
21,5
20,7
23,4
24,7
18,4
23,6
28,4
25,5
21,11
23,4
21,10
22,13
27,4
29,5
27,4
25,5
21,5
26,9
20,7
27,4
26,7
18,12
15,6
12,4
14,19
11,11
18,1
19,0
18,0
23,0
23,0
17,1
21,3
0,0
12,22
22,1
21,1
23,4
19,7
26,2
21,8
23,2
18,8
20,8
22,12
24,0
19,9
18,13
24,21
16,1
16,0
18,0
15,8
16,0
19,0
16,0
18,0
22,9
19,0
18,13
19,0
16,13
16,23
23,0
19,77
17,0
16,76
15,66
14,0
16,76
15,74
14,80
14,84
13,85
15,82
15,84
29,0
15,0
15,84
15,84
15,80
11,0
18,79
17,80
16,80
16,71
16,80
18,70
0,93
14,84
14,84
14,84
14,84
14,84
17,81
16,75
15,84
15,84
17,82
15,84
15,84
16,83
13,82
0,97
20,16
20,0
18,0
12,85
13,83
13,83
96,1
15,0
17,0
0,0
11,0
16,0
13,0
14,0
16,0
19,0
21,0
19,0
20,0
15,0
15,0
21,0
13,0
13,0
13,0
13,0
13,0
5,95
5,95
5,93
14,0
0,94
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
0,97
1,21
0,97
0,97
69,7
1,6
6,6
1,6
1,6
10,7
8,6
5,10
1,20
8,0
7,2
9,0
16,1
16,0
16,0
17,1
15,0
1,2
21,0
17,5
17,10
18,0
4,4
13,7
17,0
19,0
28,0
17,1
56,3
34,3
63,4
45,5
27,3
