episode,total_done,total_col,step
1,1,4,107
2,2,5,191
3,3,4,61
4,4,2,88
5,5,0,38
6,6,3,97
7,7,4,30
8,8,2,83
9,9,0,17
10,10,4,161
11,11,5,42
12,12,7,117
13,13,2,104
14,14,1,135
15,15,13,95
16,16,5,90
17,17,2,56
18,18,0,33
19,19,3,132
20,20,0,34
21,21,3,167
22,22,0,76
23,23,3,67
24,24,0,59
25,25,1,74
26,26,0,56
27,27,0,63
28,28,3,70
29,29,5,123
30,30,0,33
31,31,4,78
32,32,3,70
33,33,2,163
34,34,3,94
35,35,0,17
36,36,0,22
37,37,5,116
38,38,0,33
39,39,1,47
40,40,2,31
41,41,0,41
42,42,5,56
43,43,1,40
44,44,0,39
45,45,0,44
46,46,4,200
47,47,1,105
48,48,0,20
49,49,3,78
50,50,6,50
51,51,1,55
52,52,0,71
53,53,1,57
54,54,3,48
55,55,0,11
56,56,15,271
57,57,0,30
58,58,0,198
59,59,1,18
60,60,3,85
61,61,2,105
62,62,1,53
63,63,0,26
64,64,2,67
65,65,1,61
66,66,0,189
67,67,0,30
68,68,1,20
69,69,1,28
70,70,0,38
71,71,1,33
72,72,7,388
73,73,4,85
74,74,5,27
75,75,0,399
76,76,1,61
77,77,2,113
78,78,2,106
79,79,0,29
80,80,5,241
81,81,2,75
82,82,3,21
83,83,1,58
84,84,0,49
85,85,0,201
86,86,2,12
87,87,2,66
88,88,1,48
89,89,3,136
90,90,1,50
91,91,1,256
92,92,0,15
93,93,4,27
94,94,2,293
95,95,2,65
96,96,0,115
97,97,0,52
98,98,4,19
99,99,1,85
100,100,1,142
101,101,3,17
102,102,0,10
103,103,1,124
104,104,0,137
105,105,0,45
106,106,0,58
107,107,0,38
108,108,1,179
109,109,2,19
110,110,0,40
111,111,3,50
112,112,0,16
113,113,0,11
114,114,0,27
115,115,1,58
116,116,0,18
117,117,9,70
118,118,1,22
119,119,0,85
120,120,2,53
121,121,0,21
122,122,0,88
123,123,0,35
124,124,0,27
125,125,0,77
126,126,1,34
127,127,0,28
128,128,0,124
129,129,0,85
130,130,0,15
131,131,0,49
132,132,0,21
133,133,0,18
134,134,0,21
135,135,4,38
136,136,0,34
137,137,0,19
138,138,6,19
139,139,0,14
140,140,0,35
141,141,0,36
142,142,0,84
143,143,1,75
144,144,0,201
145,145,1,72
146,146,1,32
147,147,1,14
148,148,0,191
149,149,0,32
150,150,0,100
151,151,1,10
152,152,0,20
153,153,3,35
154,154,1,26
155,155,0,26
156,156,0,51
157,157,6,37
158,158,0,9
159,159,1,35
160,160,0,13
161,161,0,19
162,162,0,31
163,163,0,27
164,164,1,37
165,165,0,34
166,166,0,7
167,167,0,21
168,168,0,17
169,169,0,7
170,170,0,13
171,171,0,14
172,172,0,6
173,173,0,7
174,174,0,13
175,175,0,5
176,176,0,13
177,177,0,46
178,178,0,23
179,179,0,10
180,180,1,55
181,181,0,66
182,182,0,19
183,183,0,16
184,184,0,28
185,185,1,23
186,186,0,5
187,187,0,8
188,188,0,20
189,189,1,51
190,190,1,18
191,191,3,18
192,192,1,22
193,193,0,6
194,194,1,6
195,195,0,132
196,196,0,84
197,197,0,6
198,198,0,9
199,199,1,24
200,200,0,8
201,201,1,44
202,202,1,47
203,203,0,8
204,204,0,44
205,205,1,9
206,206,0,55
207,207,0,57
208,208,0,13
209,209,0,18
210,210,3,43
211,211,0,16
212,212,0,14
213,213,0,58
214,214,0,8
215,215,0,37
216,216,2,37
217,217,0,19
218,218,0,65
219,219,0,11
220,220,0,11
221,221,0,60
222,222,0,60
223,223,0,48
224,224,0,32
225,225,1,36
226,226,1,78
227,227,0,17
228,228,0,34
229,229,0,41
230,230,0,110
231,231,0,20
232,232,0,16
233,233,0,13
234,234,0,15
235,235,0,11
236,236,1,12
237,237,0,5
238,238,0,8
239,239,2,13
240,240,0,32
241,241,0,17
242,242,0,35
243,243,0,27
244,244,0,36
245,245,0,36
246,246,0,54
247,247,0,35
248,248,0,8
249,249,0,71
250,250,1,27
251,251,0,32
252,252,1,13
253,253,1,39
254,254,0,9
255,255,1,78
256,256,0,20
257,257,0,80
258,258,0,25
259,259,0,13
260,260,0,47
261,261,1,27
262,262,0,9
263,263,0,40
264,264,0,10
265,265,0,28
266,266,0,11
267,267,0,13
268,268,0,106
269,269,0,13
270,270,0,7
271,271,0,129
272,272,0,27
273,273,0,28
274,274,0,100
275,275,0,9
276,276,0,48
277,277,0,22
278,278,0,12
279,279,0,14
280,280,0,100
281,281,0,6
282,282,0,37
283,283,0,18
284,284,0,78
285,285,0,12
286,286,0,5
287,287,0,20
288,288,0,5
289,289,0,10
290,290,0,9
291,291,0,32
292,292,0,87
293,293,0,100
294,294,0,22
295,295,0,16
296,296,0,26
297,297,0,53
298,298,0,20
299,299,0,73
