episode,total_done,total_col,step
1,1,2,47
2,2,1,43
3,3,8,118
4,4,4,85
5,5,3,86
6,6,5,108
7,7,2,136
8,8,2,64
9,9,3,95
10,10,10,199
11,11,6,145
12,12,0,15
13,13,1,34
14,14,9,142
15,15,5,146
16,16,0,41
17,17,3,23
18,18,1,67
19,19,2,53
20,20,5,143
21,21,2,100
22,22,6,90
23,23,3,57
24,24,4,193
25,25,2,143
26,26,0,31
27,27,5,148
28,28,1,146
29,29,2,119
30,30,2,56
31,31,2,71
32,32,0,81
33,33,7,214
34,34,0,12
35,35,10,150
36,36,3,174
37,37,4,60
38,38,0,62
39,39,1,165
40,40,0,112
41,41,0,83
42,42,2,109
43,43,5,77
44,44,0,95
45,45,25,268
46,46,4,63
47,47,3,206
48,48,1,67
49,49,2,40
50,50,1,82
51,51,2,54
52,52,2,61
53,53,1,19
54,54,0,36
55,55,3,26
56,56,2,26
57,57,4,29
58,58,2,58
59,59,5,107
60,60,2,53
61,61,2,37
62,62,5,45
63,63,0,22
64,64,10,149
65,65,1,19
66,66,9,84
67,67,8,118
68,68,5,22
69,69,2,83
70,70,4,76
71,71,3,94
72,72,0,54
73,73,5,74
74,74,2,41
75,75,1,63
76,76,1,24
77,77,0,27
78,78,0,79
79,79,1,59
80,80,1,50
81,81,0,21
82,82,5,13
83,83,1,43
84,84,1,47
85,85,2,11
86,86,6,89
87,87,2,34
88,88,0,24
89,89,8,79
90,90,0,25
91,91,0,38
92,92,0,42
93,93,0,5
94,94,1,15
95,95,0,20
96,96,1,16
97,97,2,104
98,98,0,10
99,99,0,54
100,100,0,74
101,101,4,13
102,102,11,141
103,103,0,13
104,104,1,30
105,105,2,14
106,106,1,16
107,107,0,34
108,108,1,32
109,109,0,11
110,110,0,50
111,111,4,70
112,112,8,39
113,113,1,11
114,114,3,17
115,115,0,25
116,116,7,45
117,117,29,116
118,118,14,70
119,119,2,10
120,120,2,22
121,121,0,18
122,122,1,27
123,123,3,18
124,124,5,31
125,125,0,48
126,126,0,24
127,127,0,13
128,128,5,24
129,129,0,5
130,130,0,39
131,131,4,18
132,132,9,24
133,133,6,23
134,134,2,32
135,135,1,23
136,136,0,12
137,137,1,17
138,138,0,9
139,139,3,37
140,140,3,67
141,141,3,26
142,142,1,17
143,143,0,37
144,144,5,18
145,145,0,16
146,146,0,37
147,147,0,59
148,148,2,10
149,149,15,191
150,150,0,19
151,151,1,72
152,152,2,42
153,153,2,26
154,154,9,42
155,155,2,13
156,156,1,32
157,157,1,71
158,158,2,72
159,159,2,19
160,160,0,10
161,161,4,24
162,162,2,37
163,163,0,43
164,164,0,27
165,165,4,55
166,166,0,31
167,167,4,52
168,168,0,21
169,169,1,100
170,170,1,12
171,171,0,9
172,172,0,66
173,173,0,11
174,174,0,44
175,175,0,21
176,176,6,51
177,177,0,21
178,178,1,13
179,179,1,50
180,180,1,11
181,181,0,30
182,182,1,23
183,183,0,23
184,184,1,129
185,185,0,60
186,186,0,6
187,187,0,54
188,188,1,62
189,189,0,43
190,190,0,34
191,191,0,14
192,192,6,41
193,193,0,21
194,194,0,42
195,195,0,10
196,196,2,70
197,197,0,12
198,198,1,31
199,199,0,38
200,200,0,14
201,201,0,7
202,202,0,19
203,203,1,13
204,204,0,6
205,205,0,59
206,206,0,12
207,207,0,38
208,208,0,31
209,209,1,30
210,210,3,9
211,211,1,7
212,212,1,31
213,213,0,37
214,214,1,38
215,215,0,33
216,216,0,47
217,217,7,28
218,218,1,48
219,219,0,10
220,220,0,9
221,221,0,146
222,222,5,24
223,223,0,102
224,224,0,49
225,225,0,7
226,226,0,14
227,227,1,66
228,228,0,45
229,229,1,32
230,230,0,77
231,231,1,61
232,232,0,13
233,233,0,32
234,234,0,38
235,235,1,45
236,236,0,6
237,237,0,11
238,238,7,63
239,239,0,35
240,240,0,15
241,241,1,29
242,242,6,38
243,243,1,11
244,244,0,29
245,245,0,9
246,246,1,43
247,247,0,65
248,248,0,12
249,249,1,11
250,250,2,56
251,251,0,7
252,252,0,67
253,253,1,38
254,254,0,72
255,255,1,16
256,256,0,38
257,257,0,10
258,258,0,49
259,259,0,9
260,260,0,32
261,261,2,62
262,262,0,47
263,263,1,51
264,264,0,33
265,265,0,90
266,266,0,21
267,267,0,37
268,268,0,18
269,269,0,14
270,270,0,11
271,271,0,85
272,272,0,113
273,273,1,26
274,274,0,68
275,275,0,38
276,276,0,14
277,277,0,52
278,278,1,93
279,279,1,55
280,280,0,27
281,281,0,46
282,282,0,26
283,283,0,15
284,284,0,14
285,285,0,9
286,286,0,31
287,287,0,12
288,288,0,33
289,289,0,18
290,290,0,14
291,291,0,96
292,292,0,38
293,293,0,28
294,294,0,18
295,295,0,9
296,296,0,46
297,297,0,26
298,298,0,29
299,299,0,97
