episode,total_done,total_col
0,1,3
1,2,18
2,2,0
3,2,1
4,2,2
5,2,1
6,3,0
7,3,4
8,4,0
9,4,4
10,5,5
11,5,4
12,6,5
13,6,3
14,6,6
15,7,1
16,7,0
17,7,0
18,7,1
19,8,4
20,8,1
21,8,4
22,8,1
23,8,1
24,8,1
25,9,0
26,10,3
27,11,5
28,12,0
29,13,0
30,13,0
31,14,2
32,14,6
33,14,4
34,14,1
35,15,2
36,16,14
37,17,2
38,17,10
39,17,6
40,17,18
41,18,6
42,19,0
43,19,8
44,19,12
45,19,2
46,20,6
47,21,16
48,22,3
49,23,1
50,23,12
51,24,0
52,25,1
53,25,4
54,25,4
55,25,5
56,25,4
57,25,6
58,26,1
59,26,3
60,27,2
61,27,3
62,27,17
63,27,4
64,27,2
65,27,8
66,27,5
67,27,8
68,28,5
69,28,4
70,29,8
71,29,11
72,29,0
73,30,4
74,30,2
75,30,6
76,30,0
77,30,12
78,31,0
79,31,23
80,32,1
81,33,18
82,33,16
83,34,0
84,35,9
85,36,5
86,36,7
87,36,3
88,36,4
89,36,4
90,36,5
91,36,0
92,36,9
93,36,11
94,36,1
95,36,12
96,36,0
97,36,3
98,37,3
99,38,0
100,38,0
101,39,4
102,40,0
103,40,9
104,40,4
105,40,10
106,40,4
107,40,6
108,41,0
109,42,2
110,42,1
111,42,3
112,42,12
113,43,5
114,43,4
115,44,3
116,45,6
117,45,7
118,46,9
119,46,3
120,47,9
121,47,6
122,47,3
123,47,16
124,48,3
125,49,0
126,49,14
127,50,11
128,51,6
129,52,10
130,52,5
131,53,6
132,54,0
133,55,4
134,56,1
135,56,12
136,57,0
137,57,0
138,58,5
139,58,0
140,59,3
141,60,1
142,61,6
143,61,10
144,62,0
145,62,3
146,62,0
147,62,0
148,63,0
149,64,1
150,64,0
151,65,2
152,65,4
153,66,0
154,67,1
155,68,8
156,69,0
157,70,2
158,71,0
159,72,1
160,73,7
161,74,0
162,75,0
163,76,0
164,77,4
165,78,0
166,79,0
167,80,0
168,80,0
169,81,0
170,82,0
171,83,2
172,84,1
173,85,1
174,85,3
175,86,2
176,87,0
177,88,0
178,89,0
179,89,0
180,90,0
181,91,0
182,92,0
183,93,5
184,94,0
185,95,0
186,96,0
187,97,0
188,98,6
189,99,1
190,100,0
191,101,0
192,102,5
193,103,7
194,104,6
195,105,1
196,106,7
197,107,3
198,108,2
199,109,5
