episode,total_done,total_col
0,1,0
1,2,6
2,2,1
3,2,10
4,3,0
5,3,4
6,4,4
7,5,1
8,5,9
9,5,1
10,6,5
11,6,0
12,7,0
13,7,0
14,8,0
15,9,4
16,9,4
17,9,12
18,9,4
19,10,5
20,11,0
21,11,4
22,11,0
23,12,0
24,13,7
25,14,4
26,14,0
27,15,0
28,15,4
29,15,5
30,15,4
31,15,1
32,15,8
33,16,0
34,17,4
35,17,2
36,17,1
37,18,5
38,19,0
39,19,3
40,20,0
41,20,6
42,21,3
43,21,2
44,21,5
45,22,3
46,22,4
47,22,0
48,22,7
49,23,0
50,24,0
51,25,5
52,26,1
53,27,1
54,28,0
55,29,3
56,29,1
57,29,0
58,29,3
59,29,3
60,29,9
61,30,1
62,31,0
63,32,1
64,32,0
65,33,7
66,34,2
67,34,0
68,35,0
69,36,4
70,37,1
71,38,0
72,39,3
73,40,0
74,41,3
75,42,0
76,42,0
77,43,1
78,44,0
79,45,0
80,45,2
81,46,0
82,47,2
83,47,0
84,48,1
85,48,0
86,48,0
87,49,2
88,49,0
89,49,0
90,50,3
91,51,0
92,51,2
93,51,14
94,52,0
95,52,3
96,53,0
97,54,0
98,55,0
99,56,0
100,57,0
101,58,0
102,59,0
103,60,0
104,61,0
105,62,0
106,63,0
107,63,2
108,64,0
109,65,4
110,66,0
111,66,0
112,66,0
113,67,1
114,68,0
115,69,0
116,69,0
117,70,0
118,71,1
119,72,0
120,73,0
121,74,0
122,75,0
123,76,0
124,77,0
125,78,0
126,79,0
127,80,0
128,81,0
129,82,1
130,83,0
131,84,0
132,85,0
133,86,1
134,87,0
135,88,0
136,89,0
137,90,0
138,91,1
139,92,0
140,93,0
141,94,0
142,95,0
143,95,0
144,95,0
145,96,0
146,96,0
147,97,0
148,98,0
149,99,0
150,100,1
151,101,2
152,102,0
153,103,0
154,104,0
155,105,2
156,106,1
157,107,0
158,108,0
159,109,0
160,110,0
161,111,0
162,112,0
163,113,0
164,114,0
165,115,0
166,116,0
167,117,0
168,118,1
169,119,0
170,120,0
171,121,0
172,122,4
173,123,0
174,124,8
175,125,3
176,126,0
177,127,0
178,128,0
179,129,0
180,130,0
181,131,0
182,132,0
183,133,0
184,134,0
185,134,0
186,135,0
187,135,1
188,136,2
189,137,0
190,138,0
191,139,0
192,140,0
193,141,8
194,142,0
195,143,0
196,144,0
197,145,11
198,146,0
199,147,0
