episode,total_done,total_col
0,0,21
1,0,0
2,0,8
3,1,3
4,1,5
5,1,0
6,2,0
7,2,6
8,2,0
9,2,12
10,2,0
11,2,0
12,3,14
13,4,7
14,4,2
15,4,12
16,4,0
17,4,11
18,4,12
19,4,4
20,5,3
21,5,1
22,5,2
23,5,2
24,6,0
25,6,3
26,6,7
27,6,3
28,6,13
29,6,6
30,7,4
31,7,11
32,7,0
33,7,5
34,8,0
35,8,0
36,9,9
37,9,9
38,10,0
39,10,3
40,11,0
41,11,4
42,11,2
43,12,5
44,13,6
45,13,3
46,14,5
47,14,2
48,14,7
49,15,0
50,15,8
51,15,2
52,15,4
53,15,8
54,16,1
55,17,4
56,17,6
57,17,3
58,17,4
59,17,6
60,17,2
61,17,2
62,17,9
63,17,0
64,17,7
65,17,3
66,18,0
67,18,9
68,18,0
69,19,1
70,20,2
71,21,2
72,22,1
73,22,8
74,23,1
75,24,1
76,24,0
77,24,0
78,24,15
79,25,2
80,25,0
81,26,3
82,26,0
83,26,10
84,26,5
85,27,1
86,28,0
87,29,5
88,29,2
89,30,0
90,30,1
91,31,8
92,32,1
93,33,4
94,33,0
95,34,0
96,35,3
97,35,2
98,36,5
99,37,0
100,38,0
101,39,0
102,40,5
103,41,0
104,42,0
105,43,11
106,43,8
107,44,4
108,45,0
109,46,0
110,47,6
111,47,2
112,48,2
113,48,0
114,48,6
115,48,1
116,49,0
117,50,1
118,50,3
119,51,1
120,52,2
121,53,1
122,54,1
123,55,4
124,56,2
125,57,0
126,58,1
127,58,7
128,58,0
129,59,4
130,60,0
131,61,0
132,61,0
133,61,2
134,62,0
135,63,1
136,63,3
137,64,1
138,65,0
139,65,1
140,66,0
141,67,0
142,67,5
143,67,0
144,67,2
145,68,0
146,68,4
147,68,2
148,68,5
149,69,0
150,69,0
151,70,2
152,71,0
153,72,0
154,72,4
155,72,7
156,73,0
157,73,14
158,74,0
159,74,16
160,74,7
161,74,4
162,75,4
163,75,9
164,76,1
165,76,2
166,76,1
167,76,2
168,76,0
169,77,0
170,77,7
171,78,0
172,78,2
173,78,5
174,78,3
175,78,5
176,78,3
177,78,7
178,78,7
179,78,9
180,79,0
181,80,0
182,80,3
183,80,11
184,81,0
185,82,0
186,83,4
187,83,3
188,84,6
189,84,6
190,85,1
191,85,9
192,85,3
193,86,0
194,87,0
195,88,1
196,89,1
197,90,0
198,91,0
199,91,1
