episode,total_done,total_col
0,0,4
1,0,2
2,0,6
3,1,0
4,2,6
5,3,8
6,3,2
7,4,1
8,4,8
9,4,6
10,4,2
11,4,4
12,4,4
13,5,5
14,6,1
15,6,0
16,7,2
17,7,3
18,8,2
19,8,10
20,9,0
21,10,3
22,11,0
23,11,5
24,11,2
25,12,1
26,13,1
27,13,6
28,13,3
29,14,0
30,14,4
31,14,2
32,14,0
33,14,11
34,14,5
35,15,4
36,15,4
37,15,11
38,16,4
39,16,0
40,16,4
41,16,6
42,16,2
43,17,2
44,17,5
45,17,3
46,17,4
47,17,6
48,17,1
49,18,0
50,18,6
51,19,0
52,19,7
53,19,7
54,19,10
55,20,0
56,21,0
57,21,7
58,22,2
59,23,0
60,23,11
61,24,3
62,25,5
63,25,8
64,25,3
65,25,0
66,26,4
67,26,11
68,27,4
69,27,0
70,27,9
71,28,1
72,28,0
73,29,1
74,29,9
75,30,10
76,30,7
77,30,2
78,30,8
79,30,9
80,31,5
81,32,7
82,33,0
83,34,3
84,35,1
85,35,6
86,36,3
87,37,4
88,38,2
89,38,8
90,38,0
91,38,5
92,39,3
93,39,10
94,39,8
95,40,3
96,41,1
97,41,2
98,42,5
99,42,5
100,43,7
101,43,1
102,44,2
103,45,2
104,45,7
105,46,0
106,47,7
107,47,5
108,47,4
109,47,7
110,48,3
111,49,5
112,50,3
113,50,4
114,51,1
115,52,2
116,52,1
117,52,2
118,52,3
119,52,9
120,52,15
121,52,5
122,52,4
123,52,2
124,52,12
125,53,1
126,53,4
127,54,2
128,54,2
129,55,4
130,56,3
131,57,4
132,57,4
133,58,5
134,58,0
135,58,0
136,59,4
137,59,13
138,59,4
139,60,4
140,60,29
141,60,5
142,60,3
143,60,8
144,60,4
145,60,8
146,60,2
147,60,5
148,61,1
149,61,2
150,61,3
151,61,8
152,62,0
153,62,2
154,63,0
155,64,3
156,65,1
157,66,1
158,67,3
159,67,2
160,67,10
161,68,0
162,68,2
163,68,3
164,69,3
165,69,7
166,70,5
167,71,2
168,72,2
169,72,2
170,72,0
171,72,3
172,73,0
173,74,0
174,75,3
175,76,6
176,76,1
177,77,0
178,78,0
179,79,8
180,80,4
181,80,3
182,81,4
183,82,2
184,83,5
185,84,5
186,84,8
187,85,6
188,86,1
189,87,1
190,88,5
191,88,3
192,89,5
193,90,1
194,91,1
195,92,1
196,92,6
197,93,5
198,94,1
199,95,5
