episode,total_done,total_col,step
0,0,0,300
1,0,5,300
2,0,9,300
3,0,10,300
4,1,1,205
5,1,2,300
6,1,3,300
7,1,4,300
8,2,1,209
9,2,5,300
10,2,5,300
11,2,0,300
12,2,9,300
13,2,3,300
14,2,12,300
15,2,7,300
16,2,7,300
17,2,2,300
18,2,0,300
19,2,0,300
20,2,0,300
21,3,0,56
22,3,0,300
23,3,3,300
24,3,8,300
25,3,3,300
26,3,4,300
27,3,7,300
28,3,3,300
29,3,0,300
30,4,0,119
31,4,4,300
32,4,2,300
33,4,1,300
34,5,5,273
35,5,0,300
36,5,2,300
37,6,1,101
38,6,1,300
39,6,12,300
40,6,2,300
41,6,3,300
42,7,4,283
43,8,3,283
44,8,6,300
45,8,1,300
46,8,7,300
47,8,0,300
48,8,8,300
49,9,1,281
50,9,4,300
51,9,0,300
52,9,0,300
53,9,0,300
54,9,1,300
55,9,3,300
56,9,3,300
57,9,1,300
58,9,2,300
59,9,1,300
60,10,4,136
61,10,4,300
62,10,4,300
63,10,0,300
64,10,4,300
65,10,7,300
66,10,2,300
67,10,6,300
68,10,2,300
69,11,5,206
70,11,3,300
71,11,1,300
72,11,3,300
73,11,6,300
74,11,2,300
75,11,4,300
76,11,2,300
77,11,0,300
78,11,1,300
79,11,1,300
80,11,0,300
81,11,0,300
82,11,2,300
83,11,14,300
84,11,0,300
85,11,0,300
86,11,0,300
87,11,3,300
88,12,2,220
89,12,4,300
90,12,0,300
91,12,2,300
92,12,4,300
93,12,0,300
94,12,2,300
95,12,7,300
96,12,0,300
97,12,0,300
98,12,1,300
99,12,5,300
100,12,4,300
101,13,4,296
102,14,0,105
103,14,4,300
104,14,1,300
105,14,10,300
106,14,5,300
107,14,6,300
108,14,3,300
109,14,0,300
110,14,6,300
111,15,4,278
112,15,1,300
113,16,9,296
114,17,0,132
115,18,2,279
116,19,9,264
117,19,11,300
118,20,6,263
119,20,1,300
120,20,3,300
121,20,8,300
122,20,5,300
123,20,2,300
124,21,1,192
125,22,8,223
126,23,0,192
127,23,0,300
128,23,6,300
129,23,9,300
130,23,7,300
131,23,3,300
132,23,5,300
133,23,4,300
134,23,4,300
135,23,4,300
136,23,0,300
137,23,7,300
138,23,11,300
139,23,9,300
140,23,3,300
141,23,7,300
142,24,0,281
143,24,4,300
144,24,6,300
145,24,1,300
146,24,0,300
147,25,4,152
148,25,12,300
149,25,9,300
150,25,5,300
151,26,1,98
152,27,4,223
153,27,7,300
154,27,20,300
155,28,2,222
156,29,1,288
157,29,0,300
158,29,12,300
159,29,9,300
160,29,3,300
161,29,12,300
162,29,2,300
163,29,0,300
164,29,4,300
165,29,0,300
166,29,21,300
167,29,10,300
168,29,0,300
169,29,4,300
170,30,0,97
171,30,1,300
172,30,1,300
173,30,1,300
174,30,1,300
175,30,0,300
176,30,3,300
177,30,1,300
178,30,0,300
179,30,2,300
180,30,3,300
181,30,13,300
182,30,1,300
183,30,1,300
184,30,0,300
185,30,12,300
186,30,1,300
187,30,0,300
188,31,7,215
189,31,0,300
190,31,0,300
191,31,0,300
192,31,1,300
193,31,6,300
194,32,1,222
195,32,0,300
196,32,0,300
197,32,0,300
198,32,0,300
199,32,8,300
